timestep,cog_x,cog_y,dm_mean,dm_max,dm_min
0,127.44448286017953,127.56700344461092,0.0,0.0,0.0
1,127.49549052561356,127.62768804444045,-3.4507817756121086e-10,1.0721556892404928e-08,-2.4800815479825618e-08
2,127.32919550350137,127.449782955895,-5.509293984289941e-10,1.14906165677178e-08,-2.9859534592792826e-08
3,127.48316141672638,127.53287728569484,-2.5423339238106546e-10,1.1683258859662919e-08,-3.415280696374603e-08
4,127.33166416976215,127.61102161019558,2.2073567749277378e-10,2.0620839173174134e-08,-3.169797769641562e-08
5,127.44736472169897,127.51147223379485,-3.3139291423041927e-10,2.0358121418079635e-08,-4.4269438429729326e-08
6,127.59938548563348,127.46692807096484,-9.473000535808248e-10,2.0687334885440107e-08,-5.599821664370295e-08
7,127.53048675555372,127.58111436739244,-1.004180629227063e-09,1.817142408406545e-08,-6.153979654133395e-08
8,127.53840570417297,127.41674318397497,-2.352252391528188e-10,2.358153335311709e-08,-5.4936408881053265e-08
9,127.32288797591387,127.53760123508081,-6.969155269972522e-10,2.480250419349711e-08,-5.843478004764598e-08
10,127.582085379772,127.44727048896526,-1.3173664243475781e-09,2.391045413297618e-08,-7.200372181289824e-08
11,127.53068078761702,127.48709336940426,-2.2139813011763437e-09,2.1870922328822008e-08,-7.940053277526891e-08
12,127.50340115060474,127.39823423061988,-2.444785544248325e-09,2.4355446229341773e-08,-8.89463216747115e-08
13,127.52597638649955,127.417112107807,-2.3598126199164473e-09,2.7142086624275706e-08,-1.0136424244102274e-07
14,127.54373479474506,127.42851289405618,-2.0998372254632646e-09,2.8887421440282906e-08,-9.480880327081047e-08
15,127.57251212197079,127.4427521088908,-2.9006804462029603e-09,3.173687148590562e-08,-9.519350432731666e-08
16,127.4817118169798,127.63650922993348,-3.42613993845654e-09,3.637977358945749e-08,-1.0665013319914102e-07
17,127.51533499626227,127.55690222543048,-3.248090683727959e-09,3.8205329469319316e-08,-9.959202351660837e-08
18,127.34844019109325,127.61906678011974,-1.9511196602872934e-09,4.0525446994960175e-08,-1.0634909683289732e-07
19,127.64074026540722,127.42079878846992,-1.928188879497882e-09,4.351092186825054e-08,-1.1894137173352431e-07
20,127.48833094788804,127.5025616865909,-2.576318487481208e-09,4.445594293300428e-08,-1.3109592059924767e-07
21,127.29721779849875,127.51322629204782,-2.0299508218448245e-09,4.3308596845702256e-08,-1.3059557747177484e-07
22,127.47464803532846,127.57095038791081,-2.888587976145765e-09,4.826196795317732e-08,-1.431968461802608e-07
23,127.5050909249175,127.44602493106706,-2.7520012742483075e-09,5.082386452231256e-08,-1.467157133385822e-07
24,127.37491634250723,127.57557637127772,-1.9735254926450435e-09,5.428430393729508e-08,-1.5399285008928763e-07
25,127.52701121704416,127.4995356164243,-6.230539837218917e-10,5.786809537491817e-08,-1.5502225689619582e-07
26,127.67394171747655,127.38905483361047,-6.059329256750504e-10,6.041757509384645e-08,-1.6476712294638324e-07
27,127.5480005123607,127.52136800307416,-4.5616077680827187e-10,6.932377569864231e-08,-1.754093839633371e-07
28,127.45917541613316,127.5869628681178,-6.722995271387157e-10,7.287679789236573e-08,-1.733497670443323e-07
29,127.43510522956731,127.29084165711899,-3.6979269992553953e-10,7.079660106373117e-08,-1.9130482300757496e-07
30,127.5472650311961,127.51726917702698,-1.0559574493623421e-09,6.988769708711878e-08,-2.0394975279840918e-07
31,127.31538837071867,127.27878928030012,-8.101995498808411e-10,7.45292292012579e-08,-2.083251993592664e-07
32,127.42840768030759,127.63442979807195,-1.3280111822447617e-09,7.918710998556696e-08,-2.1006778572992213e-07
33,127.43742375313958,127.44542775129428,-8.685634816786584e-10,7.830211606784116e-08,-2.1223532271798282e-07
34,127.62841898012428,127.37084620958224,-5.47226101706073e-10,7.915735063717806e-08,-2.0709072107320565e-07
35,127.2932277992278,127.45906306306307,-4.018399074290831e-10,8.020053067718632e-08,-2.1575593659837234e-07
36,127.50365802059159,127.33674047670945,-5.646122103474914e-10,8.121300853658984e-08,-2.2255187350740692e-07
37,127.37703346829993,127.44194044385219,-5.571934585356814e-10,8.576463125456682e-08,-2.156530260766439e-07
38,127.45475391398352,127.61237376006902,-1.8193063644412174e-10,8.997627899212322e-08,-2.1470446778516562e-07
39,127.53352073121178,127.56347181573628,-5.57864108200807e-10,9.099189382494709e-08,-2.1283478841842351e-07
40,127.58593107898085,127.51925041542593,-3.2142069189858143e-10,9.13100865408391e-08,-2.112535147693551e-07
41,127.41928777137225,127.51972566312622,1.1492694288897808e-10,9.251750284246945e-08,-2.0845019228668073e-07
42,127.40713979000317,127.66700575599882,2.965148688414184e-10,9.689621350109723e-08,-2.1048292770819482e-07
43,127.43857393277229,127.52648018253167,-2.9174445575996636e-10,9.801312944746171e-08,-2.221558419975208e-07
44,127.43990569422377,127.42702065501511,-5.743982488779068e-10,1.0210984448379059e-07,-2.430190540470365e-07
45,127.40691719219238,127.48196970202115,-8.402425481033898e-10,1.0580253213124096e-07,-2.4359265981280586e-07
46,127.47806335770169,127.7937283570604,-1.1057183100470942e-09,1.0423665932599393e-07,-2.390404241779985e-07
47,127.46787863867283,127.35267975063022,-1.2791035592155453e-09,1.0728198441445832e-07,-2.3691273731889266e-07
48,127.64077205214244,127.53580377733242,-1.9694716221174463e-09,1.1209227014461938e-07,-2.3724066196219837e-07
49,127.61804011196425,127.69710844611079,-2.280344599106417e-09,1.170199145814961e-07,-2.4025258273340644e-07
