timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,127.39652555366925,127.30256037518268,-4.597895852718596e-11,7.861371227883742e-09,-4.22634631258817e-09,0.0,1.3548608589078686e-09,1.6101296995007642e-07,8.467880368174178e-09
1,127.52716680751162,127.40660695525754,-1.1805204513285193e-10,1.5006135434662136e-08,-8.279034739919154e-09,1.3548608589078686e-09,2.6364985074427094e-09,1.6039319816429133e-07,8.194821835796282e-09
2,127.604577258877,127.60190210421561,-1.7414183580765616e-10,2.2073069641767252e-08,-1.2013083757663179e-08,2.6364985074427094e-09,3.8602963805002085e-09,1.5705321099125944e-07,7.993678108101217e-09
3,127.52860298021994,127.64346893701726,-2.6055155519081676e-10,2.88745514861067e-08,-1.5506323409948578e-08,3.8602963805002085e-09,5.061326574971179e-09,1.5637434749019542e-07,8.02009632614157e-09
4,127.5004704491118,127.53548934419908,-3.2431072201356404e-10,3.5563948031144286e-08,-1.8796763034028354e-08,5.061326574971179e-09,6.220258973171015e-09,1.560602293758602e-07,7.894385817595101e-09
5,127.44818898685062,127.51148044985663,-3.8799271083748366e-10,4.174912584487343e-08,-2.1836631217850538e-08,6.220258973171015e-09,7.308204907839055e-09,1.5596510360332406e-07,7.605155237617015e-09
6,127.74849003228958,127.60338181473114,-4.145188273161129e-10,4.7941957018947415e-08,-2.4496387499244883e-08,7.308204907839055e-09,8.354297353351014e-09,1.5610643846280846e-07,7.489632264482687e-09
7,127.57263680701368,127.39704915768772,-4.881808628490117e-10,5.404450805259115e-08,-2.7314970715327166e-08,8.354297353351014e-09,9.408079840610493e-09,1.5503288870565338e-07,7.677011431051808e-09
8,127.57710786260618,127.53241515380574,-5.682810008280951e-10,5.976029990850352e-08,-3.0340181672341726e-08,9.408079840610493e-09,1.04307640995196e-08,1.5320778365355496e-07,7.638567287269036e-09
9,127.40723907791836,127.52897883142938,-6.454423914873683e-10,6.551782051720003e-08,-3.336375342970404e-08,1.04307640995196e-08,1.1460548186929912e-08,1.5390740624520105e-07,7.836972873501384e-09
10,127.38412545892243,127.36313256788455,-7.478259443119976e-10,7.104058300030433e-08,-3.6467422773240245e-08,1.1460548186929912e-08,1.2465834595054738e-08,1.511669309913748e-07,7.826113706728484e-09
11,127.47665550188808,127.36099850650736,-8.779045265758356e-10,7.616149351538485e-08,-3.951537860753704e-08,1.2465834595054738e-08,1.3437856197305014e-08,1.5300896736622065e-07,7.803841566812964e-09
12,127.51948364808726,127.34746116725056,-9.771979370174324e-10,8.067054609325362e-08,-4.247428259052161e-08,1.3437856197305014e-08,1.4309731960385337e-08,1.4982839691938602e-07,7.2189831006231875e-09
13,127.52084125206743,127.36091963469381,-1.0730730036606922e-09,8.492238272265916e-08,-4.506235670653909e-08,1.4309731960385337e-08,1.5149767862741324e-08,1.5033680201777282e-07,7.155057601104599e-09
14,127.68171535486063,127.40264462980073,-1.1586052305382051e-09,8.949291944546409e-08,-4.732571752696196e-08,1.5149767862741324e-08,1.6002947448126735e-08,1.503157540696267e-07,7.324520751265926e-09
15,127.41460178577832,127.54869652526267,-1.2105577594497422e-09,9.373752662527599e-08,-4.898461117905555e-08,1.6002947448126735e-08,1.6772897152521002e-08,1.521082840238244e-07,6.9202045608022144e-09
16,127.50110952546251,127.36576798961185,-1.2469449524970632e-09,9.781636709887586e-08,-5.098878879910677e-08,1.6772897152521002e-08,1.7520343686959064e-08,1.5023035005458359e-07,6.858968866454779e-09
17,127.69591887542573,127.37631248668585,-1.259078347463424e-09,1.0175932462620337e-07,-5.2276988571624726e-08,1.7520343686959064e-08,1.8207139954572995e-08,1.5194801426758473e-07,6.624477288221271e-09
18,127.48790670037992,127.49087761627085,-1.287079424835024e-09,1.0564229360786037e-07,-5.467181089143966e-08,1.8207139954572995e-08,1.8901827932398516e-08,1.5139273568434987e-07,6.7487278992610935e-09
19,127.56462932801735,127.52118859597293,-1.3217020113345525e-09,1.0947023493523616e-07,-5.685892004090081e-08,1.8901827932398516e-08,1.9575744454710633e-08,1.4614235110225426e-07,6.702495561758369e-09
20,127.55794674859192,127.424452124936,-1.3705949337632805e-09,1.1287197203375576e-07,-5.90619122517315e-08,1.9575744454710633e-08,2.0211055182117072e-08,1.4708017978173637e-07,6.531984091582496e-09
21,127.56641078843495,127.47512047991916,-1.387741387009239e-09,1.1600673279056515e-07,-6.117461240824254e-08,2.0211055182117072e-08,2.080170409590882e-08,1.4723339414275603e-07,6.3790750087651825e-09
22,127.47118925007634,127.32231809982731,-1.4413422295496373e-09,1.1924215529836564e-07,-6.318526420411775e-08,2.080170409590882e-08,2.139542954290686e-08,1.4571838404485217e-07,6.469716608659157e-09
23,127.55787980945213,127.58962328144717,-1.4854442713703554e-09,1.22399162997419e-07,-6.502334614142329e-08,2.139542954290686e-08,2.1971375713974317e-08,1.4652117332774652e-07,6.41190341768458e-09
24,127.46812556293158,127.21558836133343,-1.510770191223518e-09,1.2554705042564793e-07,-6.6882907922483e-08,2.1971375713974317e-08,2.2535279639075433e-08,1.4591807624546116e-07,6.442105803958457e-09
25,127.50551964604581,127.51273912274904,-1.512540165719265e-09,1.2866933266301955e-07,-6.90441223894196e-08,2.2535279639075433e-08,2.3080250145616368e-08,1.4818602417703344e-07,6.4380444565920285e-09
26,127.68658257234132,127.43466425614528,-1.498182158657664e-09,1.3168606160773252e-07,-7.086490803852253e-08,2.3080250145616368e-08,2.3580916261883705e-08,1.46719996255225e-07,6.285444291323734e-09
27,127.56762432925107,127.2644766232766,-1.4847502701780715e-09,1.3460564469225704e-07,-7.271078595084422e-08,2.3580916261883705e-08,2.406810183813459e-08,1.4488872357358736e-07,6.312491629408103e-09
28,127.38486822722254,127.47474323074519,-1.4690535983778603e-09,1.3727527022071542e-07,-7.454372876033083e-08,2.406810183813459e-08,2.4511465866725844e-08,1.4370956094926697e-07,6.1396988052672155e-09
29,127.5140963561401,127.2428477850418,-1.489627054879364e-09,1.397928857878595e-07,-7.634386871450593e-08,2.4511465866725844e-08,2.4968998311506547e-08,1.436486704116618e-07,6.219083309095105e-09
30,127.42363714694554,127.36468403965596,-1.4952396096774258e-09,1.4216078907292162e-07,-7.796029224479307e-08,2.4968998311506547e-08,2.5392651541427608e-08,1.4396058076287746e-07,6.048989936114069e-09
31,127.57358141726395,127.44670215844287,-1.5056882925021407e-09,1.447693368417645e-07,-7.96051381392531e-08,2.5392651541427608e-08,2.5846477959389146e-08,1.4373401239970984e-07,6.263377236327143e-09
32,127.62086208441616,127.29440170010113,-1.4860447935479003e-09,1.4692769362574276e-07,-8.13387221395801e-08,2.5846477959389146e-08,2.6238174706070157e-08,1.447225041180189e-07,6.037458360574855e-09
