timestep,power_in_focal,power_send
0,261942788.1932913,390000000.0
1,261423642.28974375,390000000.0
2,260939687.73963663,390000000.0
3,260327814.4013332,390000000.0
4,259759199.20736393,390000000.0
5,259342584.35459492,390000000.0
6,258857654.00718337,390000000.0
7,258334761.81361744,390000000.0
8,257779660.55252162,390000000.0
9,257176303.3203489,390000000.0
10,256572522.55268496,390000000.0
11,255988014.18226463,390000000.0
12,255337621.95496067,390000000.0
13,254694151.5640908,390000000.0
14,254064980.19940856,390000000.0
15,253397596.0336322,390000000.0
16,252851503.73804605,390000000.0
17,252226223.23437738,390000000.0
18,251660374.63415143,390000000.0
19,251125768.26178765,390000000.0
20,250506052.1717333,390000000.0
21,249759810.86459953,390000000.0
22,249033203.32953763,390000000.0
23,248239533.90778017,390000000.0
24,247362923.06638223,390000000.0
25,246364342.13461053,390000000.0
26,245363825.4945171,390000000.0
27,244276941.71295056,390000000.0
28,243114518.54078907,390000000.0
29,241990912.76608315,390000000.0
30,240857224.6636885,390000000.0
31,239646831.59957987,390000000.0
32,238398221.91054964,390000000.0
33,237189136.91599143,390000000.0
34,236047175.27882195,390000000.0
35,234797930.6258114,390000000.0
36,233536678.16408247,390000000.0
37,232238930.69872338,390000000.0
38,230822706.99290448,390000000.0
39,229492592.88617006,390000000.0
40,228124892.422697,390000000.0
41,226496620.68909082,390000000.0
42,224831204.61587816,390000000.0
43,223211158.23155874,390000000.0
44,221501495.7413752,390000000.0
45,219657678.56716356,390000000.0
46,217630252.86783576,390000000.0
47,215432096.6080501,390000000.0
48,213065570.73722357,390000000.0
49,210583908.73156834,390000000.0
