timestep,cog_x,cog_y,dm_mean,dm_max,dm_min
0,127.57811237173519,127.47386364798919,0.0,0.0,0.0
1,127.59232913310983,127.71323134625513,-4.519598913769969e-11,3.118735109584476e-09,-2.949619967521302e-09
2,127.58674389726662,127.67225370609788,-8.174782810019582e-11,6.739013981803576e-09,-5.52165945551327e-09
3,127.42910510075356,127.64115390643266,-1.124576149968717e-10,1.0087958220688842e-08,-8.32856969705547e-09
4,127.61990490092344,127.44597708251274,-5.96545387091929e-11,1.3499874876800777e-08,-9.94779637352764e-09
5,127.44723485546884,127.25549802306763,-2.7697906963074585e-11,1.7085896797173456e-08,-1.2665414094404452e-08
6,127.49916813002294,127.50370303908123,-5.402358328731947e-12,2.0639019045158436e-08,-1.472202109439244e-08
7,127.56915691569156,127.52694243783353,3.396393864357613e-11,2.500956503254357e-08,-1.596733131093097e-08
8,127.70296355492971,127.64067571005316,7.76712240424497e-11,2.8474563715957538e-08,-1.8069378038708813e-08
9,127.50750385520344,127.44247471987232,6.98814927632738e-11,3.1711961579404064e-08,-2.011759435702321e-08
10,127.58777147635428,127.57811670373135,9.58857560389943e-11,3.502438486632922e-08,-2.2468858269285252e-08
11,127.48320188991549,127.47133354856233,1.0988887175770788e-10,3.86930950967089e-08,-2.4255125107017783e-08
12,127.44629943914994,127.55474751508356,6.401758235393023e-11,4.197349265185572e-08,-2.6258475201240114e-08
13,127.47210206835686,127.39915798223605,6.69675245993024e-11,4.520620133609519e-08,-2.845682841495889e-08
14,127.49521220700942,127.39232668497684,9.719770391207484e-11,4.848655815844143e-08,-3.0452061995999556e-08
15,127.42636153088844,127.46806022173155,1.6089603890661061e-10,5.1520058081298394e-08,-3.1802759526618214e-08
16,127.5251917504249,127.51066422912858,1.6014442365490226e-10,5.456558937727099e-08,-3.338208840243902e-08
17,127.74565747900023,127.4103855737368,1.5340001712749217e-10,5.821470394686608e-08,-3.5656484411623675e-08
18,127.45523132000912,127.51706870792405,2.0185695382386037e-10,6.127974594814414e-08,-3.7473068314733874e-08
19,127.6096366658386,127.55324777766111,2.8798964266504835e-10,6.466061962659434e-08,-3.9375857116619144e-08
20,127.70876906582876,127.51017995634786,3.108322180038422e-10,6.77372832035414e-08,-4.1786779414542346e-08
21,127.45429128905548,127.59049575107186,2.3508218836520213e-10,7.066329389779524e-08,-4.4252246407469154e-08
22,127.60439571736237,127.61181785940079,2.7896918000563216e-10,7.332439557090945e-08,-4.657951544192693e-08
23,127.55114758302346,127.60893191434799,2.752185417174201e-10,7.583757334006493e-08,-4.8884161567776387e-08
24,127.4521836529121,127.53604135855788,2.7611411892936787e-10,7.83287133485521e-08,-5.142896469172817e-08
25,127.3760200878845,127.4663898407994,2.195959320891493e-10,8.109542417526944e-08,-5.3975504386861064e-08
26,127.39955651598133,127.6225791880752,8.516329511016468e-11,8.375551230717815e-08,-5.6691433738573525e-08
27,127.58406757408224,127.31982296164853,-7.554750671511223e-11,8.652660419250932e-08,-5.9482873293001217e-08
28,127.61992621818192,127.29205089355986,-1.1116876570290636e-10,8.971482574961407e-08,-6.281514577134402e-08
29,127.43754326767757,127.58381493997652,-1.8833262894003943e-10,9.232728027478978e-08,-6.637644701444794e-08
30,127.29813342506617,127.51621283729145,-3.0959544468039093e-10,9.476671921463205e-08,-6.981659857688266e-08
31,127.38811056903893,127.4911550414852,-4.1660987667712935e-10,9.69045857472448e-08,-7.329712785872103e-08
32,127.5680706950672,127.53590320750891,-4.330861215579303e-10,9.874025287425822e-08,-7.657465118005659e-08
33,127.32757592734413,127.26491177574128,-4.453879923058427e-10,1.008007845508206e-07,-8.011753029102287e-08
34,127.5779383033419,127.75225964010282,-5.710232902171636e-10,1.0241928752072503e-07,-8.410662062039798e-08
35,127.502602171423,127.4686163520401,-6.243274393470707e-10,1.0400271891735249e-07,-8.770870425425324e-08
36,127.54464219341575,127.44282554029218,-6.1755653408415e-10,1.0591926623631631e-07,-9.13242539227308e-08
37,127.43837047532509,127.52534998690918,-6.278291399803104e-10,1.0762302432354585e-07,-9.503341981801471e-08
38,127.63887270590108,127.67107414260819,-6.444018017882147e-10,1.0943062350722025e-07,-9.895265293048092e-08
39,127.54828095794693,127.37381247843796,-6.720667306262424e-10,1.1113368640887638e-07,-1.0247664141230268e-07
40,127.39098156055351,127.3362313401182,-6.903042931027658e-10,1.1255216039215917e-07,-1.0582655343254177e-07
41,127.6444422166871,127.46844852980868,-6.962828814216211e-10,1.1365075100545708e-07,-1.0984003835989392e-07
42,127.4991364465673,127.57727906356983,-6.278766689861609e-10,1.1462422630299797e-07,-1.1383648478133966e-07
43,127.61709893496395,127.49399909391309,-6.354765556397982e-10,1.1565078376976098e-07,-1.1762185757322412e-07
44,127.58103913508961,127.43812660944756,-6.667674278960069e-10,1.1634205123046936e-07,-1.2107834761933904e-07
45,127.63800567478413,127.62733021143313,-6.541639625408914e-10,1.1646185567682421e-07,-1.2443230001908168e-07
46,127.31093698669514,127.47322088534823,-6.474332556556607e-10,1.1696193544578878e-07,-1.2812529182364074e-07
47,127.43565460609805,127.5849448416778,-6.997420622341259e-10,1.1761596387613275e-07,-1.319649457270464e-07
48,127.53788647900323,127.51749987181459,-7.633460744079129e-10,1.176963985016875e-07,-1.354080088400063e-07
49,127.41798954030783,127.64226928056223,-7.54500358934901e-10,1.1798670637129103e-07,-1.3862066018700607e-07
