num_sent,raw_key_length,sifted_key_length,qber,secret_key_rate,secure,eta,strehl_ratio,phase_variance,depolarizing_prob,background_counts
500,500,249,0.25301204819277107,0.0,0,0.0,0.0,0.0,0.0,0.039001
