iteration,1. PAM Modulation_ms,2. WFS Propagation (layer_ao)_ms,3. DM Application_ms,4. SH Sensing (shwfs)_ms,5. Poisson Noise_ms,7. Slope Estimation_ms,8. Reconstruction & DM Update_ms,9. Data Logging_ms,total_ms,loop_rate_hz
0,0.9616669267416,1.1755418963730335,26.406249962747097,24.38120893202722,3.3828339073807,1.8634159350767732,4.946083063259721,0.010207993909716606,63.12720861751586,15.841029912457284
1,1.039167051203549,1.0990420123562217,55.49104209057987,4.582124995067716,2.7618330204859376,1.83945894241333,2.4174590362235904,0.008875038474798203,69.23900218680501,14.442726908484705
2,0.6535419961437583,0.989207997918129,23.760749958455563,4.9384580925107,2.7501670410856605,1.866249949671328,4.408832988701761,0.008958973921835423,39.376166998408735,25.39607270663018
3,1.0848750825971365,0.8646249771118164,19.93212499655783,5.270250025205314,2.843042020685971,1.8739160150289536,12.36095791682601,0.008624978363513947,44.23841601237655,22.60478765153415
4,0.9314999915659428,0.8717909222468734,2.7183330385014415,5.047707934863865,2.8639580123126507,1.8288750434294343,5.761832930147648,0.008833943866193295,20.03283181693405,49.91805497786315
5,0.6097500445321202,1.0325000621378422,21.472583059221506,4.607125069014728,2.699792035855353,1.8776250071823597,18.33820901811123,0.009584007784724236,50.64716830383986,19.744440478900064
6,2.05054203979671,0.9834170341491699,10.76170802116394,5.015500006265938,2.846249961294234,1.8777919467538595,7.966915960423648,0.008459086529910564,31.51058405637741,31.735368605381673
7,0.9513340191915631,0.9788339957594872,19.503333023749292,5.003124941140413,3.0475000385195017,1.8890840001404285,11.937208008021116,0.008999952115118504,43.31941797863692,23.084336001308987
8,0.9557909797877073,0.8919159881770611,19.104083999991417,4.789375001564622,2.8716670349240303,1.869083964265883,33.52791606448591,0.008832896128296852,64.01866592932492,15.620444217065943
9,1.2540420284494758,0.8577499538660049,14.854124980047345,4.808166995644569,2.810833975672722,1.9695420050993562,7.55362503696233,0.008624978363513947,34.11670995410532,29.31114991290854
10,1.5273329336196184,0.9679170325398445,21.836624946445227,5.248583969660103,2.770208055153489,1.8619580660015345,9.184084017761052,0.008874922059476376,43.405583943240345,23.038510466940334
11,0.9544999338686466,0.8834999753162265,13.22045805864036,4.615874961018562,3.0586669454351068,1.864875084720552,27.255667024292052,0.01295795664191246,51.86649993993342,19.2802676324429
12,0.9778749663382769,1.0454580187797546,17.98025006428361,4.4998329831287265,2.7974999975413084,1.8427090253680944,4.139957949519157,0.00866700429469347,33.29225000925362,30.03702061957509
13,1.9840419990941882,1.0709170019254088,17.33125001192093,6.250499980524182,2.7594590792432427,1.8274160102009773,2.5707919849082828,0.008499948307871819,33.80287601612508,29.583281597783785
14,0.8612500969320536,1.0398749727755785,22.52870798110962,4.882666049525142,2.930582966655493,1.8593339482322335,16.853375011123717,0.008541042916476727,50.96433206927031,19.621565895159932
15,2.8639580123126507,1.0072089498862624,17.822708934545517,4.639041959308088,2.734749927185476,1.8415420781821012,16.510540968738496,0.008875038474798203,47.42862586863339,21.084313148134942
16,1.392749953083694,0.9550419636070728,14.74266592413187,5.114042083732784,2.7160419849678874,1.8794590141624212,6.205667043104768,0.008541974239051342,33.01420994102955,30.289987305048772
17,0.836833962239325,0.9873750386759639,19.821709021925926,5.129124969244003,3.001290955580771,1.9093749579042196,3.352041938342154,0.008791917935013771,35.04654276184738,28.53348493731106
18,0.9534589480608702,1.0098329512402415,14.570083003491163,5.4123339941725135,2.7569159865379333,1.8476250115782022,7.636917056515813,0.008500064723193645,34.19566701631993,29.243471095994373
19,1.4302909839898348,0.9242499945685267,17.405500053428113,4.979207995347679,2.730167005211115,1.9042090279981494,14.4806660246104,0.008833943866193295,43.86312502902001,22.798193228102107
20,1.2580000329762697,1.0017919121310115,23.919250001199543,4.8031669575721025,2.879292005673051,1.8862079596146941,17.103500082157552,0.010624993592500687,52.861833944916725,18.91724000801833
21,1.1381669901311398,0.9978329762816429,10.49295801203698,4.564542090520263,2.7693749871104956,1.945875003002584,28.983457945287228,0.01395796425640583,50.90616596862674,19.643985772102656
22,0.8057919330894947,1.0067500406876206,14.997459016740322,4.886292037554085,2.768874983303249,1.8586249789223075,16.052916063927114,0.008499948307871819,42.385209002532065,23.59313599091279
23,2.0456250058487058,1.0474590817466378,9.620875003747642,4.664000007323921,2.749833045527339,1.9135000184178352,10.35812497138977,0.009958050213754177,32.409375184215605,30.855269326112516
24,1.3885830994695425,1.122458023019135,9.894083952531219,5.578916985541582,2.852707984857261,1.8797500524669886,10.791084030643106,0.008665956556797028,33.51625008508563,29.836273373702664
25,0.8838330395519733,0.8600420551374555,9.830874972976744,6.611832999624312,2.948167035356164,1.8868749029934406,16.543957986868918,0.01091696321964264,39.57649995572865,25.26751989485243
26,1.0263329604640603,1.005082973279059,14.361166977323592,5.8715840568766,2.8407919453457,1.9203750416636467,25.349583011120558,0.015166006051003933,52.39008297212422,19.087581909959585
27,1.5635419404134154,1.0907909600064158,31.69466694816947,10.19458391238004,2.8187499847263098,2.1262909285724163,14.993290998972952,0.01733400858938694,64.4992496818304,15.504056325196329
28,0.8859579684212804,1.2860000133514404,22.77408295776695,6.987374974414706,2.7752090245485306,1.9197500078007579,16.73266594298184,0.014582998119294643,53.3756238874048,18.735144007112446
29,2.1054170792922378,1.2342080008238554,17.03612506389618,8.2758329808712,2.8524580411612988,1.8680000212043524,21.310499985702336,0.01462490763515234,54.69716608058661,18.282482835155967
30,1.1373331071808934,0.9562090272083879,20.776625024154782,8.766165934503078,2.7957080164924264,1.8492919625714421,26.41495899297297,0.014082994312047958,62.71037505939603,15.946324656053351
31,3.7397920386865735,0.9027079213410616,28.202584013342857,6.007708027027547,2.8254169737920165,1.854332978837192,21.074875025078654,0.008333008736371994,64.61574998684227,15.476102965664413
32,0.8769580163061619,0.9189590346068144,24.552499991841614,7.333707995712757,2.7196670416742563,1.8506670603528619,24.606875027529895,0.009041046723723412,62.868375214748085,15.906248516589837
33,1.109875040128827,0.861041946336627,30.42595903389156,4.825584008358419,2.759624971076846,1.8688340205699205,20.89779102243483,0.008125090971589088,62.75683513376862,15.934519289707032
34,0.9025830077007413,0.8668339578434825,8.36874998640269,5.578291020356119,2.76141706854105,1.8353749765083194,21.375666954554617,0.009124982170760632,41.69804195407778,23.981941432676958
35,2.0924160489812493,0.8638750296086073,21.754874964244664,5.084917065687478,2.8017909498885274,2.002708031795919,13.500459026545286,0.008833012543618679,48.10987412929535,20.785753820774893
36,1.0473340516909957,0.9727079886943102,21.529374993406236,8.12349992338568,2.776250010356307,1.923958072438836,13.310042093507946,0.009207986295223236,49.692375119775534,20.123811703297733
37,0.974792055785656,0.9507499635219574,12.746124994009733,5.034792004153132,2.7234579902142286,1.865500002168119,17.446957994252443,0.008624978363513947,41.750999982468784,23.951522129287905
38,0.8575409883633256,0.8670000825077295,7.965208031237125,6.732084089890122,2.82037490978837,1.8642500508576632,11.19258301332593,0.008417060598731041,32.307458226569,30.95260521539947
39,0.8697500452399254,0.9721670066937804,19.92170896846801,2.912249998189509,2.7687910478562117,1.941499998793006,7.643125019967556,0.008750008419156075,37.038042093627155,26.999267333627827
40,0.8652081014588475,0.960000092163682,14.015291933901608,5.012584035284817,2.7974999975413084,1.9282919820398092,14.980208943597972,0.009167008101940155,40.568252094089985,24.649817243313787
41,0.9411249775439501,1.0273340158164501,3.8774580461904407,6.331415963359177,2.8002499602735043,1.8910830840468407,18.37591698858887,0.008417060598731041,35.25300009641796,28.366380088644128
42,0.8922920096665621,0.853499979712069,24.512208066880703,4.831125028431416,2.916041063144803,1.856583054177463,6.731083965860307,0.008207978680729866,42.60104114655405,23.473604707449475
43,4.261833033524454,0.8585419273003936,12.274667038582265,5.003917030990124,2.851082943379879,1.8538340227678418,23.81349995266646,0.009124982170760632,50.92650093138218,19.636141924366438
44,0.8841670351102948,0.8520409464836121,5.234041949734092,4.685457912273705,2.737915958277881,1.8720419611781836,20.32758400309831,0.008333008736371994,36.60158277489245,27.321222859410575
45,1.1989170452579856,1.0044160299003124,25.358375045470893,5.035834037698805,2.754791988991201,1.8662920920178294,10.967541951686144,0.012499978765845299,48.198668169789016,20.74746124679854
46,0.9212919976562262,1.1269999668002129,18.37937510572374,5.334667046554387,3.025792073458433,1.843750011175871,29.459582990966737,0.010124989785254002,60.10158418212086,16.638496532300756
47,1.130791031755507,1.004125108011067,10.476583964191377,4.791749990545213,2.755875000730157,1.8422919092699885,12.03220896422863,0.008624978363513947,34.042250947095454,29.37526080616951
48,0.9074170375242829,0.8575839456170797,25.96341702155769,4.571708966977894,2.845625043846667,1.8132909899577498,23.681708960793912,0.007916940376162529,60.64866890665144,16.488408039740644
49,1.135041005909443,0.9575419826433063,16.237249947153032,4.925290937535465,2.7706249384209514,1.8420829437673092,10.713625000789762,0.007707974873483181,38.58916473109275,25.91400998100024
