timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,127.44488949178272,127.53104205184488,-8.014229339532379e-11,9.58944538750373e-09,-5.940643927462296e-09,0.0,1.6430967278530028e-09,1.6630737054351465e-07,1.0269354549081268e-08
1,127.5302846689708,127.4857537412282,-1.551393664766927e-10,1.9183957819444324e-08,-1.154621553990542e-08,1.6430967278530028e-09,3.267926459067382e-09,1.6633857359594822e-07,1.0370152319058552e-08
2,127.34673191281676,127.58479816077782,-2.4305428937036184e-10,2.8067637250159356e-08,-1.7249921232860127e-08,3.267926459067382e-09,4.823219154122075e-09,1.6570462711451556e-07,1.0140902030442414e-08
3,127.25256534166856,127.7242103477349,-2.988974376607008e-10,3.751199167004666e-08,-2.3055021190348943e-08,4.823219154122075e-09,6.437358314202013e-09,1.6740917538269593e-07,1.0717562710063316e-08
4,127.54633696584753,127.47170096425964,-3.3133273335232324e-10,4.6674482945228285e-08,-2.824936121782692e-08,6.437358314202013e-09,7.966946486260062e-09,1.6357952550972459e-07,1.038649611252823e-08
5,127.32900859992415,127.68047796717883,-3.736918765171686e-10,5.5277271386772055e-08,-3.3652249746612446e-08,7.966946486260062e-09,9.44501623063126e-09,1.6488424040202855e-07,1.0266568063620803e-08
6,127.53847278697776,127.52977334239793,-3.8039267241424084e-10,6.380574320054076e-08,-3.8759998112756235e-08,9.44501623063126e-09,1.0878685127090033e-08,1.6069533475157397e-07,1.0189640528444956e-08
7,127.3503285665032,127.66958096835779,-3.757013375103246e-10,7.1853510206945e-08,-4.4063993960271145e-08,1.0878685127090033e-08,1.2274142614510909e-08,1.5976056639877235e-07,1.0175855366239465e-08
8,127.5216094538473,127.32821523724455,-3.906888461328907e-10,7.960530949532963e-08,-4.9516089885896086e-08,1.2274142614510909e-08,1.3632257362060847e-08,1.6179786833674735e-07,1.0082942482075605e-08
9,127.4510286758281,127.53122413576625,-3.721620498821098e-10,8.683899289820578e-08,-5.418026609023713e-08,1.3632257362060847e-08,1.4897837213915535e-08,1.5855660780894718e-07,9.691432058606852e-09
10,127.3113355768516,127.50561947503722,-3.4580006110974804e-10,9.366393534276693e-08,-5.872512440320529e-08,1.4897837213915535e-08,1.611414095519752e-08,1.5794489024072938e-07,9.589449553190706e-09
11,127.48787616200667,127.59400909608314,-3.115077166084968e-10,1.0014542028727135e-07,-6.327578223846853e-08,1.611414095519752e-08,1.7306655917271447e-08,1.5861886694752842e-07,9.631115736793595e-09
12,127.49844762661066,127.7154981171709,-2.7796802665724717e-10,1.0623039012107577e-07,-6.796354085482594e-08,1.7306655917271447e-08,1.847844817463655e-08,1.5869559492148494e-07,9.69965082735452e-09
13,127.65288080218629,127.39004099286991,-2.486624753283231e-10,1.1227462482279209e-07,-7.23611662786464e-08,1.847844817463655e-08,1.9619848667998056e-08,1.5866137108999457e-07,9.60902824718028e-09
14,127.40338011104465,127.58452716178996,-2.3577093101478756e-10,1.1825642181571539e-07,-7.69609477797976e-08,1.9619848667998056e-08,2.0744936912578674e-08,1.560936839030699e-07,9.587069490753136e-09
15,127.42221422049613,127.61026735767287,-2.1187850217509968e-10,1.2402922423286042e-07,-8.133210970972486e-08,2.0744936912578674e-08,2.1846469678749758e-08,1.5651918722046464e-07,9.598389364768453e-09
16,127.56596358826334,127.45272421518916,-1.8097448916347792e-10,1.2951827534317678e-07,-8.554319408806354e-08,2.1846469678749758e-08,2.2896987554245357e-08,1.5620519212366498e-07,9.421910751103726e-09
17,127.25995466875888,127.55580511668693,-1.3428138693464242e-10,1.34852288346253e-07,-8.966219500154842e-08,2.2896987554245357e-08,2.392048736303279e-08,1.5545914407451464e-07,9.411732721452439e-09
18,127.30775777212698,127.37067047412025,-1.2983964984136633e-10,1.3928427135954131e-07,-9.387394366491776e-08,2.392048736303279e-08,2.485873934184492e-08,1.557596875075421e-07,9.045673955416774e-09
19,127.55970692217042,127.43206179228365,-9.065809256662992e-11,1.435831357321503e-07,-9.812555521743291e-08,2.485873934184492e-08,2.5782673310774074e-08,1.572289252933173e-07,9.084272145840458e-09
20,127.3415769492149,127.71234294123357,-9.501290276384727e-11,1.472135244877469e-07,-1.021284863899105e-07,2.5782673310774074e-08,2.663089307027738e-08,1.5432134198504187e-07,8.740885138584882e-09
21,127.41862083130087,127.53944699750969,-1.0715877682618038e-10,1.504672696262628e-07,-1.0617343779180971e-07,2.663089307027738e-08,2.742663798353007e-08,1.5443072025300822e-07,8.540657717555661e-09
22,127.48309829866218,127.7013429452373,-1.3397461453176706e-10,1.5354547731664776e-07,-1.1023828494871069e-07,2.742663798353007e-08,2.8199847465399158e-08,1.5285241681192142e-07,8.492777199001895e-09
23,127.40528986345011,127.59905198658907,-1.5784106555319775e-10,1.5628562232387904e-07,-1.1404509470552995e-07,2.8199847465399158e-08,2.8916879257427783e-08,1.5373740641079434e-07,8.24126121490627e-09
24,127.49327735177552,127.5648047937407,-1.9087051478359084e-10,1.591927997204518e-07,-1.1762835590276915e-07,2.8916879257427783e-08,2.9606876748126146e-08,1.518766744398177e-07,8.12464716119125e-09
25,127.51580598703838,127.57972430819875,-2.2912246521161312e-10,1.619981656571083e-07,-1.2064302122087888e-07,2.9606876748126146e-08,3.023221703404192e-08,1.5056006694425583e-07,7.815335488339743e-09
26,127.45458367083286,127.57589638166327,-2.856123133827317e-10,1.6477993763141034e-07,-1.243419166157043e-07,3.023221703404192e-08,3.090018340648512e-08,1.528390542833279e-07,8.190037392375856e-09
27,127.50769664144227,127.66660264536037,-3.598930206903826e-10,1.6729481914169868e-07,-1.2782659666835832e-07,3.090018340648512e-08,3.1507732883449085e-08,1.5365128857253206e-07,7.958930687598109e-09
28,127.47205524444433,127.51832786354396,-4.2247715424896014e-10,1.6982995252765805e-07,-1.3133920280551092e-07,3.1507732883449085e-08,3.212790382256765e-08,1.522565644506001e-07,8.08886936879229e-09
29,127.40120232151196,127.61462850163953,-5.256704653006653e-10,1.7148401462844408e-07,-1.3489731997397268e-07,3.212790382256765e-08,3.264780342748021e-08,1.5154782975375992e-07,7.678420880445084e-09
30,127.3107603091133,127.67790024256738,-6.062972585232066e-10,1.7310065127740558e-07,-1.3855049043138828e-07,3.264780342748021e-08,3.3189327757232475e-08,1.5348478692148756e-07,7.880899009669289e-09
31,127.39523684778254,127.5953709125651,-7.222050992457997e-10,1.7424972904224152e-07,-1.4188427573011664e-07,3.3189327757232475e-08,3.364474856676526e-08,1.511867926163556e-07,7.433479757800668e-09
32,127.50474316794498,127.50865999109696,-8.607537537533234e-10,1.755579926210607e-07,-1.4519752263009641e-07,3.364474856676526e-08,3.410530257279672e-08,1.53498151434145e-07,7.565617146166078e-09
33,127.3376389545277,127.65013253333882,-1.0100743751513866e-09,1.766347513595621e-07,-1.4831752857326698e-07,3.410530257279672e-08,3.4522887195188735e-08,1.5091821286488451e-07,7.385008066586141e-09
34,127.4041107324377,127.58852867830424,-1.1521224763282458e-09,1.7818315365067292e-07,-1.5174837386156522e-07,3.4522887195188735e-08,3.501526003427555e-08,1.5246967844015118e-07,7.789819717949102e-09
35,127.44068469807429,127.51978628810106,-1.2940152781335535e-09,1.7937306240649293e-07,-1.5506911119380712e-07,3.501526003427555e-08,3.544016584002833e-08,1.5162550486747485e-07,7.57695401689809e-09
36,127.48333525870589,127.5763718279487,-1.451089639841134e-09,1.8062567914059484e-07,-1.5822277304023568e-07,3.544016584002833e-08,3.587520735233528e-08,1.536129283958245e-07,7.626037390597334e-09
37,127.2692509369072,127.61434123471261,-1.601722597043437e-09,1.8201058483969955e-07,-1.6153001402987706e-07,3.587520735233528e-08,3.632989519903197e-08,1.5541115946574203e-07,7.811303351160603e-09
38,127.37360191006113,127.62336750744197,-1.7256156780725046e-09,1.8288654871727697e-07,-1.6458998598395563e-07,3.632989519903197e-08,3.6719438936349124e-08,1.5337200595152968e-07,7.449962261052136e-09
39,127.53043681731224,127.61028942875363,-1.869833647915304e-09,1.8401768024640226e-07,-1.6790913398974607e-07,3.6719438936349124e-08,3.7153892456380096e-08,1.5406422312374462e-07,7.801265387676112e-09
40,127.46154872821539,127.44497061163727,-2.0084119440140987e-09,1.8523759170481223e-07,-1.708589501339792e-07,3.7153892456380096e-08,3.7561314909092605e-08,1.5257720238639893e-07,7.682918557080614e-09
41,127.58718279614031,127.69762913285425,-2.1532859795618863e-09,1.8596384957941026e-07,-1.7384990220341705e-07,3.7561314909092605e-08,3.7941010609803985e-08,1.5408185909570528e-07,7.64302881803227e-09
42,127.4129779278736,127.58462778147029,-2.3059787672237797e-09,1.8647102676727343e-07,-1.768739689961279e-07,3.7941010609803985e-08,3.831557583869252e-08,1.511044299408476e-07,7.679477601547708e-09
43,127.60330892644804,127.60561777841698,-2.4562517233101658e-09,1.876625124960219e-07,-1.7984934522238452e-07,3.831557583869252e-08,3.873996039117777e-08,1.5246632529120611e-07,7.908958366867863e-09
44,127.31163831026089,127.57957620575644,-2.58245103152993e-09,1.88675880437235e-07,-1.8279359758431002e-07,3.873996039117777e-08,3.913695734109061e-08,1.5167442519970514e-07,7.786194473226592e-09
45,127.44043707730799,127.7654998809228,-2.72348712217963e-09,1.8981741434927984e-07,-1.8556059809434907e-07,3.913695734109061e-08,3.9530174979058953e-08,1.518093855030454e-07,7.793791099431465e-09
46,127.10533704620991,127.5528327793961,-2.8500157550846316e-09,1.9108261911520316e-07,-1.885062397070351e-07,3.9530174979058953e-08,3.992766072924469e-08,1.5122103787686593e-07,7.969816189267147e-09
47,127.30298062171879,127.53961099533082,-2.9624027524708684e-09,1.9210640212099325e-07,-1.913402426008601e-07,3.992766072924469e-08,4.030261794153722e-08,1.5403943865077197e-07,7.838240516776374e-09
48,127.40904825634162,127.47165177083494,-3.0594458816459576e-09,1.924286339859383e-07,-1.9386823285000312e-07,4.030261794153722e-08,4.060076216665944e-08,1.528205338341632e-07,7.474276133526168e-09
