timestep,cog_x,cog_y,dm_mean,dm_max,dm_min
0,127.70123329907503,127.65010277492291,0.0,0.0,0.0
1,127.78621304616229,127.62723094862473,-6.385609324655656e-10,1.2084282265406408e-08,-4.469741342980175e-08
2,127.46189582835898,127.7865606985708,-1.1469153384302415e-09,3.4436843635736415e-08,-8.68188826299622e-08
3,127.46745037000628,127.55526883482155,-1.0459936592648037e-09,4.602538009743632e-08,-1.1632216041042944e-07
4,127.38533549882297,127.67324221244914,-1.4043057597839899e-09,4.840733938195329e-08,-1.531167815576638e-07
5,127.09283640414148,127.46984277705751,-3.4627865860503016e-09,5.232753091649439e-08,-1.9716045833501659e-07
6,127.39111616476544,127.83127315409162,-3.6922046391828296e-09,6.025515248607493e-08,-2.1784035093763675e-07
7,127.76919343880424,127.34121129768029,-1.083035925891198e-09,6.314835033625746e-08,-1.9335020965409391e-07
8,128.06359108274094,127.50258716572368,-2.7219457258482117e-09,4.806016472748918e-08,-2.1545546037639708e-07
9,128.04172717591248,127.57711298286378,-1.6613847508209347e-09,5.447991167378688e-08,-2.2885649725270738e-07
10,127.69787940725601,128.37519161982627,-1.3158536761749175e-09,7.457592795341029e-08,-2.323048956558386e-07
11,129.58310340296939,128.57035869136774,-2.01573696669297e-09,7.72916374420004e-08,-2.7384263074164096e-07
12,126.60117227319063,127.2658002038736,-1.8224508804325493e-09,8.001643377414066e-08,-2.696603346116974e-07
13,127.71059876118376,125.94115622849277,-7.322976219740486e-09,9.105377719193135e-08,-2.841639515641915e-07
14,125.87755809920222,127.19528269164066,-7.754876128899787e-09,9.330086550001074e-08,-3.116985823556023e-07
15,129.88718662952647,127.38300835654596,-1.0998415348965205e-08,1.0954878094353797e-07,-3.281534793222354e-07
16,128.1068493150685,128.01643835616437,-7.042990436038675e-09,1.503558215897387e-07,-4.096745769066268e-07
17,127.22929936305732,126.7024567788899,-7.934421901556291e-09,1.6351112386397902e-07,-4.317387734562376e-07
18,129.60980392156864,129.45490196078433,-5.318131412118504e-09,1.7224565479968138e-07,-3.9178939145512277e-07
19,130.58481012658228,126.0379746835443,-4.202619753828388e-09,2.1007248519605016e-07,-4.190617951498368e-07
20,127.40547263681592,128.90298507462686,-3.790194326601978e-09,1.7342063216795503e-07,-3.6890580647828453e-07
21,136.35714285714286,120.83928571428571,-7.568993543745856e-09,1.612400655492003e-07,-3.735193072807453e-07
22,129.4640522875817,128.9281045751634,-1.0017757490135485e-08,1.4626444600366876e-07,-4.0817772503671485e-07
23,127.4873417721519,130.9367088607595,-1.3216198077272696e-08,1.4282290703143335e-07,-3.9355922043144143e-07
24,123.49295774647888,131.91549295774647,-1.6818027389219184e-08,1.369279255226902e-07,-3.89715676392735e-07
25,112.28260869565217,136.54347826086956,-1.6244307444501415e-08,1.3430545046327808e-07,-3.864994902474567e-07
26,148.13725490196077,136.76470588235293,-1.7484202385167842e-08,1.2178950760067166e-07,-3.8638457798985644e-07
27,115.06666666666666,137.6,-1.8567374049804588e-08,1.2281850520133125e-07,-3.887321480211187e-07
28,126.82352941176471,129.76470588235293,-1.834182611410895e-08,1.378970799956156e-07,-3.9427725967902133e-07
29,135.5,129.25,-1.8981348857840186e-08,1.3872330210046565e-07,-3.891415361328591e-07
30,140.75,127.25,-2.0334539256896677e-08,1.35820422500899e-07,-4.000819690543121e-07
31,91.81818181818181,166.63636363636363,-2.1177378459044575e-08,1.345588078243768e-07,-3.9449635738848945e-07
32,129.2,163.4,-2.157286017148598e-08,1.3452239406764558e-07,-3.885881203541901e-07
33,152.8,136.6,-2.2266059111516025e-08,1.2857220775945247e-07,-3.786089199926003e-07
34,186.0,80.0,-2.299336425029296e-08,1.2697259211667623e-07,-3.763924295598748e-07
35,97.66666666666667,128.33333333333334,-2.384406695179681e-08,1.271066126330651e-07,-3.713797047126529e-07
36,120.0,63.0,-2.467970200041102e-08,1.247151276925695e-07,-3.672755968425958e-07
37,192.0,111.0,-2.5419085457312385e-08,1.244476306362254e-07,-3.8426788172374124e-07
38,192.0,73.0,-2.6356113264539958e-08,1.2278257181211608e-07,-4.0158055257173196e-07
39,0.0,0.0,-2.713859396068383e-08,1.2273422546109505e-07,-4.208712293750101e-07
40,0.0,0.0,-2.7923117012512244e-08,1.2150688320644816e-07,-4.39540280672721e-07
41,0.0,0.0,-2.8699794833822376e-08,1.2029181437434774e-07,-4.5802264145745483e-07
42,0.0,0.0,-2.946870587691941e-08,1.1908889623056832e-07,-4.763201786343413e-07
43,0.0,0.0,-3.022992780958547e-08,1.1789800726822671e-07,-4.944347404394589e-07
44,0.0,0.0,-3.0983537522924865e-08,1.1671902719550851e-07,-5.123681566265253e-07
45,0.0,0.0,-3.172961113913088e-08,1.155518369235175e-07,-5.301222386517211e-07
46,0.0,0.0,-3.246822401917483e-08,1.1439631855424639e-07,-5.47698779856665e-07
47,0.0,0.0,-3.319945077041834e-08,1.13252355368668e-07,-5.650995556495594e-07
48,0.0,0.0,-3.392336525414941e-08,1.1211983181494539e-07,-5.823263236845248e-07
49,0.0,0.0,-3.464004059304317e-08,1.1099863349676e-07,-5.993808240391406e-07
