timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,127.63642128558702,127.63942511354213,-3.0638628384750684e-10,1.536949756107014e-09,-7.205733698189216e-09,0.0,1.3789427138212982e-09,1.6109993673976465e-07,8.618391961383115e-09
1,127.5151163717622,127.64770380808623,-5.792082933491755e-10,3.4872744521451348e-09,-1.4205489393789251e-08,1.3789427138212982e-09,2.715685787771278e-09,1.6191352528565074e-07,8.544311447265575e-09
2,127.4831593818623,127.59670046733996,-8.6753189882622e-10,5.096870256035205e-09,-2.0940512404585852e-08,2.715685787771278e-09,4.000355036560057e-09,1.6028789726737e-07,8.380160503057805e-09
3,127.65647300243684,127.63587020648967,-1.1561180302750426e-09,6.654531809441134e-09,-2.74799793943642e-08,4.000355036560057e-09,5.27797692419469e-09,1.6196375484764656e-07,8.509421240617083e-09
4,127.6856117505319,127.68936710158673,-1.4308945367084291e-09,8.431505205545085e-09,-3.4203648094707244e-08,5.27797692419469e-09,6.519651193779486e-09,1.617122375310395e-07,8.448436002699301e-09
5,127.74466125287047,127.56304506792902,-1.6934647601259351e-09,9.968767467728913e-09,-4.0629912971906924e-08,6.519651193779486e-09,7.687079923033112e-09,1.6192716352048e-07,8.156115199935534e-09
6,127.66516506886741,127.83979764344919,-1.9006588453559867e-09,1.1861729100332373e-08,-4.690058977844007e-08,7.687079923033112e-09,8.823466286591485e-09,1.6095777180295933e-07,8.121526225705949e-09
7,127.68883904222712,127.69156609846594,-2.1044783992506712e-09,1.3685267509007333e-08,-5.300250624893121e-08,8.823466286591485e-09,9.947905428040639e-09,1.5915401526367611e-07,8.187760058658989e-09
8,127.67452693613478,127.63094997117418,-2.2915576497722147e-09,1.568109221716324e-08,-5.903563498475834e-08,9.947905428040639e-09,1.1061219556166661e-08,1.6124930662007885e-07,8.293996508898846e-09
9,127.46569943143984,127.58701019310557,-2.4911012487343762e-09,1.7290393088779463e-08,-6.512654333879693e-08,1.1061219556166661e-08,1.2169865575770395e-08,1.6010882067235906e-07,8.383166863363243e-09
10,127.56678121596121,127.63696822791219,-2.669162308002675e-09,1.9106377125507668e-08,-7.089667565175435e-08,1.2169865575770395e-08,1.3233278948809193e-08,1.6048968334746503e-07,8.255852143538973e-09
11,127.60434943208053,127.94577831132453,-2.84118361235961e-09,2.067594552804733e-08,-7.609600359434708e-08,1.3233278948809193e-08,1.4224097977395308e-08,1.5854861609492096e-07,7.922879555371974e-09
12,127.72735398825638,127.56286634576362,-3.027329419422916e-09,2.240672613342741e-08,-8.17059945839685e-08,1.4224097977395308e-08,1.5239243192775547e-08,1.5892801042759834e-07,8.219230506598757e-09
13,127.54523469925343,127.66314071675468,-3.2156967787165855e-09,2.4224363157473635e-08,-8.75598113252251e-08,1.5239243192775547e-08,1.6281875215482925e-08,1.6184904821633274e-07,8.545702292908467e-09
14,127.79847745602068,127.59814447981461,-3.3883898818936973e-09,2.6050790905212856e-08,-9.297504088157631e-08,1.6281875215482925e-08,1.7254379501480637e-08,1.5869235847468762e-07,8.23407880200834e-09
15,127.62573599872914,127.67817702915298,-3.5390815622461457e-09,2.798754346182823e-08,-9.800774293156147e-08,1.7254379501480637e-08,1.8167721405631864e-08,1.5733816932172528e-07,8.011334822664824e-09
16,127.62029098801179,127.61083567766057,-3.662517502987737e-09,2.9757655768042102e-08,-1.0293669170348849e-07,1.8167721405631864e-08,1.9063407067361044e-08,1.5611098860601454e-07,8.007594761909484e-09
17,127.61955770205836,127.4637444751169,-3.796393198974218e-09,3.163203528584714e-08,-1.0800366344915562e-07,1.9063407067361044e-08,1.997562649654268e-08,1.5593884576934385e-07,8.249707658892565e-09
18,127.69655633858783,127.70055552849551,-3.963159968695875e-09,3.3320824731482176e-08,-1.1356212382694836e-07,1.997562649654268e-08,2.0912562192877048e-08,1.5526407753202637e-07,8.510267250423007e-09
19,127.4183395176965,127.67533501834822,-4.094305089931911e-09,3.511908606763337e-08,-1.1832897280602981e-07,2.0912562192877048e-08,2.1794083829396884e-08,1.546076539741255e-07,8.315032046730812e-09
20,127.6663550061222,127.55794324533406,-4.218936142389628e-09,3.657227759836904e-08,-1.2302101762233298e-07,2.1794083829396884e-08,2.263312553778476e-08,1.5635053360891324e-07,8.133127319977904e-09
21,127.67123357845585,127.56041360903853,-4.332327376307412e-09,3.832757661234504e-08,-1.278036237413188e-07,2.263312553778476e-08,2.345140859810991e-08,1.5751269790670827e-07,8.141825011717533e-09
22,127.44021705712353,127.72597050564677,-4.426368741028053e-09,4.0262885511351515e-08,-1.3186121020281003e-07,2.345140859810991e-08,2.41866028707056e-08,1.569263703008848e-07,7.76742070876487e-09
23,127.64148178563639,127.49270270617069,-4.4986113398423185e-09,4.2256636564439776e-08,-1.3594324395377048e-07,2.41866028707056e-08,2.49039263447339e-08,1.570146295880306e-07,7.801607184616675e-09
24,127.80523742085117,127.49220569974241,-4.6054964412488294e-09,4.380666334094097e-08,-1.3960703419401205e-07,2.49039263447339e-08,2.557887778921562e-08,1.5509846437386337e-07,7.552425380219807e-09
25,127.74941395591924,127.54464823264478,-4.706728802033334e-09,4.547144875765993e-08,-1.4338258751145032e-07,2.557887778921562e-08,2.6273742451381295e-08,1.5564573772105248e-07,7.764276741660877e-09
26,127.7078942089589,127.36671450100555,-4.774679248636157e-09,4.7159347294782534e-08,-1.4713885940729846e-07,2.6273742451381295e-08,2.6980969030912876e-08,1.5620085416964702e-07,8.002174152229332e-09
27,127.37719734192716,127.49428729525205,-4.882151722227568e-09,4.886086627126259e-08,-1.5068259202965317e-07,2.6980969030912876e-08,2.7698598588784767e-08,1.542909569765067e-07,8.172337922234964e-09
28,127.74144339615391,127.65047096223849,-4.973371895864749e-09,5.041702304486256e-08,-1.5427706380369338e-07,2.7698598588784767e-08,2.843625149287515e-08,1.571337021429038e-07,8.377056304552543e-09
29,127.60500061647214,127.58338556222259,-5.046048447047888e-09,5.220335687873883e-08,-1.5811277318997038e-07,2.843625149287515e-08,2.919354873845632e-08,1.5737199178329034e-07,8.699767795237505e-09
30,127.68760253585076,127.57603841143334,-5.134101285528087e-09,5.3949507324460075e-08,-1.6126765876468336e-07,2.919354873845632e-08,2.9894234287494356e-08,1.5631083246059555e-07,8.419880893318168e-09
31,127.80035369149502,127.57752037181115,-5.177493492159963e-09,5.573007542577501e-08,-1.644529407797409e-07,2.9894234287494356e-08,3.0550275691681636e-08,1.5647742339884156e-07,8.281980967342926e-09
32,127.64408636637715,127.53504047622103,-5.2241077773955425e-09,5.7300381565819997e-08,-1.6742523523030594e-07,3.0550275691681636e-08,3.116485720387963e-08,1.545111442697838e-07,8.07782134225919e-09
33,127.59940115163148,127.70394881637876,-5.230357065006353e-09,5.926331268465405e-08,-1.6992686168193644e-07,3.116485720387963e-08,3.176143090361126e-08,1.534228819378615e-07,8.159063538878886e-09
34,127.71261393737863,127.61797994599662,-5.291519755290055e-09,6.077755031248824e-08,-1.7248101818888608e-07,3.176143090361126e-08,3.231853955701434e-08,1.5435809694578867e-07,7.892584737014916e-09
35,127.88935115199331,127.37674043769843,-5.339428343278771e-09,6.203594645394115e-08,-1.7494333858184243e-07,3.231853955701434e-08,3.284712045717288e-08,1.5199510322154418e-07,7.783679098720667e-09
