timestep,power_in_focal,power_send
0,3622.7348079344115,6181.083450598342
1,3690.7334755573584,6181.083450598342
2,3751.1761286630613,6181.083450598342
3,3800.3254595197213,6181.083450598342
4,3837.979761375743,6181.083450598342
5,3863.941094044517,6181.083450598342
6,3878.0772521705726,6181.083450598342
7,3880.930082503189,6181.083450598342
8,3873.3146103673866,6181.083450598342
9,3856.2498538843083,6181.083450598342
10,3830.965354701226,6181.083450598342
11,3798.7546442751445,6181.083450598342
12,3761.0687679314756,6181.083450598342
13,3718.899307309057,6181.083450598342
14,3674.357850540131,6181.083450598342
15,3628.2249809898335,6181.083450598342
16,3581.622736145744,6181.083450598342
17,3535.574634878423,6181.083450598342
18,3490.9260327999204,6181.083450598342
19,3450.283893149452,6181.083450598342
20,3410.107262729966,6181.083450598342
21,3373.006426837719,6181.083450598342
22,3339.309883662202,6181.083450598342
23,3309.162278991385,6181.083450598342
24,3282.6020779825044,6181.083450598342
25,3259.807451188106,6181.083450598342
26,3240.354278511206,6181.083450598342
27,3224.269481535024,6181.083450598342
28,3211.2494960040367,6181.083450598342
29,3201.1734936398984,6181.083450598342
30,3193.820001347224,6181.083450598342
31,3188.8667672259908,6181.083450598342
32,3185.9623929738405,6181.083450598342
33,3184.8015773758607,6181.083450598342
34,3185.1454826077515,6181.083450598342
35,3186.725973599909,6181.083450598342
36,3189.253682089079,6181.083450598342
37,3192.4023756822444,6181.083450598342
38,3196.019993959243,6181.083450598342
39,3199.8983696966147,6181.083450598342
40,3203.7893818769835,6181.083450598342
41,3207.5464386854264,6181.083450598342
42,3211.107175044532,6181.083450598342
43,3214.386528799673,6181.083450598342
44,3217.2439741099083,6181.083450598342
45,3219.6047639034523,6181.083450598342
46,3221.45197750947,6181.083450598342
47,3222.7743970772954,6181.083450598342
48,3223.533314485023,6181.083450598342
49,3223.6163677760296,6181.083450598342
50,3223.1363936713033,6181.083450598342
51,3222.1203372973896,6181.083450598342
52,3220.6260675820695,6181.083450598342
53,3218.8268175360395,6181.083450598342
54,3216.4497350792153,6181.083450598342
55,3213.6900570658177,6181.083450598342
56,3210.5347141180036,6181.083450598342
57,3206.9631899870824,6181.083450598342
58,3202.9980406275927,6181.083450598342
59,3198.7644811154278,6181.083450598342
60,3195.3178449011184,6181.083450598342
61,3190.7284911361085,6181.083450598342
