timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,127.70453675958949,127.47026290045524,-2.584644101984703e-10,1.196088327088454e-08,-6.3318297700524474e-09,0.0,2.613249302491647e-09,8.451245694960176e-08,3.2665616281145592e-09
1,127.43106224551543,127.44024676669983,-3.4765454317421616e-10,2.4814213782347666e-08,-1.244660061432985e-08,2.613249302491647e-09,5.136074943341639e-09,8.291602343049755e-08,3.263530639895133e-09
2,127.62929313150289,127.40356591057248,-6.41520893898663e-10,3.8305836360211865e-08,-2.0477818926154157e-08,5.136074943341639e-09,7.967763285548135e-09,8.73355641994868e-08,3.6992284362924958e-09
3,127.7389780265712,127.47646619876862,-6.644993989258948e-10,5.336143974456175e-08,-2.6688066689807477e-08,7.967763285548135e-09,1.0796594720160609e-08,9.009725716805742e-08,3.805038530091623e-09
4,127.62063775581909,127.39524608972738,-5.788619360711941e-10,6.847816531778911e-08,-3.229721638047708e-08,1.0796594720160609e-08,1.3605881179829467e-08,9.062542238972715e-08,3.8648313696679985e-09
5,127.57560536367997,127.58089003019442,-5.619746642364458e-10,8.587909894056546e-08,-3.8388506209757434e-08,1.3605881179829467e-08,1.6692633869996068e-08,9.362891620575331e-08,4.2757785091646205e-09
6,127.60241866191313,127.58879926132064,-5.613187549008406e-10,1.0247369433904506e-07,-4.55769578362969e-08,1.6692633869996068e-08,1.975975128625896e-08,9.506574837780732e-08,4.323549372991042e-09
7,127.51270710025074,127.70360941577816,-5.639853646154687e-10,1.2084209339611886e-07,-5.1693939371277765e-08,1.975975128625896e-08,2.290637490961379e-08,9.554492733598865e-08,4.4987910593051705e-09
8,127.67301412905081,127.5556434057584,-5.190282620667527e-10,1.396043117253888e-07,-5.7790234493133296e-08,2.290637490961379e-08,2.6154555751105413e-08,1.0017375906610946e-07,4.7251164284773536e-09
9,127.61815610046618,127.64557533937116,-4.523050894673414e-10,1.5797877041170402e-07,-6.311854587021823e-08,2.6154555751105413e-08,2.9321628788282987e-08,1.023588556843202e-07,4.737579205889646e-09
10,127.73146848130195,127.64551841110098,-3.5416621577524507e-10,1.7839657214388532e-07,-6.88846389578539e-08,2.9321628788282987e-08,3.264591818997539e-08,1.04490913684981e-07,5.047738629541671e-09
11,127.53175503333316,127.53273270345034,-2.1152804761453084e-10,2.0099408002915967e-07,-7.39383409829647e-08,3.264591818997539e-08,3.6206008965323675e-08,1.0654039382525558e-07,5.435526537693181e-09
12,127.67581616839598,127.50089288463315,-3.232732059900024e-11,2.2382300923280315e-07,-7.794807754830634e-08,3.6206008965323675e-08,3.969218218045889e-08,1.0919071267531981e-07,5.5153236761687444e-09
13,127.43995620650318,127.42375312309392,1.0023874694997588e-10,2.4773160401284743e-07,-8.301210037761984e-08,3.969218218045889e-08,4.3421212831231545e-08,1.1197584724926403e-07,5.823889799385358e-09
14,127.61238907622112,127.64698138482147,4.4013141311815956e-10,2.731844050026356e-07,-8.723497313256939e-08,4.3421212831231545e-08,4.7280144403288496e-08,1.155084647041497e-07,6.1348422316050394e-09
15,127.65825876575678,127.37167014249171,7.18989123646931e-10,2.9841462556611006e-07,-9.304947916818134e-08,4.7280144403288496e-08,5.1183886944376846e-08,1.1479637595949878e-07,6.231470720903058e-09
16,127.47970278250529,127.4581214501015,8.443178294985862e-10,3.2414182623927516e-07,-1.0108785073054686e-07,5.1183886944376846e-08,5.531554807491183e-08,1.1611235772065084e-07,6.62258073923447e-09
17,127.56645995323869,127.59266480273057,1.009003184505232e-09,3.5050834748152025e-07,-1.0799834801636164e-07,5.531554807491183e-08,5.948620728661129e-08,1.2049737264340643e-07,6.763495187615701e-09
