timestep,cog_x,cog_y,dm_mean,dm_max,dm_min
0,127.49918331383935,127.60567197555609,0.0,0.0,0.0
1,127.32076801971388,127.52241768772674,2.824419432666607e-09,1.1078267820175783e-07,-7.121381212029211e-08
2,127.6347206563523,127.09687716486233,1.0677660203638027e-09,7.999649305348926e-08,-1.0872466461107428e-07
3,127.6356421553871,127.898223912865,4.539739053904407e-09,2.0202834505146985e-07,-9.463287077550607e-08
4,127.8356972488757,127.72104582779528,5.9295788168841705e-09,1.4568926745625776e-07,-1.2452333820724868e-07
5,127.43564680827828,127.47478112087953,-3.2138557708471226e-09,1.910437137381687e-07,-1.917166393552293e-07
6,128.29511826131878,127.19431017305635,9.375551614668796e-09,1.842854431267305e-07,-1.4164119420363244e-07
7,127.25528715560729,126.87989910748932,6.844759929563194e-09,2.0063414654168855e-07,-2.2759264326173397e-07
8,127.4429399444742,127.6250060883542,8.226244087654017e-09,3.0857621395987267e-07,-2.4709964508245137e-07
9,126.51743388834475,127.37286973555338,1.3691872182281232e-08,2.9163399639553925e-07,-3.516390081086565e-07
10,129.08936908096572,126.15953047885822,1.6141792669250935e-09,3.2171046035486283e-07,-4.6654753595950247e-07
11,127.12100012955047,128.06140691799456,-1.7356523566127687e-08,3.145531866005557e-07,-7.207685121111621e-07
12,127.27706422018349,129.22175622542596,-5.1812490942936855e-08,3.0011129692196344e-07,-8.31963137920355e-07
13,127.23581247796969,128.88438491364116,-7.634935382674206e-08,4.110435729592865e-07,-1.0767636909202939e-06
14,128.31797868683395,126.9731866620832,-9.878640709453232e-08,4.2873805837949417e-07,-1.1665976670510002e-06
15,127.3695652173913,129.03085553997195,-1.1160523698539449e-07,4.720532656532965e-07,-1.247240691570368e-06
16,128.13703703703703,126.97407407407407,-1.3872297508739035e-07,6.066366959293594e-07,-1.3811715958081647e-06
17,128.52626892252894,129.48352626892253,-1.6361168813777653e-07,6.635451263317107e-07,-1.5960265954508554e-06
18,128.19423076923076,131.2423076923077,-1.9051802856462614e-07,7.71930055651247e-07,-1.7019712274252674e-06
19,127.95098039215686,129.36274509803923,-2.1996759397369432e-07,8.473568930169949e-07,-1.777308595020389e-06
20,129.84615384615384,123.24102564102564,-2.4761809054698476e-07,8.973342582104499e-07,-1.9781275309777482e-06
21,128.02450980392157,133.01470588235293,-2.773671555283971e-07,9.744818720934466e-07,-2.154834051698955e-06
22,126.50909090909092,120.9939393939394,-3.148505652235152e-07,1.0454498518781016e-06,-2.4288242303634385e-06
23,127.92571428571429,124.26285714285714,-3.435570922693215e-07,1.1525542274559585e-06,-2.66338462613777e-06
24,127.30864197530865,112.96296296296296,-3.763009984877974e-07,1.261831109038271e-06,-2.9171675445402285e-06
25,124.33333333333333,120.74509803921569,-4.052682523474287e-07,1.370137396698536e-06,-3.140748364114893e-06
26,130.60344827586206,136.8793103448276,-4.3199715888983407e-07,1.4640123044123456e-06,-3.3564387798209527e-06
27,113.78571428571429,142.32142857142858,-4.603140824255178e-07,1.5720855516385764e-06,-3.603045817936515e-06
28,144.8,128.6,-4.885254151629249e-07,1.6762640154569118e-06,-3.82187137181205e-06
29,116.79166666666667,114.79166666666667,-5.167805143275732e-07,1.7702240387643665e-06,-4.03881636078328e-06
30,148.7,89.3,-5.440924971951519e-07,1.8663506156772403e-06,-4.247810678036589e-06
31,120.8,131.5,-5.706359295920102e-07,1.9625751292930988e-06,-4.459347387698551e-06
32,180.4,89.6,-5.968461261717122e-07,2.0581789955676427e-06,-4.665930191491396e-06
33,198.0,173.25,-6.230801382375864e-07,2.149913199515026e-06,-4.87187016382795e-06
34,69.0,31.0,-6.492419838508474e-07,2.2432821758435224e-06,-5.073954679213131e-06
35,101.4,135.8,-6.753037408386952e-07,2.334314463277574e-06,-5.276703829174829e-06
36,169.0,42.0,-7.008612680848728e-07,2.4212754883887653e-06,-5.472563560041508e-06
37,103.5,119.5,-7.266102088785425e-07,2.5087354157777317e-06,-5.672386070358382e-06
38,82.0,212.0,-7.51844879252534e-07,2.5981515663276025e-06,-5.86833860674257e-06
39,0.0,0.0,-7.768503364247728e-07,2.6847434874693657e-06,-6.062691684287552e-06
40,0.0,0.0,-8.016360098868815e-07,2.7713611617871586e-06,-6.255553464198506e-06
41,0.0,0.0,-8.26173826614369e-07,2.8571126593617737e-06,-6.446486626310351e-06
42,188.0,167.0,-8.504662651745816e-07,2.9420066419606427e-06,-6.635510456801076e-06
43,57.0,197.0,-8.746318558093727e-07,3.022716078656846e-06,-6.822813598688423e-06
44,126.0,51.0,-8.984632429740119e-07,3.1066216853903596e-06,-7.008141894434678e-06
45,0.0,0.0,-9.22032787370628e-07,3.189020577728943e-06,-7.191549172244161e-06
46,0.0,0.0,-9.453666363232781e-07,3.27059548114414e-06,-7.373122377275549e-06
47,0.0,0.0,-9.684671467864017e-07,3.3513546355251855e-06,-7.552879850256623e-06
48,0.0,0.0,-9.91336652144894e-07,3.4313061983624203e-06,-7.730839748507885e-06
49,0.0,0.0,-1.0139774624498015e-06,3.510458245571283e-06,-7.907020047776635e-06
