timestep,power_in_focal,power_send
0,2752.439472008761,6181.083450598342
1,2887.1050942420034,6181.083450598342
2,2897.7375896260787,6181.083450598342
3,2816.486193981882,6181.083450598342
4,2698.794109782339,6181.083450598342
5,2577.1008779882004,6181.083450598342
6,2498.028603540122,6181.083450598342
7,2467.4250896364947,6181.083450598342
8,2463.1614270808323,6181.083450598342
9,2463.982231203363,6181.083450598342
10,2451.3914606004555,6181.083450598342
11,2424.9888482758984,6181.083450598342
12,2390.756881174474,6181.083450598342
13,2366.627814851424,6181.083450598342
14,2342.684194764719,6181.083450598342
15,2324.168779191211,6181.083450598342
16,2305.606783318498,6181.083450598342
17,2284.846251983855,6181.083450598342
18,2258.1793974902826,6181.083450598342
19,2228.418631050061,6181.083450598342
20,2197.9641301856414,6181.083450598342
21,2169.264702429196,6181.083450598342
22,2140.788305461313,6181.083450598342
23,2115.7053035453414,6181.083450598342
24,2090.051325947071,6181.083450598342
25,2062.608044345184,6181.083450598342
26,2033.1548823008834,6181.083450598342
27,2002.198867709902,6181.083450598342
28,1970.6945319760832,6181.083450598342
29,1939.6761805548595,6181.083450598342
30,1915.4812214158521,6181.083450598342
31,1885.8702035134622,6181.083450598342
32,1856.4897255215665,6181.083450598342
33,1827.2362955678416,6181.083450598342
34,1797.0702184220863,6181.083450598342
35,1766.3320456888614,6181.083450598342
36,1736.1436174105338,6181.083450598342
37,1705.0171293946082,6181.083450598342
38,1674.3418026653346,6181.083450598342
39,1642.2282207480011,6181.083450598342
40,1612.9096657671312,6181.083450598342
41,1584.1367418413809,6181.083450598342
42,1555.7440846007576,6181.083450598342
43,1527.5736583424564,6181.083450598342
44,1499.3394239203037,6181.083450598342
45,1470.8740495291474,6181.083450598342
46,1443.087325032342,6181.083450598342
47,1414.1988550312672,6181.083450598342
48,1385.4391302046888,6181.083450598342
49,1358.0018535458598,6181.083450598342
50,1330.330361847334,6181.083450598342
51,1303.3782908128828,6181.083450598342
52,1278.0994940363335,6181.083450598342
53,1252.0708776680876,6181.083450598342
54,1226.2529193862724,6181.083450598342
55,1200.45362523387,6181.083450598342
56,1174.5195090529205,6181.083450598342
57,1148.3535095508687,6181.083450598342
58,1122.8455149316987,6181.083450598342
59,1096.669881360363,6181.083450598342
60,1070.8040206408693,6181.083450598342
61,1045.396219043872,6181.083450598342
62,1020.5726287249778,6181.083450598342
63,996.324647754097,6181.083450598342
64,972.5468905720053,6181.083450598342
65,949.0647413471995,6181.083450598342
66,926.8735841440262,6181.083450598342
67,903.6059254810384,6181.083450598342
68,880.3494148586075,6181.083450598342
69,856.3032216168754,6181.083450598342
70,834.5626315939252,6181.083450598342
71,811.4198737049203,6181.083450598342
72,790.4716525843372,6181.083450598342
73,767.9110944743431,6181.083450598342
74,748.3063987487211,6181.083450598342
75,726.860653221421,6181.083450598342
76,705.1696483993683,6181.083450598342
77,688.9419556307187,6181.083450598342
78,668.9505231281098,6181.083450598342
79,649.7387810909031,6181.083450598342
80,630.9891051069998,6181.083450598342
81,612.6324437556368,6181.083450598342
82,595.2136118392311,6181.083450598342
83,577.5130658168752,6181.083450598342
84,559.795321947575,6181.083450598342
85,542.954853858347,6181.083450598342
86,526.211703236698,6181.083450598342
87,508.82115862295643,6181.083450598342
88,491.0088739810259,6181.083450598342
89,475.9224215177098,6181.083450598342
90,461.4545120799335,6181.083450598342
91,446.9759084886317,6181.083450598342
92,435.4975556753535,6181.083450598342
93,423.02381776813763,6181.083450598342
94,411.1731192686161,6181.083450598342
95,401.759598235334,6181.083450598342
96,391.4169115930109,6181.083450598342
97,381.0160547751299,6181.083450598342
98,370.99915283235856,6181.083450598342
99,361.3762102593938,6181.083450598342
100,352.1655704708687,6181.083450598342
101,343.2800323483791,6181.083450598342
102,334.97886850690804,6181.083450598342
103,327.1273015687116,6181.083450598342
104,319.7999062179978,6181.083450598342
105,312.85720338674577,6181.083450598342
106,305.05596942521544,6181.083450598342
107,299.0691649725793,6181.083450598342
108,294.90617641979065,6181.083450598342
109,289.7350421437511,6181.083450598342
110,284.98999336933963,6181.083450598342
111,280.65750613252595,6181.083450598342
112,277.2531757166788,6181.083450598342
113,273.6474469517749,6181.083450598342
114,270.3410716941299,6181.083450598342
115,267.29825391455944,6181.083450598342
116,264.4500120700978,6181.083450598342
117,261.7992492317234,6181.083450598342
118,259.36098905969027,6181.083450598342
119,257.0899332244179,6181.083450598342
120,253.65613366387765,6181.083450598342
121,253.72270191191805,6181.083450598342
122,251.76465645017475,6181.083450598342
123,249.08029107504493,6181.083450598342
124,247.49151455442387,6181.083450598342
125,246.06866979737055,6181.083450598342
126,244.80791104988583,6181.083450598342
127,243.71841199725202,6181.083450598342
128,242.78541914194807,6181.083450598342
129,242.34791549712457,6181.083450598342
130,241.65135088720382,6181.083450598342
131,241.02561525670774,6181.083450598342
132,240.44756997272415,6181.083450598342
133,239.8610143669154,6181.083450598342
134,239.2672229183493,6181.083450598342
135,238.66482208196828,6181.083450598342
136,238.0602955046789,6181.083450598342
137,237.38326165197367,6181.083450598342
138,236.6242982317024,6181.083450598342
139,235.75890897495512,6181.083450598342
140,234.74345099561737,6181.083450598342
141,233.53531740469666,6181.083450598342
142,232.15337573622753,6181.083450598342
143,230.62240409988692,6181.083450598342
144,228.9808329379932,6181.083450598342
145,227.32528710469563,6181.083450598342
146,225.5815372896224,6181.083450598342
147,223.96881123310243,6181.083450598342
148,222.15522055531895,6181.083450598342
149,219.97992322572662,6181.083450598342
150,219.14455370979613,6181.083450598342
151,217.37319008042422,6181.083450598342
152,215.62531513713122,6181.083450598342
153,213.8897425432628,6181.083450598342
154,212.1775974289766,6181.083450598342
155,210.49836793820884,6181.083450598342
156,208.8551212626845,6181.083450598342
157,207.32650740259106,6181.083450598342
158,205.71435288436476,6181.083450598342
159,204.13405653182662,6181.083450598342
160,202.59386634443769,6181.083450598342
161,199.50997243062278,6181.083450598342
162,198.11435898496728,6181.083450598342
163,196.7799355788929,6181.083450598342
164,195.50509937517046,6181.083450598342
165,194.29077432109327,6181.083450598342
166,193.96742608265828,6181.083450598342
167,192.8724788395096,6181.083450598342
168,191.83477797255574,6181.083450598342
169,190.8549605831749,6181.083450598342
170,189.9045056195477,6181.083450598342
171,189.00323145834088,6181.083450598342
172,188.16896712114243,6181.083450598342
173,187.41729628609997,6181.083450598342
174,186.74466161817233,6181.083450598342
175,186.16610912675364,6181.083450598342
176,186.6659304495659,6181.083450598342
177,186.49040632643585,6181.083450598342
178,186.20264057273425,6181.083450598342
179,186.02580608642586,6181.083450598342
180,185.9629398319232,6181.083450598342
181,185.9987352341813,6181.083450598342
182,186.13007963095905,6181.083450598342
183,186.2323349611812,6181.083450598342
184,186.54185259272174,6181.083450598342
185,186.9397283047445,6181.083450598342
186,187.4101725611438,6181.083450598342
187,187.94375299232973,6181.083450598342
188,188.20487738010092,6181.083450598342
189,188.87087634601872,6181.083450598342
190,189.35522962068825,6181.083450598342
191,190.05062553461573,6181.083450598342
192,190.7715795182828,6181.083450598342
193,191.5338998125148,6181.083450598342
194,192.3518119841724,6181.083450598342
195,193.21100590491486,6181.083450598342
196,194.12161799070432,6181.083450598342
197,195.0876754382199,6181.083450598342
198,196.2078338922732,6181.083450598342
199,197.19935498630764,6181.083450598342
