timestep,power_in_focal,power_send
0,4036.8398587699453,6181.083450598342
1,4236.8193214408275,6181.083450598342
2,4232.981988168078,6181.083450598342
3,4049.258621521273,6181.083450598342
4,3775.8798312970307,6181.083450598342
5,3518.333323191399,6181.083450598342
6,3347.229168575634,6181.083450598342
7,3275.344182204947,6181.083450598342
8,3266.559473491132,6181.083450598342
9,3274.2942713058264,6181.083450598342
10,3260.3075234249336,6181.083450598342
11,3214.508605465781,6181.083450598342
12,3150.2182438130526,6181.083450598342
13,3088.7101421085845,6181.083450598342
14,3044.1510552061673,6181.083450598342
15,3017.4760620596876,6181.083450598342
16,2997.811157898749,6181.083450598342
17,2973.3271950389017,6181.083450598342
18,2937.222145778503,6181.083450598342
19,2890.651206626161,6181.083450598342
20,2840.274176175256,6181.083450598342
21,2793.2990243525246,6181.083450598342
22,2754.218195737327,6181.083450598342
23,2720.035865165767,6181.083450598342
24,2687.5099276679757,6181.083450598342
25,2652.925381834202,6181.083450598342
26,2612.286428317064,6181.083450598342
27,2567.4638237572453,6181.083450598342
28,2519.922184376017,6181.083450598342
29,2473.6505498544366,6181.083450598342
30,2430.2723132354763,6181.083450598342
31,2390.238792334344,6181.083450598342
32,2349.396173081257,6181.083450598342
33,2310.9766951937377,6181.083450598342
34,2270.6563707218033,6181.083450598342
35,2227.883430888573,6181.083450598342
36,2183.33769709637,6181.083450598342
37,2141.205589858065,6181.083450598342
38,2097.5304292400133,6181.083450598342
39,2055.9231214729157,6181.083450598342
40,2016.3718955798201,6181.083450598342
41,1978.1822016099795,6181.083450598342
42,1940.2900494356513,6181.083450598342
43,1901.8082197490012,6181.083450598342
44,1862.2063567781647,6181.083450598342
45,1821.9869345278512,6181.083450598342
46,1781.8545896685416,6181.083450598342
47,1742.134175924778,6181.083450598342
48,1703.6794589359383,6181.083450598342
49,1667.6649219118995,6181.083450598342
50,1628.7872065419488,6181.083450598342
51,1596.1674927931576,6181.083450598342
52,1562.215929342483,6181.083450598342
53,1528.3485032089125,6181.083450598342
54,1494.3178793091647,6181.083450598342
55,1460.1293985320199,6181.083450598342
56,1426.033224172064,6181.083450598342
57,1392.387564088977,6181.083450598342
58,1359.5731206983248,6181.083450598342
59,1327.8466550087767,6181.083450598342
60,1294.4104993206238,6181.083450598342
61,1265.0382488905295,6181.083450598342
