num_sent,raw_key_length,sifted_key_length,qber,secret_key_rate,secure,eta,strehl_ratio,phase_variance,depolarizing_prob,background_counts
500,500,248,0.4274193548387097,0.0,0,1.0,1.0,3.7808719447700705,0.8489940399452709,0.039001
