timestep,power_in_focal,power_send
0,67449814.40593001,195000000.0
1,60962345.66957155,146250000.0
2,70754108.42954376,146250000.0
3,39262614.84673135,73125000.0
4,31683319.38812849,54843750.0
5,33268462.420924626,54843749.99999999
6,17244594.683798213,27421874.999999996
7,13116617.96994711,20566406.249999996
8,13368810.047671031,20566406.249999996
9,6783829.6866700305,10283203.124999998
10,5110722.894999869,7712402.34375
11,5086606.219533697,7712402.343749996
12,2567981.616362513,3856201.171874998
13,1918555.5524311804,2892150.8789062505
14,1889671.8685060253,2892150.87890625
15,915133.3746793715,1446075.439453125
16,679264.9987209551,1084556.5795898438
17,669493.7451500919,1084556.5795898438
18,328988.8743000895,542278.2897949219
19,242364.98396916955,406708.7173461914
20,241033.80528972836,406708.71734619123
21,114393.59195653128,203354.35867309562
22,84729.53023799052,152515.76900482172
23,83832.2361473779,152515.76900482172
24,40026.293934108755,76257.88450241086
25,29956.99080741751,57193.413376808145
26,29273.633425444987,57193.41337680814
27,14631.937882733284,28596.70668840407
28,10674.903943826432,21447.530016303062
29,10511.07616828127,21447.530016303055
30,5186.038285976223,10723.765008151528
31,3781.618980791139,8042.823756113646
32,3711.5907619418913,8042.823756113645
33,1824.2881635038564,4021.4118780568224
34,1348.9161543447453,3016.058908542617
35,1321.1380926458444,3016.0589085426172
36,646.0393057231418,1508.0294542713086
37,474.0331374032094,1131.0220907034814
38,463.82471047171714,1131.0220907034816
39,226.37460638509523,565.5110453517408
40,166.14771946237965,424.13328401380556
41,162.6306867859821,424.13328401380534
42,79.62144137759573,212.06664200690267
43,58.4993568807579,159.04998150517702
44,57.33445917268669,159.04998150517704
45,28.10841265962334,79.52499075258852
46,20.682120771020635,59.643743064441395
47,20.303213443944294,59.64374306444138
48,9.97064775211669,29.82187153222069
49,7.347113343849179,22.36640364916552
