timestep,cog_x,cog_y,dm_mean,dm_max,dm_min
0,127.62102985055513,127.47454827184366,0.0,0.0,0.0
1,127.65672644302873,127.51798033661056,-4.3641364073487773e-10,5.899091420633486e-09,-9.01927003461511e-09
2,127.80233844006497,127.4189487026199,-1.7404836272958573e-09,7.545757317708286e-09,-1.826175035926741e-08
3,127.46851375044602,127.51662555095481,-2.0431746531670602e-09,7.968720154339008e-09,-1.7791022178224746e-08
4,127.47983554705722,127.46432068323841,-1.7637141795501355e-09,1.1933823043870625e-08,-1.996860410379906e-08
5,127.39254012396356,127.45385487644693,-2.3633372949993026e-09,7.9647979471664e-09,-2.183898493080216e-08
6,127.51689317595817,127.60790265750357,-3.116911101369504e-09,8.865666700330686e-09,-2.3628771719259558e-08
7,127.39404200819672,127.53834528688525,-2.9145054884914683e-09,9.775125894076993e-09,-2.9573144046984983e-08
8,127.60950957198963,127.46933958023493,-3.094342201796989e-09,1.9144430832517784e-08,-3.237892151012011e-08
9,127.40611579734951,127.58155933871083,-2.7766593372305585e-09,1.937523387806086e-08,-3.237249643549079e-08
10,127.38351082155363,127.36168002756166,-2.7022153133365453e-09,2.1476417209969684e-08,-3.7518803724980847e-08
11,127.49135769518007,127.64186340153933,-1.7433010923457654e-09,2.6370568481387842e-08,-2.9393458954282364e-08
12,127.20562866021886,127.41597009261443,-1.8200624161748503e-09,2.8300322675807145e-08,-3.452036845777735e-08
13,127.81612725796005,127.58349440200685,-2.2944436958129107e-09,2.7876774031175755e-08,-3.806104220298274e-08
14,127.58334530196866,127.52752187695559,-2.158926747366431e-09,3.010290123896057e-08,-3.572245703611605e-08
15,127.38646898362269,127.53729246356896,-2.7310742227736296e-09,3.119369069642755e-08,-3.55497038115395e-08
16,127.42395327794686,127.45406196018754,-2.4135924861628794e-09,3.228720603120819e-08,-3.844839176439558e-08
17,127.5514500382971,127.47885462216519,-2.2042964349479867e-09,4.182584847964261e-08,-4.4590463994054325e-08
18,127.55518829279318,127.55841147298051,-1.9693908858355625e-09,4.961988648997486e-08,-5.439878703195684e-08
19,127.32215914464419,127.44129652965398,-2.6053286486252537e-09,4.64403771977283e-08,-5.842866706839334e-08
20,127.68185817891694,127.40654846960372,-2.3026204159556198e-09,5.6811001781560585e-08,-6.461951024059914e-08
21,127.68950212174234,127.44922185676828,-2.3625556276586722e-09,5.933380587261912e-08,-7.062923947899104e-08
22,127.47531153906324,127.40617923209692,-2.5336521089124324e-09,6.672116437483069e-08,-7.320303115926934e-08
23,127.55401441480318,127.50889238214125,-2.2477618511563446e-09,7.091831335934815e-08,-7.635331002710533e-08
24,127.4028416235361,127.45764838750156,-2.2664038489568003e-09,7.839208764578573e-08,-7.880503076525859e-08
25,127.55285273817243,127.61648413892442,-1.878696989926633e-09,8.134186078216637e-08,-8.01600406654139e-08
26,127.65599090288366,127.33453721244231,-2.517495153974901e-09,8.467716876095056e-08,-8.161954070980587e-08
27,127.48606441734286,127.29956701754206,-2.584168860476261e-09,9.13889844308868e-08,-7.357377991742911e-08
28,127.48254683339063,127.45614773234544,-2.7741928597541444e-09,9.372125712052728e-08,-7.543471880959063e-08
29,127.55361327197645,127.53637397243047,-2.678003184474828e-09,9.242692041438965e-08,-7.500415561782129e-08
30,127.3265426283561,127.62892440967458,-2.3797945535403813e-09,9.460369193450323e-08,-7.826691187409806e-08
31,127.53727433882591,127.64408323264041,-1.9919494424488148e-09,1.0030008038688504e-07,-7.070921307396529e-08
32,127.49897489190819,127.56318591791437,-1.9788712040582194e-09,1.0182025978484075e-07,-7.11187209536102e-08
33,127.34309714652132,127.51415710163513,-2.3721838081587946e-09,9.30012389415128e-08,-7.480974036764747e-08
34,127.47603259515695,127.56107482863915,-3.2864329432359703e-09,9.063467915214838e-08,-7.633572249871495e-08
35,127.44324965539859,127.25492818455264,-3.8474138633729835e-09,9.357114781754211e-08,-8.081564744477564e-08
36,127.42053591106419,127.5248350904888,-4.525041168441597e-09,8.872273870106747e-08,-9.090801745082159e-08
37,127.4264547496692,127.3692469048425,-5.204417643587124e-09,9.467067994863614e-08,-8.956873760850411e-08
38,127.56007278758004,127.56416516945379,-5.187885204240415e-09,9.088174790711493e-08,-9.088489593303027e-08
39,127.47294805071552,127.60425895383226,-5.17842320933392e-09,9.409996348358649e-08,-9.55550555150621e-08
40,127.41553758825263,127.42765654831311,-4.904410121969251e-09,1.0500129620483577e-07,-9.904504558500237e-08
41,127.4103286553793,127.6021949741103,-5.30117150823742e-09,1.0015990039576589e-07,-1.0490037899946416e-07
42,127.48872478450646,127.43913633818231,-4.947268090874158e-09,1.0218405617714986e-07,-1.0768089879862783e-07
43,127.29295952804051,127.25739613153003,-4.61685887843474e-09,1.0153575112351163e-07,-1.1003640310393976e-07
44,127.48196877208764,127.41793484546682,-4.8234907323863135e-09,1.0797512146295803e-07,-1.232441632953339e-07
45,127.54967133313018,127.53117533935783,-4.6073134179773e-09,1.0618483699789343e-07,-1.2731860558895733e-07
46,127.4262787464668,127.6524851618728,-4.5362572963942545e-09,1.114093854194525e-07,-1.3299555039505232e-07
47,127.53655362846729,127.49797002553798,-4.469802101171493e-09,1.1027911069870356e-07,-1.4021144087295188e-07
48,127.53354011888027,127.4210304498999,-4.68972902306026e-09,1.1074648144439172e-07,-1.4665697435667123e-07
49,127.57075792014638,127.48532822193579,-3.9377848981413545e-09,1.130624092467878e-07,-1.5451955762910796e-07
