timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,0.0,0.0,-1.3925866712619827e-10,3.7219563732664137e-10,-3.493481937219461e-09,0.0,6.986787677190963e-10,7.16682575980883e-08,4.366742298244351e-09
1,185.0,176.0,-2.7705164071749724e-10,7.682810200956205e-10,-6.933398153207944e-09,6.986787677190963e-10,1.3785532496772364e-09,7.708892337357918e-08,4.339770616335511e-09
2,0.0,0.0,-4.107692750293455e-10,1.1251110370203494e-09,-1.0288212127363246e-08,1.3785532496772364e-09,2.0494864615262505e-09,7.16682575980883e-08,4.366742298244351e-09
3,22.0,127.0,-5.418125566549569e-10,1.4748044536065839e-09,-1.3575929822035442e-08,2.0494864615262505e-09,2.7070901682341623e-09,7.16682575980883e-08,4.366742298244351e-09
4,128.5,186.0,-6.702349726480561e-10,1.8175040018610935e-09,-1.6797893162814193e-08,2.7070901682341623e-09,3.3515770200576728e-09,7.16682575980883e-08,4.366742298244351e-09
5,0.0,0.0,-7.960889403212931e-10,2.153349559150513e-09,-1.995541723677737e-08,3.3515770200576728e-09,3.983191538611534e-09,7.16682575980883e-08,4.366742298244351e-09
6,121.0,70.0,-9.277723875092217e-10,2.436018819466966e-09,-2.316321185261119e-08,3.983191538611534e-09,4.628350033604419e-09,7.957119997925429e-08,4.552294907699949e-09
7,63.0,205.0,-1.0393859089683017e-09,2.784956217683617e-09,-2.605970672055162e-08,4.628350033604419e-09,5.218330270528433e-09,8.505435308606797e-08,4.2852983633960725e-09
8,151.0,122.0,-1.1578568579151337e-09,3.101452730656586e-09,-2.903199452336005e-08,5.218330270528433e-09,5.812518830296476e-09,7.16682575980883e-08,4.366742298244351e-09
9,0.0,0.0,-1.2739583878830294e-09,3.4116193133700954e-09,-3.194483657011231e-08,5.812518830296476e-09,6.394850355226546e-09,7.16682575980883e-08,4.366742298244351e-09
10,0.0,0.0,-1.3877378872515668e-09,3.7155825644293346e-09,-3.479942177592952e-08,6.394850355226546e-09,6.9655544863203695e-09,7.16682575980883e-08,4.366742298244351e-09
11,0.0,0.0,-1.4992417966327339e-09,4.013466550467389e-09,-3.7596915277630386e-08,6.9655544863203695e-09,7.52485880556767e-09,7.16682575980883e-08,4.366742298244351e-09
12,127.0,86.0,-1.6085156278262768e-09,4.3053928567846825e-09,-4.0338458909297235e-08,7.52485880556767e-09,8.072987895074178e-09,7.16682575980883e-08,4.366742298244351e-09
13,0.0,0.0,-1.7156039823959498e-09,4.59148063697563e-09,-4.302517166833075e-08,8.072987895074178e-09,8.61016283792387e-09,7.16682575980883e-08,4.366742298244351e-09
14,0.0,0.0,-1.8205505698742288e-09,4.871846661562759e-09,-4.565815017218359e-08,8.61016283792387e-09,9.136600953942267e-09,7.16682575980883e-08,4.366742298244351e-09
15,0.0,0.0,-1.9233982256029428e-09,5.146605365658145e-09,-4.823846910595938e-08,9.136600953942267e-09,9.652515666884974e-09,7.16682575980883e-08,4.366742298244351e-09
16,120.0,134.0,-2.024188928217082e-09,5.415868895671623e-09,-5.076718166105965e-08,9.652515666884974e-09,1.0158116448253963e-08,7.16682575980883e-08,4.366742298244351e-09
17,0.0,0.0,-2.1229638167789388e-09,5.679747155084831e-09,-5.324531996505792e-08,1.0158116448253963e-08,1.0653608807299073e-08,7.16682575980883e-08,4.366742298244351e-09
18,24.0,128.0,-2.219763207569558e-09,5.938347849309776e-09,-5.567389550297622e-08,1.0653608807299073e-08,1.1139194309587232e-08,7.16682575980883e-08,4.366742298244351e-09
19,85.0,104.0,-2.324730888071328e-09,6.181928831203729e-09,-5.762084828279562e-08,1.1139194309587232e-08,1.1536957069602164e-08,8.527440339507948e-08,3.948156427112593e-09
20,191.0,45.0,-2.420170580813391e-09,6.405023754626931e-09,-6.009563608658653e-08,1.1536957069602164e-08,1.2021261345153134e-08,8.503898381896532e-08,4.488247575288649e-09
21,0.0,0.0,-2.5110258363233214e-09,6.649118916861033e-09,-6.238720530207425e-08,1.2021261345153134e-08,1.2479459883505735e-08,7.16682575980883e-08,4.366742298244351e-09
22,0.0,0.0,-2.6000639867230533e-09,6.888332175850454e-09,-6.463294313325223e-08,1.2479459883505735e-08,1.2928500336271004e-08,7.16682575980883e-08,4.366742298244351e-09
23,0.0,0.0,-2.68732137411479e-09,7.122761169660086e-09,-6.683376620780664e-08,1.2928500336271004e-08,1.3368565062477603e-08,7.16682575980883e-08,4.366742298244351e-09
24,0.0,0.0,-2.7728336137586926e-09,7.352501583593525e-09,-6.899057282086996e-08,1.3368565062477603e-08,1.3799832908351794e-08,7.16682575980883e-08,4.366742298244351e-09
25,0.0,0.0,-2.856635608609717e-09,7.577647189248297e-09,-7.110424330167202e-08,1.3799832908351794e-08,1.4222479250993113e-08,7.16682575980883e-08,4.366742298244351e-09
26,0.0,0.0,-2.938761563563721e-09,7.798289882789973e-09,-7.317564037285804e-08,1.4222479250993113e-08,1.4636676047201429e-08,7.16682575980883e-08,4.366742298244351e-09
27,0.0,0.0,-3.019244999418644e-09,8.014519722460816e-09,-7.520560950262033e-08,1.4636676047201429e-08,1.504259188582325e-08,7.16682575980883e-08,4.366742298244351e-09
28,46.0,192.0,-3.100199497689006e-09,8.241121049053855e-09,-7.731450026190895e-08,1.504259188582325e-08,1.5455378701905124e-08,7.708627738414142e-08,4.466334926228549e-09
29,135.0,143.0,-3.177454174861423e-09,8.44849426539942e-09,-7.926169219389023e-08,1.5455378701905124e-08,1.584492474171225e-08,7.16682575980883e-08,4.366742298244351e-09
30,0.0,0.0,-3.253163758490393e-09,8.651720017418073e-09,-8.116994028723188e-08,1.584492474171225e-08,1.6226682005144473e-08,7.16682575980883e-08,4.366742298244351e-09
31,0.0,0.0,-3.3273591504467827e-09,8.850881254396354e-09,-8.30400234187067e-08,1.6226682005144473e-08,1.6600806040708048e-08,7.16682575980883e-08,4.366742298244351e-09
