num_sent,raw_key_length,sifted_key_length,qber,secret_key_rate,secure,eta,strehl_ratio,phase_variance,depolarizing_prob,background_counts
500,500,233,0.12446351931330472,0.0,0,1.0,1.0,0.48847241434343414,0.2166974092801357,0.039001
