timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,0.0,0.0,-1.3925866712619827e-10,3.7219563732664137e-10,-3.493481937219461e-09,0.0,6.986787677190963e-10,7.16682575980883e-08,4.366742298244351e-09
1,185.0,207.0,-2.7843895349289183e-10,8.111201020131788e-10,-6.9357740841004785e-09,6.986787677190963e-10,1.3850620386047148e-09,7.708912615468517e-08,4.381675914131854e-09
2,96.0,193.0,-4.199596369276676e-10,1.1300656722696014e-09,-1.0335516602116173e-08,1.3850620386047148e-09,2.0594340014265758e-09,7.708903854107197e-08,4.395328597808674e-09
3,0.0,0.0,-5.508191113153124e-10,1.4796599961508507e-09,-1.3622288207293311e-08,2.0594340014265758e-09,2.716702920384098e-09,7.16682575980883e-08,4.366742298244351e-09
4,231.0,178.0,-6.746150958889397e-10,1.9703668084877237e-09,-1.6881053613300513e-08,2.716702920384098e-09,3.3692720669605768e-09,8.575387457504456e-08,4.4386751974647005e-09
5,217.0,229.0,-8.003814610973593e-10,2.3031551096446106e-09,-2.0036914478253965e-08,3.3692720669605768e-09,4.00037172232271e-09,7.16682575980883e-08,4.366742298244351e-09
6,0.0,0.0,-9.236324990016102e-10,2.6292876447783597e-09,-2.3129658125908347e-08,4.00037172232271e-09,4.618907382260994e-09,7.16682575980883e-08,4.366742298244351e-09
7,0.0,0.0,-1.044418516147776e-09,2.9488975292094337e-09,-2.616054690060964e-08,4.618907382260994e-09,5.225108246100705e-09,7.16682575980883e-08,4.366742298244351e-09
8,0.0,0.0,-1.1627888129510187e-09,3.262115215951886e-09,-2.913081789981691e-08,5.225108246100705e-09,5.819208805784809e-09,7.16682575980883e-08,4.366742298244351e-09
9,0.0,0.0,-1.2787917038181966e-09,3.5690685489594894e-09,-3.204168347904003e-08,5.819208805784809e-09,6.401443786698377e-09,7.16682575980883e-08,4.366742298244351e-09
10,0.0,0.0,-1.3924745368680305e-09,3.869882815306941e-09,-3.4894331746678685e-08,6.401443786698377e-09,6.972045895371957e-09,7.16682575980883e-08,4.366742298244351e-09
11,0.0,0.0,-1.5038837132568683e-09,4.164680796327443e-09,-3.768992704896457e-08,6.972045895371957e-09,7.53124473870075e-09,7.16682575980883e-08,4.366742298244351e-09
12,0.0,0.0,-1.6130647061179292e-09,4.453582817727536e-09,-4.042961044520473e-08,7.53124473870075e-09,8.079266283920277e-09,7.16682575980883e-08,4.366742298244351e-09
13,151.5,88.0,-1.7335897528135605e-09,4.7467072358351826e-09,-4.3088643171639995e-08,8.079266283920277e-09,8.614552107124617e-09,7.975339324270677e-08,4.370096416480747e-09
14,0.0,0.0,-1.838176624883488e-09,5.02396872844512e-09,-4.572035224542665e-08,8.614552107124617e-09,9.140897605451753e-09,7.16682575980883e-08,4.366742298244351e-09
