timestep,power_in_focal,power_send
0,3227.0418931668955,6181.083450598342
1,3238.997963676546,6181.083450598342
2,3250.546073350386,6181.083450598342
3,3261.5471721259764,6181.083450598342
4,3271.7757776013314,6181.083450598342
5,3280.6688318047286,6181.083450598342
6,3290.2736862978304,6181.083450598342
7,3298.7515761031914,6181.083450598342
8,3306.6408344674614,6181.083450598342
9,3313.9739534503824,6181.083450598342
10,3321.201911952093,6181.083450598342
11,3327.155229535504,6181.083450598342
12,3332.4886151751543,6181.083450598342
13,3337.1692461242446,6181.083450598342
14,3341.3968240198164,6181.083450598342
15,3345.1038718866844,6181.083450598342
16,3348.270919515725,6181.083450598342
17,3351.035966762622,6181.083450598342
18,3353.3958559578105,6181.083450598342
19,3355.314852028133,6181.083450598342
20,3356.681555703426,6181.083450598342
21,3357.718144884512,6181.083450598342
22,3358.468521127526,6181.083450598342
23,3358.8528679532355,6181.083450598342
24,3358.774456515207,6181.083450598342
25,3358.3409641181033,6181.083450598342
26,3357.6282241201707,6181.083450598342
27,3356.616359799907,6181.083450598342
28,3355.308164721947,6181.083450598342
29,3353.7275675752394,6181.083450598342
30,3351.87264759155,6181.083450598342
31,3349.7180542964584,6181.083450598342
32,3347.15864197026,6181.083450598342
33,3344.020170468951,6181.083450598342
34,3340.99124249523,6181.083450598342
35,3336.8867958463243,6181.083450598342
36,3333.495165378341,6181.083450598342
37,3330.021133073178,6181.083450598342
38,3326.380402852513,6181.083450598342
39,3322.5648136502746,6181.083450598342
40,3318.479619298044,6181.083450598342
41,3314.0596938026774,6181.083450598342
42,3309.4648157453857,6181.083450598342
43,3304.7718662149728,6181.083450598342
44,3299.966559926539,6181.083450598342
45,3294.8909037823414,6181.083450598342
46,3289.9387958209927,6181.083450598342
47,3284.640013403897,6181.083450598342
48,3279.3799349847895,6181.083450598342
49,3273.688440158707,6181.083450598342
