iteration,1. PAM Modulation_ms,2. WFS Propagation (layer_ao)_ms,3. DM Application_ms,4. SH Sensing (shwfs)_ms,5. Poisson Noise_ms,6. Focal Plane Propagation_ms,7. Slope Estimation_ms,8. Reconstruction & DM Update_ms,9. Data Logging_ms,total_ms,loop_rate_hz
0,0.8709579706192017,1.1348340194672346,4.163333913311362,6.896917009726167,3.4019999438896775,152.01745799276978,3.5826669773086905,12.58870807942003,0.023667002096772194,184.6805429086089,5.414755578744754
1,6.863165996037424,0.91608299408108,25.874082930386066,5.402749986387789,2.8277080273255706,123.54912504088134,1.8569580279290676,5.46983303502202,0.01029099803417921,172.76999703608453,5.788042004718801
2,1.1237500002607703,1.0455839801579714,5.097542074508965,4.8346249386668205,2.7625829679891467,131.3628329662606,1.8704170361161232,6.275624968111515,0.01945893745869398,154.39241786953062,6.477002004366888
3,0.9642909280955791,0.8680409519001842,30.284833977930248,7.110125035978854,2.813125029206276,220.60912509914488,1.9830000819638371,13.530666939914227,0.013750046491622925,278.1769580906257,3.594834046873917
4,1.0057500330731273,0.936332973651588,19.992999965324998,4.652292001992464,2.825375064276159,187.96079198364168,1.8460419960319996,29.10841698758304,0.023667002096772194,248.35166800767183,4.026548353881436
5,0.9170840494334698,1.0199160315096378,63.83016600739211,5.478083970956504,2.8022079495713115,244.2732920171693,1.9608339061960578,24.821000057272613,0.020166044123470783,345.12275003362447,2.8975197952107545
6,1.1677499860525131,1.0201670229434967,29.372000019066036,5.5411659413948655,2.885665977373719,122.37508303951472,1.891958061605692,8.291375008411705,0.01225003506988287,172.55741509143263,5.795172577603415
7,2.2936250315979123,1.0531250154599547,5.022624973207712,5.037458962760866,2.731667016632855,119.66962506994605,1.862665987573564,15.375000075437129,0.017457990907132626,153.06325012352318,6.533246871427286
8,0.851667020469904,1.1247500078752637,6.115916999988258,9.848583023995161,2.8465419309213758,133.1500830128789,1.869583036750555,3.122958936728537,0.010999967344105244,158.94108393695205,6.291639488231217
9,6.587125011719763,1.0135829215869308,9.779207990504801,5.044916062615812,2.8246670262888074,61.80954189039767,1.8708748975768685,3.987874952144921,0.012125005014240742,92.92991575784981,10.760797444449741
10,0.7570410380139947,0.9460420114919543,13.890541042201221,4.872209043242037,2.7199159376323223,224.39358395058662,1.8674590392038226,2.8033750131726265,0.01191697083413601,252.26208404637873,3.9641312081452105
11,2.0174579694867134,0.8692080155014992,6.5524999517947435,4.422332975082099,2.868165960535407,135.44579199515283,1.8522499594837427,7.032833062112331,0.01229101326316595,161.07283090241253,6.208371668874804
12,0.7816250436007977,0.9934999980032444,15.200208057649434,4.763916018418968,2.83612497150898,73.66949995048344,1.9177499925717711,5.289124906994402,0.011958065442740917,105.46370700467378,9.481934860830215
13,1.2428750051185489,0.9981669718399644,14.355208026245236,9.423541952855885,2.776707988232374,146.41533291433007,1.8590830732136965,5.299707991071045,0.012125005014240742,182.38274892792106,5.482974710482114
14,0.6912499666213989,0.9840419515967369,11.467167059890926,5.227916990406811,2.7264580130577087,134.40441596321762,1.8354580970481038,2.6541249826550484,0.01025001984089613,160.00108304433525,6.249957693867025
15,0.9384999284520745,0.8650829549878836,12.228209059685469,6.703541032038629,2.783500007353723,227.1927499677986,1.8612910062074661,11.469500022940338,0.01579092349857092,264.05816490296274,3.787044420184789
16,0.9677920024842024,1.0146249551326036,12.796709081158042,5.0967499846592546,2.7420419501140714,48.23862493503839,1.868500025011599,3.675707965157926,0.012791017070412636,76.4135419158265,13.08668561786538
17,0.923791085369885,1.0480829514563084,9.877959033474326,5.503167049027979,2.849707962013781,117.62058304157108,1.880416995845735,2.418832969851792,0.013958080671727657,142.13649916928262,7.035490573107571
18,1.045375014655292,0.9952089749276638,9.724583011120558,7.172291981987655,2.8998750494793057,165.41495802812278,1.851000008173287,4.9701250391080976,0.011500087566673756,194.08491719514132,5.152383886660069
19,0.7158329244703054,0.9709590813145041,26.36183297727257,3.495916025713086,2.8162499656900764,116.2413340061903,1.8590419786050916,4.8441250110045075,0.009500072337687016,157.31479204259813,6.356681320401309
20,0.9917080169543624,1.0317499982193112,15.216500032693148,4.477916983887553,2.798625035211444,251.5856249956414,1.852791989222169,22.320249932818115,0.014415942132472992,300.28958292678,3.330118848124783
21,1.0701250284910202,1.0952090378850698,6.287208059802651,4.738667048513889,2.7749580331146717,229.28987501654774,1.922084018588066,21.64425002411008,0.014542019926011562,268.8369182869792,3.7197272099828034
