timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,0.0,0.0,-6.935476476845885e-10,3.6209556650308324e-10,-2.3330704531318437e-08,0.0,3.6489346062565104e-09,7.16682575980883e-08,1.612616502618902e-08
1,0.0,0.0,-1.373224342415485e-09,7.169492216761048e-10,-4.6194794972010506e-08,3.6489346062565104e-09,7.22489052038789e-09,7.16682575980883e-08,1.612616502618902e-08
2,0.0,0.0,-2.039307503251764e-09,1.064705803745666e-09,-6.860160360388874e-08,7.22489052038789e-09,1.0729327316236642e-08,7.16682575980883e-08,1.612616502618902e-08
3,0.0,0.0,-2.6920690008713176e-09,1.405507254173836e-09,-9.05602760631294e-08,1.0729327316236642e-08,1.416367537616842e-08,7.16682575980883e-08,1.612616502618902e-08
4,0.0,0.0,-3.3317752685384795e-09,1.7394926755934423e-09,-1.1207977507318525e-07,1.416367537616842e-08,1.7529336474901564e-08,7.16682575980883e-08,1.612616502618902e-08
5,223.0,141.0,-3.975418920222454e-09,1.9850365153718217e-09,-1.3338389932769405e-07,1.7529336474901564e-08,2.0868132807627818e-08,8.485025158121591e-08,1.6307612691421753e-08
6,241.0,159.0,-4.613773278032048e-09,2.2603879250563956e-09,-1.5464273534274363e-07,2.0868132807627818e-08,2.4195246920041587e-08,7.856301714527173e-08,1.65489666707426e-08
7,0.0,0.0,-5.215045460155995e-09,2.577275733058351e-09,-1.7488058516720718e-07,2.4195246920041587e-08,2.7360248501632553e-08,7.16682575980883e-08,1.612616502618902e-08
8,0.0,0.0,-5.804292198637464e-09,2.887825784900267e-09,-1.9471367799518147e-07,2.7360248501632553e-08,3.0461956712996645e-08,7.16682575980883e-08,1.612616502618902e-08
9,0.0,0.0,-6.381754002349304e-09,3.1921648357053448e-09,-2.1415010896659627e-07,3.0461956712996645e-08,3.3501635380559314e-08,7.16682575980883e-08,1.612616502618902e-08
10,0.0,0.0,-6.947666569986905e-09,3.4904171054943213e-09,-2.3319781131858277e-07,3.3501635380559314e-08,3.6480523802845784e-08,7.16682575980883e-08,1.612616502618902e-08
11,0.0,0.0,-7.502260886271755e-09,3.782704329887518e-09,-2.5186455962352954e-07,3.6480523802845784e-08,3.9399836927890675e-08,7.16682575980883e-08,1.612616502618902e-08
12,157.0,184.0,-8.076160694873453e-09,3.9893642015843475e-09,-2.7080820235949875e-07,3.9399836927890675e-08,4.2366537193880904e-08,8.504807030035818e-08,1.659773501796116e-08
13,0.0,0.0,-8.608185128660574e-09,4.271672484055744e-09,-2.8872274284362724e-07,4.2366537193880904e-08,4.5168125200943235e-08,7.16682575980883e-08,1.612616502618902e-08
14,62.0,0.0,-9.129569073771952e-09,4.548334600877712e-09,-3.0627899251807315e-07,4.5168125200943235e-08,4.7913683838677784e-08,7.16682575980883e-08,1.612616502618902e-08
15,0.0,0.0,-9.6405253399811e-09,4.819463475363241e-09,-3.234841171990301e-07,4.7913683838677784e-08,5.060433322601046e-08,7.16682575980883e-08,1.612616502618902e-08
16,151.0,178.0,-1.0244515716044779e-08,5.054643240182072e-09,-3.418505048942883e-07,5.060433322601046e-08,5.348530508200563e-08,8.502580049014096e-08,1.7226307601370996e-08
17,0.0,0.0,-1.0733173049408472e-08,5.315645941881513e-09,-3.58344199327721e-07,5.348530508200563e-08,5.606447916119128e-08,7.16682575980883e-08,1.612616502618902e-08
