num_sent,raw_key_length,sifted_key_length,qber,secret_key_rate,secure,eta,strehl_ratio,phase_variance,depolarizing_prob,background_counts
500,500,236,0.4703389830508475,0.0,0,1.0,1.0,6.2987759637147205,0.9571216388267497,0.039001
