timestep,E_power_sum,D_power_sum,num_airy,r0_ref
200,316824974.6447906,326129551.91941214,2,0.07
220,316136788.33379257,329464774.9174135,2,0.07
240,317990340.87867826,328576712.1017872,2,0.07
260,316059480.6109534,324652296.58217597,2,0.07
280,306977332.79665536,326476246.1051693,2,0.07
300,297843450.05122215,324399671.34738594,2,0.07
320,308456842.4430883,328665298.2080934,2,0.07
340,309935425.73515064,327411252.69614327,2,0.07
360,309666400.50926447,327465109.4558431,2,0.07
380,298506198.5650649,329028026.8033619,2,0.07
400,303067850.5609179,328248613.9564066,2,0.07
420,304082385.37557864,329093983.6535286,2,0.07
440,304763165.6880819,328085258.1124801,2,0.07
460,315805163.7988135,326601259.32618237,2,0.07
480,306499677.85175,324162812.3252533,2,0.07
500,305051886.39213234,328165955.7764058,2,0.07
520,314201060.33903074,324892632.6955247,2,0.07
540,309750265.9063082,329870304.74904513,2,0.07
560,310999829.7717302,323853115.4257642,2,0.07
580,310574864.6691049,324482413.4038275,2,0.07
600,315917020.75110316,329746880.3957453,2,0.07
620,308171919.2540207,329324529.8490379,2,0.07
640,315836188.5981263,329865109.8687576,2,0.07
660,303679575.7871433,326710224.6720522,2,0.07
680,316195543.59707224,327479158.3425538,2,0.07
700,311919506.451004,327854841.4631996,2,0.07
720,309938688.8272922,328524592.8244943,2,0.07
740,318375065.8468167,327565783.4544951,2,0.07
760,313099993.5413804,329550572.1553793,2,0.07
780,319419360.46611786,325756451.1576861,2,0.07
0,330781086.20947087,330781086.20947087,2,0.2
20,327607907.89304507,332055933.7445612,2,0.2
40,332563013.9072914,333117605.84980834,2,0.2
60,331989707.49329346,333582195.6849748,2,0.2
80,331689162.9331124,333528702.14817905,2,0.2
100,333410736.3075794,334919210.23619825,2,0.2
120,332588868.68362963,332737840.53867775,2,0.2
140,333899667.9730351,331492807.51925665,2,0.2
160,333650346.74694717,332668308.89749336,2,0.2
180,333114016.1329391,333661765.6881195,2,0.2
200,333647492.97485137,333823386.1050702,2,0.2
220,329273642.1592217,332982062.03153443,2,0.2
240,330943447.35541385,333260816.79152405,2,0.2
260,332201765.84901977,333429329.27967346,2,0.2
280,332325667.3969232,333828144.8663544,2,0.2
300,330243682.6129117,331663845.5120564,2,0.2
320,330984199.02151716,334047440.01516557,2,0.2
340,333731605.7561468,333660191.05661094,2,0.2
360,326894701.1187083,330424628.34090805,2,0.2
380,328346133.9193275,332905779.39343536,2,0.2
400,330385733.9623474,332749233.86759657,2,0.2
420,331850146.54755765,331420382.35988086,2,0.2
440,330102758.39586806,332230776.3885453,2,0.2
460,331910054.35098755,332219667.6762545,2,0.2
480,332156291.5905074,333283723.7718121,2,0.2
500,330865863.3997621,332740960.4410807,2,0.2
520,330007191.81839514,332874671.95072937,2,0.2
540,327782214.93490785,331188787.54169846,2,0.2
560,333657634.7147995,332506421.6498936,2,0.2
580,332549639.29709595,334592647.2292067,2,0.2
600,332430264.9845228,332106985.81930274,2,0.2
620,328343083.49473214,329070892.11572695,2,0.2
640,331706519.6008413,333030612.92566824,2,0.2
660,332188472.84535867,333322660.2487566,2,0.2
680,332943646.86651486,333285983.3175523,2,0.2
700,332486315.1618785,333598029.738994,2,0.2
720,328961787.7301067,332451295.3142821,2,0.2
740,331770467.82599986,333117230.5773521,2,0.2
760,329440320.55328655,330279017.0130803,2,0.2
780,329580906.9868014,333231249.25858915,2,0.2
0,131601715.97287476,131601715.97287476,2,0.01
20,133699465.39012282,307710790.2286421,2,0.01
40,136336069.41566384,307132298.61011624,2,0.01
60,136290157.14639455,307189776.2817079,2,0.01
80,133263483.0140136,307539790.82180333,2,0.01
100,126987699.25470918,307345836.3958131,2,0.01
120,121343953.39057146,306114231.7354263,2,0.01
140,119944735.52684948,307732217.03337324,2,0.01
160,124222840.97303614,309393927.36586404,2,0.01
180,126627465.12653469,308943522.8855529,2,0.01
200,126311310.06841542,308190763.68937814,2,0.01
220,128689984.12928373,308139316.94461095,2,0.01
240,132190097.95366617,308869899.2959291,2,0.01
260,135261516.99704596,307390654.08531284,2,0.01
280,135654409.91277006,307011674.6190452,2,0.01
300,132764733.4106672,307707707.57860243,2,0.01
320,127058525.50382943,307398176.564607,2,0.01
340,121340430.46711531,308029696.55504775,2,0.01
360,115622963.70735323,307824237.707324,2,0.01
380,111381033.60559233,309327646.0277201,2,0.01
400,105877556.23445864,307469379.40734917,2,0.01
420,100169929.56193852,308305188.9744842,2,0.01
440,97936509.04665858,308605320.9456122,2,0.01
460,93414287.55233492,308468493.4378034,2,0.01
480,88918137.15336908,309666334.4276426,2,0.01
500,88109181.48823671,308765446.5105433,2,0.01
520,92520321.97706924,307265746.36473346,2,0.01
540,93863599.45534712,306606709.62177145,2,0.01
560,87881218.23007885,305696445.944679,2,0.01
580,78152683.48461872,307349992.9315904,2,0.01
600,70415669.50533877,307367671.8508676,2,0.01
620,66255438.268105805,306272694.1733766,2,0.01
640,64666077.81635852,308124933.5784441,2,0.01
660,64554217.84408355,308208184.900551,2,0.01
680,66510706.6664158,307627208.7312267,2,0.01
700,71160969.27945945,307592091.89958906,2,0.01
720,74148475.89226088,303893511.1480328,2,0.01
740,76080220.4156971,305867971.0770355,2,0.01
760,80709924.25401072,306205930.76289916,2,0.01
780,87068740.14951831,303059877.50372773,2,0.01
0,300465534.37455016,300465534.37455016,2,0.05
20,307773016.9107199,324824276.654658,2,0.05
40,309653574.7349914,325525488.6685749,2,0.05
60,305031729.47607017,327351354.1154028,2,0.05
80,302619806.368899,328396862.8341993,2,0.05
100,289738236.0125319,326318522.8129375,2,0.05
120,286088282.8839346,327458228.23737943,2,0.05
140,287916545.07410467,328789460.2857877,2,0.05
160,291609420.5020778,328108297.5732555,2,0.05
180,295627234.07440084,328453400.633852,2,0.05
200,288120096.97532225,326814386.8619348,2,0.05
220,297973184.3044293,324499373.9495487,2,0.05
240,293456419.44551593,324382960.6075843,2,0.05
260,278725771.27265596,322690805.5666393,2,0.05
280,272776185.2396067,326613229.178835,2,0.05
300,270242625.5058409,328222500.2035637,2,0.05
320,263966908.44775176,328662988.64944047,2,0.05
340,279922394.6524904,330317165.51219237,2,0.05
360,283273751.99752206,329227508.32034653,2,0.05
380,296224800.979514,326712281.2099327,2,0.05
400,293812606.88310236,325299791.32217366,2,0.05
420,295120941.10063976,326806876.19845545,2,0.05
440,287043796.3337264,323959357.7011957,2,0.05
460,276979286.8812104,323954841.7048161,2,0.05
480,296658543.2088669,325410283.23665404,2,0.05
500,293468191.3789681,324082083.4958042,2,0.05
520,289910500.60014576,325216298.9728874,2,0.05
540,302347094.9368777,327237333.098866,2,0.05
560,305845963.2729575,328211160.9220419,2,0.05
580,302054012.0736216,326673023.67726445,2,0.05
600,304717287.4333805,328155443.9731349,2,0.05
620,302607640.8034444,327507858.07418597,2,0.05
640,310180541.91546583,326111277.5300486,2,0.05
660,315883380.0375607,326328489.602214,2,0.05
680,298745476.98832655,325852316.10488206,2,0.05
700,306891272.8210169,327866581.57359517,2,0.05
720,313756541.26458263,326526149.0326532,2,0.05
740,311193462.4394251,327884947.58864254,2,0.05
760,321040965.71488786,330431662.01598907,2,0.05
780,321537563.8836905,329264414.6976429,2,0.05
0,288916237.17416394,288916237.17416394,2,0.03
20,284188397.29458916,323783232.2061375,2,0.03
40,286988164.6526922,322828398.0543394,2,0.03
60,287061279.1004143,319468181.5350077,2,0.03
80,271972367.782549,315831487.22834325,2,0.03
100,260366512.10431236,318849467.07879514,2,0.03
120,260883314.6042925,324129016.42703176,2,0.03
140,268836678.56080675,324379546.3255427,2,0.03
160,255299358.50693643,320190551.23697734,2,0.03
180,255546685.3263037,320555997.6662687,2,0.03
200,268649943.7059099,323966072.2303594,2,0.03
220,265231144.7919066,322466054.06844354,2,0.03
240,260784772.4438852,320497534.8739214,2,0.03
260,257824706.85717344,317740908.5473248,2,0.03
280,269988416.25399363,319279169.1017008,2,0.03
300,281343242.469522,320777746.1373607,2,0.03
320,282661637.23506147,322494915.5892973,2,0.03
340,285249395.4092488,322826306.9824854,2,0.03
360,284193926.094272,323168105.7029742,2,0.03
380,277938551.79974675,322719570.3281653,2,0.03
400,270367602.01783484,321669131.31456256,2,0.03
420,266300356.21356785,322974185.36385494,2,0.03
440,277281737.93371004,321549920.369948,2,0.03
460,286810125.95830107,321626061.29181474,2,0.03
480,281472704.0390504,321493731.93461925,2,0.03
500,264657879.14702493,319548130.555266,2,0.03
520,267700988.98468977,318033540.1824688,2,0.03
540,267474655.79977965,317586877.3624203,2,0.03
560,264998488.7188942,321224036.0435226,2,0.03
580,268334497.65851235,321701573.9346189,2,0.03
600,270726270.0111602,321098598.25051653,2,0.03
620,266863272.47388,321091853.32642245,2,0.03
640,256084306.01403332,319374031.028141,2,0.03
660,240541983.6481578,320025157.8879396,2,0.03
680,242627078.145938,321971335.6776176,2,0.03
700,240424043.2446623,319348434.1613611,2,0.03
720,238908327.2566916,318394684.52164626,2,0.03
740,226759903.7080692,317748693.7936471,2,0.03
760,211126870.5502484,318609677.6782661,2,0.03
780,198390147.52278668,314720939.2190947,2,0.03
0,316686222.07383347,316686222.07383347,2,0.07
20,318280949.8726715,327083984.7977398,2,0.07
40,316428498.9263431,327813254.25806683,2,0.07
60,319648533.6775077,326161952.48886573,2,0.07
80,302694530.59882444,323013449.79016113,2,0.07
100,307473383.0576333,320466044.0237484,2,0.07
120,306135335.34248614,327271268.7799481,2,0.07
140,304763651.4411866,326935459.87571895,2,0.07
160,318262639.1554476,327413380.22076637,2,0.07
180,320359688.5481645,326597179.5340723,2,0.07
200,326213983.55254555,329357853.61934984,2,0.07
220,325168133.9448378,328917691.45088804,2,0.07
240,323524234.9066547,330283649.85121214,2,0.07
260,317601602.3862629,327372577.93441904,2,0.07
280,312448251.30997586,329625502.90302277,2,0.07
300,310210442.1747432,325520847.5336425,2,0.07
320,309651730.7387436,327177872.0668929,2,0.07
340,301723197.49876916,325069180.56170017,2,0.07
360,310258732.4955794,324453795.68877786,2,0.07
380,307313306.5305732,327399626.910259,2,0.07
400,312506310.9734081,324529308.7784086,2,0.07
420,314836425.4792272,329480417.1760447,2,0.07
440,315778480.11493146,328832487.2091811,2,0.07
460,317100762.0170616,329055589.8483913,2,0.07
480,320781778.82429945,328094775.9437221,2,0.07
500,325172122.6967238,329778292.41056144,2,0.07
520,323519121.7027548,329244787.1571835,2,0.07
540,321280361.0256211,331074507.43155545,2,0.07
560,318470844.61758107,329301961.1620174,2,0.07
580,317587054.77853024,329958774.7792797,2,0.07
600,306917914.02276355,325821290.90746117,2,0.07
620,321136833.7745961,329573186.1984476,2,0.07
640,314478035.00748956,326975474.3511362,2,0.07
660,314680758.955755,327558976.2527864,2,0.07
680,312422497.7936269,326360689.7680528,2,0.07
700,309469855.0826769,326208368.6497845,2,0.07
720,303667893.1308811,327253901.94520235,2,0.07
740,304889255.3433076,327446606.3638023,2,0.07
760,304847099.5938061,327473686.3537294,2,0.07
780,316138846.3413806,329745643.50384605,2,0.07
0,328064173.89985615,328064173.89985615,2,0.2
20,334864659.6164931,333842359.7557782,2,0.2
40,328912046.4913529,331706204.9244354,2,0.2
60,334690056.92164266,332695576.1902429,2,0.2
80,333812844.9953269,333044221.80578387,2,0.2
100,334041902.7513062,332657657.10922176,2,0.2
120,331662217.04763395,332033805.8205142,2,0.2
140,334856869.96620184,334345728.78298295,2,0.2
160,331541687.34310436,333059710.092303,2,0.2
180,331716586.8254535,332804289.05373365,2,0.2
200,331800442.86929804,332141812.6711168,2,0.2
220,332268779.3757514,333403783.8791752,2,0.2
240,333267884.07596004,332962214.84996295,2,0.2
260,329999722.6310961,332673321.4443934,2,0.2
280,332189264.34310174,333647360.7044705,2,0.2
300,332347535.3817301,332979777.8945423,2,0.2
320,331552407.67822325,333680894.19529605,2,0.2
340,332190472.35057414,332597080.68281424,2,0.2
360,329977359.77802646,330848350.4469502,2,0.2
380,327654653.7556014,332789044.12787414,2,0.2
400,334052364.1828232,334512872.88039887,2,0.2
420,329030319.9678751,330573235.4464914,2,0.2
440,333952470.3731341,333509584.12629175,2,0.2
460,332195821.88481545,333135911.9895698,2,0.2
480,333912579.5965529,333732103.39475846,2,0.2
500,334528502.80528224,333569477.69295824,2,0.2
520,334229121.68644696,333955702.87534845,2,0.2
540,332272815.7400336,332898885.5115403,2,0.2
560,331231120.69591165,332048529.97438383,2,0.2
580,332664927.38310754,333151730.69673824,2,0.2
600,332546643.0453029,332595997.09836626,2,0.2
620,325348596.80617404,331574150.46534663,2,0.2
640,330393379.6786562,333088945.97178125,2,0.2
660,323173317.45694906,331448154.21516883,2,0.2
680,333052125.4275461,333561872.59997344,2,0.2
700,331381638.498492,333723723.8591194,2,0.2
720,327539236.6259849,331073633.12908226,2,0.2
740,326095566.59820753,332878343.4234949,2,0.2
760,324441302.4101174,333113510.2079,2,0.2
780,325148289.1638752,330217052.85732204,2,0.2
0,100329175.8319213,100329175.8319213,2,0.01
20,105754357.40153997,307703925.80530334,2,0.01
40,109357617.6229658,306244502.6602019,2,0.01
60,111158666.7313578,307665997.08871925,2,0.01
80,114495229.05339916,307575396.6630521,2,0.01
100,116268248.70272924,308646189.1629758,2,0.01
120,112968036.13748647,310138951.0968513,2,0.01
140,107839293.2559474,310338982.9115197,2,0.01
160,98836442.15303671,311286727.30007505,2,0.01
180,89600307.36154754,310464807.07245046,2,0.01
200,85838541.4904761,311117132.6286236,2,0.01
220,84114321.1361289,311781691.9176475,2,0.01
240,81773339.12577783,311384095.3830584,2,0.01
260,81148484.4862816,311196250.26790357,2,0.01
280,84553311.511234,310390113.68692577,2,0.01
300,91227365.06762718,309051386.727407,2,0.01
320,94695210.74718536,306932332.7758212,2,0.01
340,96414400.85525736,305272968.0642692,2,0.01
360,96720172.1381054,302715843.2729654,2,0.01
380,94514917.53862669,301630780.60504615,2,0.01
400,90822288.1397988,301767020.92409927,2,0.01
420,89755933.68614672,301899894.0329298,2,0.01
440,94079008.47832853,302532327.9935869,2,0.01
460,99100087.51044856,303205261.0635983,2,0.01
480,105846600.91929369,305655577.2958397,2,0.01
500,113999428.75541106,307447463.730996,2,0.01
520,115897047.54570258,306970622.7585697,2,0.01
540,114200977.53309987,307795284.46357393,2,0.01
560,112992341.52472056,307609875.5858799,2,0.01
580,110692442.2188428,305667131.56515336,2,0.01
600,106763670.30432776,305865457.7513775,2,0.01
620,101757520.93898456,306071679.4760919,2,0.01
640,99966297.66021466,305433889.30949974,2,0.01
660,97203679.04004934,305892464.2128203,2,0.01
680,95133358.06244823,306229593.6882586,2,0.01
700,93054394.7563478,304897760.94728196,2,0.01
720,93627470.43201712,306717173.05808294,2,0.01
740,94496368.24773411,306406789.99725777,2,0.01
760,90098351.05217244,305158589.58834285,2,0.01
780,86988955.1939487,304892169.6804577,2,0.01
0,305919465.18417394,305919465.18417394,2,0.05
20,312252706.950245,328875297.84096634,2,0.05
40,302532244.47321314,324170189.70031464,2,0.05
60,307613985.56065387,328458657.88154024,2,0.05
80,307860437.63069427,324246899.138883,2,0.05
100,296729958.86607844,324801330.95404047,2,0.05
120,308817818.52262104,326224338.61775994,2,0.05
140,305274438.71840614,322488436.70002574,2,0.05
160,295393584.9660454,325319355.21261686,2,0.05
180,307565490.0642744,325393171.23350877,2,0.05
200,293963309.88549334,320869153.42526805,2,0.05
220,290824099.71327484,324979920.76661944,2,0.05
240,301324992.1487552,326665260.7047581,2,0.05
260,310042594.16625535,327026695.88532037,2,0.05
280,308084134.58385587,327457632.2356467,2,0.05
300,312350244.9712218,326883927.46425605,2,0.05
320,310814816.84404385,325519823.5786127,2,0.05
340,304735275.57405055,324814259.9206525,2,0.05
360,279301246.7312242,321681331.88078713,2,0.05
380,291045148.8428118,324691256.3666061,2,0.05
400,298522857.1570427,319536427.7507986,2,0.05
420,286517809.73320764,325363104.82435143,2,0.05
440,304957397.2968433,329298990.33912134,2,0.05
460,311445367.3261502,327764263.3688588,2,0.05
480,311290397.18312895,327495449.0506654,2,0.05
500,301557964.27281827,323312442.44706273,2,0.05
520,306646954.6309973,322944899.426715,2,0.05
540,304214624.57323575,326668534.206417,2,0.05
560,297643069.4883826,322323479.7625231,2,0.05
580,313370017.82497394,325170252.0901463,2,0.05
600,305945767.70874846,324853417.86597955,2,0.05
620,308653451.90615845,325250270.47627705,2,0.05
640,308723113.2451018,321287381.585227,2,0.05
660,307841319.5710497,325581744.0835364,2,0.05
680,281184970.8885789,320746575.6995031,2,0.05
700,280697154.30807805,324460869.28719044,2,0.05
720,292038258.74761903,324299234.32999295,2,0.05
740,256366153.20454943,321490843.7732384,2,0.05
760,274957016.63573116,323731057.6839669,2,0.05
780,291425321.8541181,324336983.3395264,2,0.05
0,289200771.2720783,289200771.2720783,2,0.03
20,286266953.8953178,324560947.47243357,2,0.03
40,281598832.1443021,322185980.51928335,2,0.03
60,279587764.8077984,322562515.57920605,2,0.03
80,270323628.8856821,323349770.823315,2,0.03
100,257912072.5205564,322068641.4271583,2,0.03
120,260199028.042884,321248250.5245325,2,0.03
140,266316623.68556896,319256867.3883458,2,0.03
160,256196546.2764176,319538617.755953,2,0.03
180,239086696.98098496,319408585.132794,2,0.03
200,247071664.64988244,320162600.64441216,2,0.03
220,270558788.95093155,320628907.4777323,2,0.03
240,281135937.15152943,318545576.13879627,2,0.03
260,275996741.4062504,317938145.041417,2,0.03
280,276684437.19777435,319978549.3728809,2,0.03
300,289296924.37957275,321052762.6932846,2,0.03
320,283533849.2366489,319460365.5562334,2,0.03
340,275710270.24359834,317708239.0789108,2,0.03
360,272159083.64889896,314750957.48956585,2,0.03
380,277252761.72524565,313396563.73761404,2,0.03
400,271826746.85462135,315778313.87751454,2,0.03
420,251719567.88723215,317447573.41382337,2,0.03
440,253044422.8425556,316705779.2297547,2,0.03
460,281888358.3280469,320905984.27173245,2,0.03
480,290217192.23874044,324883872.38353425,2,0.03
500,278380585.44143593,324366908.7478955,2,0.03
520,269494043.9743067,322618999.80569565,2,0.03
540,266389838.4592939,319480248.3789865,2,0.03
560,261942936.06063104,319873571.34289944,2,0.03
580,260442643.83239207,321621082.2876998,2,0.03
600,260217342.84226152,322585226.3197838,2,0.03
620,259981817.00470772,322336920.370026,2,0.03
640,265653381.8560286,322464044.7392485,2,0.03
660,277199641.8469516,321303438.541671,2,0.03
680,278236726.0989523,322578007.73732173,2,0.03
700,254778442.49711663,316649893.9459939,2,0.03
720,233038072.2689456,311177831.4432137,2,0.03
740,249436946.4728099,316276901.3137166,2,0.03
760,249139164.51112705,319866522.29396677,2,0.03
780,228693245.669217,318219606.8839305,2,0.03
0,312844566.79137677,312844566.79137677,2,0.07
20,314313210.6303547,330938246.3415883,2,0.07
40,312338746.9604567,326174275.3827977,2,0.07
60,311701416.712548,326588256.23183596,2,0.07
80,309674619.55853695,323703379.7751351,2,0.07
100,315567858.9910049,328247374.17349935,2,0.07
120,314220139.48548853,328470823.5240218,2,0.07
140,309638937.20107216,327297809.2512933,2,0.07
160,310623075.10763013,326330213.7995517,2,0.07
180,301764518.4917476,327772274.79712796,2,0.07
200,301690649.1682776,326299288.62261856,2,0.07
220,299418247.83727545,326314692.2613651,2,0.07
240,286841132.3112927,322487822.2957697,2,0.07
260,317756063.56747293,325664601.6607626,2,0.07
280,294895480.8970143,326748286.2363153,2,0.07
300,303858180.15705836,325278960.4565312,2,0.07
320,283928187.47776353,324630428.48927414,2,0.07
340,302027864.2291647,320539958.51799047,2,0.07
360,283605504.7722324,323844741.04033726,2,0.07
380,322884144.90859914,320795517.1015315,2,0.07
400,322939748.95080197,328341512.89336467,2,0.07
420,316833109.56837034,324509625.9887129,2,0.07
440,320375998.3936442,328693592.2256659,2,0.07
460,321047350.38002026,326211699.6497058,2,0.07
480,321313837.0557091,328510756.1883117,2,0.07
500,321767756.04219353,329283671.1484318,2,0.07
520,320225461.5853118,327831787.2199993,2,0.07
540,316953501.0543779,328189148.7952671,2,0.07
560,321340283.5157548,328824190.8369182,2,0.07
580,320917157.6643795,328170235.54732496,2,0.07
600,327087951.9264368,329641836.9998503,2,0.07
620,325222882.6493237,327985546.3675268,2,0.07
640,310636973.9471431,327640008.84615105,2,0.07
660,319525557.58154225,326480753.9522084,2,0.07
680,307935404.7541715,327821750.37870884,2,0.07
700,321148580.0063756,329125084.34037685,2,0.07
720,318585212.34272945,329345523.8616324,2,0.07
740,317975663.40885985,327381052.3419553,2,0.07
760,319405572.9321625,328196873.62701786,2,0.07
780,309404349.48520017,325332026.07150346,2,0.07
0,332661786.19622767,332661786.19622767,2,0.2
20,333238440.78854835,332996775.9024439,2,0.2
40,331316773.00621104,333671341.0889042,2,0.2
60,333362856.047004,332460674.0917639,2,0.2
80,326323156.5839832,330090783.7920394,2,0.2
100,327622365.98710114,331643777.92230093,2,0.2
120,321217658.570805,330311727.6969937,2,0.2
140,327590508.331179,333432504.21609,2,0.2
160,332986998.9564862,334011104.46468407,2,0.2
180,333745952.007218,332666784.45757246,2,0.2
200,335078087.80590844,334558682.545995,2,0.2
220,331914800.9449805,331433382.67455214,2,0.2
240,329811441.403008,331995774.1816706,2,0.2
260,331431741.9834235,332724016.4266395,2,0.2
280,332462970.4641595,333415807.0656892,2,0.2
300,332307243.9416604,333166147.5128225,2,0.2
320,334474970.7084801,333095373.19449604,2,0.2
340,334110172.2352526,333726847.6083295,2,0.2
360,334158969.68718594,333637369.92249894,2,0.2
380,334192561.77621204,333233975.2671561,2,0.2
400,334842557.81518805,334207554.8600321,2,0.2
420,328849993.2222771,331174887.2411042,2,0.2
440,332434138.58012295,333610157.1014427,2,0.2
460,330393377.0803701,332844617.5646583,2,0.2
480,326836312.0479021,331756351.00270885,2,0.2
500,329237084.7702998,331476690.0090971,2,0.2
520,332173125.0646559,333605263.4618354,2,0.2
540,327986624.40812933,331855668.9335023,2,0.2
560,332202755.1659122,333540335.92548066,2,0.2
580,333710656.1563789,334317040.5313095,2,0.2
600,330031726.4235029,330742332.7277141,2,0.2
620,330390595.22821224,331981513.8798165,2,0.2
640,327729051.72550964,332194477.8314851,2,0.2
660,332411658.3989488,333664574.1731729,2,0.2
680,325867992.20463836,329629093.5659912,2,0.2
700,331220571.22384644,333292734.7648015,2,0.2
720,332562710.7728038,333446124.27640235,2,0.2
740,329854764.58696467,330731937.90375125,2,0.2
760,330714587.4646788,333365756.46776235,2,0.2
780,329317946.85701394,333545821.22009337,2,0.2
0,87944853.1443375,87944853.1443375,2,0.01
20,82482087.8384113,306413701.9309277,2,0.01
40,81816740.23783778,303616586.02240187,2,0.01
60,80584229.48840833,299438141.2908985,2,0.01
80,77218085.96793562,302351690.75990343,2,0.01
100,75206572.57321203,303364761.88343686,2,0.01
120,72720915.89269522,303477193.03012383,2,0.01
140,71658836.81331035,304390081.6805136,2,0.01
160,69136253.41964121,304498535.6443713,2,0.01
180,64905741.366952494,306557312.1137997,2,0.01
200,60191640.7911065,304659267.6197889,2,0.01
220,56340030.43466377,302864077.0798079,2,0.01
240,51393917.98467767,302826224.02596474,2,0.01
260,46722842.04128886,301870839.51194453,2,0.01
280,45327028.11813885,302144342.11990505,2,0.01
300,45973240.47048371,300423179.9939236,2,0.01
320,47049996.857514575,298424485.9170568,2,0.01
340,47094175.94672993,299560501.71526027,2,0.01
360,46516289.41784583,301445789.2532438,2,0.01
380,48393172.04935232,302839343.02986026,2,0.01
400,48966805.07628717,303725462.01185775,2,0.01
420,47696578.72561843,303211285.7607906,2,0.01
440,49318174.501397066,304194646.55807817,2,0.01
460,52866507.81507629,303939947.0306937,2,0.01
480,54022940.3196614,303072314.3506666,2,0.01
500,48078403.689901,301641934.26497114,2,0.01
520,43016327.25449917,300684770.68020165,2,0.01
540,43195311.14828743,300854802.34213614,2,0.01
560,47016146.90173163,301572532.87306386,2,0.01
580,52647916.82630308,302057818.5229421,2,0.01
600,56557284.83124716,299486606.56123275,2,0.01
620,58887815.95123722,300420685.47224087,2,0.01
640,62648079.517665744,299876612.0063688,2,0.01
660,67765953.27588537,303252273.79707164,2,0.01
680,77051039.20083876,301157315.47441494,2,0.01
700,75614231.67803621,300386509.042092,2,0.01
720,70564735.7610339,303014604.8176688,2,0.01
740,73385452.5900504,303401134.82951057,2,0.01
760,77461309.902872,303162362.0219335,2,0.01
780,82509667.99225172,303360662.1523717,2,0.01
0,318058435.8071326,318058435.8071326,2,0.05
20,309634966.47696924,325391948.5165529,2,0.05
40,304127679.99345577,325310719.4393069,2,0.05
60,307008990.484051,323056469.88180083,2,0.05
80,298857604.9941734,322112439.785503,2,0.05
100,310535277.7799405,325288038.76929283,2,0.05
120,307565699.15215075,325295164.0381644,2,0.05
140,306226962.4590176,326636667.07363665,2,0.05
160,310336965.4856268,324414400.32822394,2,0.05
180,305350367.43138224,326002926.9625937,2,0.05
200,307035670.3644649,327111395.6005898,2,0.05
220,303326278.2927555,325143411.8386664,2,0.05
240,303266903.67052937,326828419.34860396,2,0.05
260,312884984.3920111,328321843.9260169,2,0.05
280,301776729.5895533,327133855.876495,2,0.05
300,303118447.20668745,326996051.8572213,2,0.05
320,307634444.25126344,325884536.8939071,2,0.05
340,299324577.3870489,324534625.9124929,2,0.05
360,299560077.9100282,326488882.14462507,2,0.05
380,299292357.2433977,326359878.12637514,2,0.05
400,301099684.5025857,328123710.1470601,2,0.05
420,300321799.925442,328220766.0719881,2,0.05
440,306609546.29376584,327289841.1151859,2,0.05
460,303551565.3311645,325084275.8429883,2,0.05
480,293276077.0211673,323848211.23391306,2,0.05
500,280005709.796294,324602344.1095532,2,0.05
520,272428168.43994284,319312778.9379035,2,0.05
540,275992508.3406912,324341780.01294,2,0.05
560,274567023.2989757,324589082.15617347,2,0.05
580,287180912.70835334,326578207.9413247,2,0.05
600,301145244.0939557,324650226.8434106,2,0.05
620,309598413.0171019,326330170.06425554,2,0.05
640,309117268.0757527,328135931.42055166,2,0.05
660,301352245.8312318,325615347.9492432,2,0.05
680,303753964.97473514,325199445.86854166,2,0.05
700,299754732.4115281,325869670.7396388,2,0.05
720,291997315.5569449,322561907.3774082,2,0.05
740,305557730.1731417,328254387.84882843,2,0.05
760,299403935.7590919,329196195.58888894,2,0.05
780,289432035.5779746,327384577.42337126,2,0.05
0,280243062.4701606,280243062.4701606,2,0.03
20,280379953.4661201,326144878.03826535,2,0.03
40,276002855.6240689,323900637.59011024,2,0.03
60,271513346.6898829,321341485.8698677,2,0.03
80,277194548.09670454,321258167.09988606,2,0.03
100,285522459.9660835,323440492.9125281,2,0.03
120,291183590.375401,322641371.29411006,2,0.03
140,286465521.2962891,321915161.59640795,2,0.03
160,275241994.1419804,321500965.14281917,2,0.03
180,266088591.79917967,320852204.87187004,2,0.03
200,251859269.71321556,320174077.9648842,2,0.03
220,254979774.1960879,322666717.47816676,2,0.03
240,269109425.8163348,324692664.373705,2,0.03
260,267058799.62483892,323165404.0291219,2,0.03
280,256759795.5142356,320367656.89304763,2,0.03
300,237701940.79497343,319072747.77010226,2,0.03
320,241042501.264727,321400046.8153357,2,0.03
340,246714238.37534705,322409961.9522414,2,0.03
360,242202389.62625745,317278174.60115653,2,0.03
380,241819962.34506643,315823605.38434327,2,0.03
400,244911302.7373326,320172949.9472815,2,0.03
420,252125867.79328355,325055908.9180247,2,0.03
440,260460167.81712627,323887546.3069006,2,0.03
460,261495780.48206076,322366677.87832844,2,0.03
480,259146759.8496076,322299681.9331403,2,0.03
500,264986371.03386563,321043568.8187278,2,0.03
520,269859537.78967375,320484615.4379275,2,0.03
540,269289307.4084711,319772534.05750424,2,0.03
560,264723554.722391,320708593.6318896,2,0.03
580,268429397.63797623,322181232.12236255,2,0.03
600,270451643.8827902,322428327.7402394,2,0.03
620,259518911.7622878,322320477.057183,2,0.03
640,241903365.70352983,320882015.93281627,2,0.03
660,249949068.04779896,319347979.7836156,2,0.03
