timestep,cog_x,cog_y,dm_mean,dm_max,dm_min
0,127.38606209137774,127.48281769780966,0.0,0.0,0.0
1,127.63656990545573,127.54163682314902,1.3568472238528933e-09,1.2062650459040151e-08,-6.298821839404523e-09
2,127.39274317577544,127.46637852278921,1.499802507083601e-09,1.495801189950582e-08,-9.980893604202222e-09
3,127.52052273807841,127.49885763482864,1.2548629184247434e-09,2.023404645750985e-08,-1.237530785001352e-08
4,127.75883982777015,127.66461484932447,1.0265013447688082e-09,2.871052144312927e-08,-2.186813463324055e-08
5,127.68501522790673,127.55807846850766,1.472698287598476e-09,3.019837663624503e-08,-2.142392479011057e-08
6,127.57068486395694,127.43528644295026,1.1878975916860237e-09,3.821770032282829e-08,-3.709031700514376e-08
7,127.57768284802921,127.62588077826439,7.491004726892033e-10,4.000954351501957e-08,-4.63506917557782e-08
8,127.5098038713314,127.56143528778776,1.3916112644592543e-09,4.1783753442858044e-08,-4.002324148781366e-08
9,127.498393140647,127.34922324444524,1.8725888303699317e-09,4.848609215520405e-08,-4.428299853640682e-08
10,127.35803012319404,127.4732687349077,1.7871821565165722e-09,5.032138538572006e-08,-4.64115222663169e-08
11,127.5876351806956,127.60689376508799,2.440800570132534e-09,5.6088409038211384e-08,-4.469490640127231e-08
12,127.41294037159176,127.43506624951635,3.0925312317808936e-09,5.7260223385298744e-08,-4.898755044105261e-08
13,127.54187116288973,127.3653121384169,2.988549279782651e-09,5.633696395569811e-08,-5.7815932478823805e-08
14,127.52995217622585,127.51610615284591,4.253590725017873e-09,6.319137039499181e-08,-6.097370450871234e-08
15,127.66209674325827,127.6152416024141,3.8121193772118405e-09,7.06826712395284e-08,-6.599900154377384e-08
16,127.64415883663176,127.51570700734786,4.168105829367742e-09,7.180683436626137e-08,-6.997086395557214e-08
17,127.39461407265873,127.40043600364191,4.335243232779066e-09,7.732975458196216e-08,-7.021636700888066e-08
18,127.52886687490552,127.52395472726947,4.57003307989655e-09,7.500186833475247e-08,-8.047095154961509e-08
19,127.62456028552855,127.55246124474206,5.290042487650271e-09,7.803990340766814e-08,-8.196039674368809e-08
20,127.46764717196456,127.58357162091117,5.876246327729454e-09,7.899230744201362e-08,-9.353518195154382e-08
21,127.3093353030338,127.44340573521379,6.733488745105282e-09,8.225748872241147e-08,-9.457409242743923e-08
22,127.77926916193611,127.27344891774226,7.651275830972452e-09,8.614823253791815e-08,-8.444904793714803e-08
23,127.656333398092,127.56121483859754,8.255179016392917e-09,9.602911172977791e-08,-8.691858906785788e-08
24,127.82918988096462,127.39631946300446,7.699233658507654e-09,9.764989840828918e-08,-8.512426877872476e-08
25,127.4593487788962,127.64066971878388,7.66337166633911e-09,1.0081908073164155e-07,-8.960664831594554e-08
26,127.31291256930137,127.35304002483433,7.448678630353456e-09,1.003138608460751e-07,-8.776693248293186e-08
27,127.57435729138089,127.53925220945109,7.9556544196143e-09,9.92672635635441e-08,-9.00059414367363e-08
28,127.52139682409337,127.59549789059854,7.95072670283898e-09,9.596014632993252e-08,-8.957614304773495e-08
29,127.48007326308013,127.69752301014806,8.347952534452385e-09,1.0065372352695345e-07,-9.417115929643469e-08
30,127.30582924928743,127.48894744396826,9.163944575167425e-09,1.0851301470108372e-07,-9.900205501009838e-08
31,127.5525548753938,127.47063494096253,9.489635471055335e-09,1.0805764090549797e-07,-9.147730917721089e-08
32,127.5386756744298,127.432861774543,9.571407189738787e-09,1.1993514631090415e-07,-9.498110926646929e-08
33,127.37147970718743,127.48085682755654,1.0245537030875465e-08,1.2360721107694855e-07,-1.0006496666788662e-07
34,127.45708305686992,127.37486134131939,1.0352328018365543e-08,1.2281167728336753e-07,-1.0384562065527541e-07
35,127.44957501046109,127.29026361930384,1.0083636305892121e-08,1.2013818976525434e-07,-1.0913899740348765e-07
36,127.46496295671164,127.39016799265528,1.0371720787537896e-08,1.2102045463747508e-07,-1.1303337538920837e-07
37,127.51138112451237,127.5594850373491,1.0199627123021627e-08,1.3041657559523823e-07,-1.2287295156243895e-07
38,127.43606165647947,127.46352606965583,1.0454339310127901e-08,1.3124998555798217e-07,-1.248782111671895e-07
39,127.61179927539762,127.49245269956693,1.1514369031804792e-08,1.3972028096985298e-07,-1.1573636413808366e-07
40,127.37336277090101,127.35100187111897,1.2260871734879014e-08,1.4853452299432045e-07,-1.1472119927459821e-07
41,127.49626178988726,127.49473374371313,1.2370563108417747e-08,1.5595552573340487e-07,-1.128805431558798e-07
42,127.61398337830656,127.4791150501552,1.2200059343754757e-08,1.5416301645551574e-07,-1.1146792820401144e-07
43,127.52572140719599,127.47367597771094,1.2921742455142128e-08,1.5576598882185492e-07,-1.0828818265136187e-07
44,127.54835517038025,127.36253429399247,1.305821049620169e-08,1.6629028168161922e-07,-1.0361386380943642e-07
45,127.58754975805188,127.60045794111525,1.330256996999643e-08,1.6663501278593683e-07,-1.032253898941214e-07
46,127.55262989120257,127.67170163696393,1.3115001035888007e-08,1.7334880627305755e-07,-1.1131597913271785e-07
47,127.3740195827139,127.55632849746245,1.3801684530977956e-08,1.7479767818234292e-07,-1.0808874960108033e-07
48,127.39648639162104,127.41750296558385,1.381637773524166e-08,1.7768432384022383e-07,-1.1047269081429616e-07
49,127.32987150690616,127.39252245491728,1.3303202001869033e-08,1.826490711509035e-07,-1.1475199773844868e-07
