timestep,cog_x,cog_y,dm_mean,dm_max,dm_min
0,127.5489231856196,127.52377234457036,0.0,0.0,0.0
1,127.41897825525461,127.55133657428837,-3.493499379920464e-10,5.4825730356378985e-09,-1.059714341671015e-08
2,127.57481887173064,127.49045916625818,-6.253578249968998e-10,9.84409107960783e-09,-1.8053684107236928e-08
3,127.52501508324669,127.50182154272731,-7.940115373834518e-10,1.2739262978475768e-08,-2.1932852532094885e-08
4,127.430178242637,127.56985257297522,-6.111853797018241e-10,1.7513847161658728e-08,-3.393943868679778e-08
5,127.43423440977101,127.578638232851,-5.086610883499124e-10,1.570301796830077e-08,-3.4453241213410624e-08
6,127.51780263454408,127.48211029848606,-6.543249384463953e-10,1.544705825755549e-08,-3.586650278870074e-08
7,127.47773216141367,127.40213156965227,-2.188408749299938e-10,2.420803479271052e-08,-4.020644723323751e-08
8,127.44157645692795,127.46985444849183,-9.566626946318703e-10,2.4532244505205803e-08,-4.5298271111480895e-08
9,127.44640504918488,127.71686665006202,-5.239556615080332e-10,2.4195669198977715e-08,-4.4926669622239614e-08
10,127.57755718801113,127.47550075617328,-4.1751407331155086e-10,3.432684662961624e-08,-4.6483026902255626e-08
11,127.36830755502677,127.42644720917352,-4.579653154216473e-10,3.506547510508103e-08,-5.276154800774026e-08
12,127.48933480356959,127.42007898245974,-3.5319395288541e-10,3.244865040929459e-08,-5.710505771695177e-08
13,127.54498591303545,127.505698934112,-6.846252357404271e-10,3.857886847267542e-08,-6.756829781453599e-08
14,127.5547205839326,127.4149021902606,-5.451473614933916e-10,4.778209323502844e-08,-6.832124552641475e-08
15,127.2967658440327,127.43586274057559,-9.225487400448808e-10,5.128747066456815e-08,-7.286513472049352e-08
16,127.54247787157578,127.40399924233505,-3.291310799144378e-10,5.5858166816985356e-08,-7.098400675682324e-08
17,127.51071908075957,127.51568135668059,-6.59567365034781e-10,5.8259934256453306e-08,-6.647803282934244e-08
18,127.45699599438599,127.42076618892975,-3.288607604137363e-10,6.231545225547327e-08,-6.403926331258555e-08
19,127.60603574313203,127.49815712255518,-3.547631504565521e-10,6.587084826719311e-08,-7.056540457823544e-08
20,127.6219641052932,127.47511511140934,-3.320921496514017e-10,6.698394346991562e-08,-7.062621193084553e-08
21,127.5322443969679,127.31052918096098,-3.0126412341605524e-10,6.689095434324581e-08,-7.560320879288653e-08
22,127.57752767973511,127.60754801376854,-3.2616347323714753e-10,6.687852264968999e-08,-8.299861021999575e-08
23,127.40225344733267,127.27350080516952,-3.0414265622688905e-10,6.958210060268742e-08,-8.553962293159001e-08
24,127.46974680266912,127.52506466439883,1.295141682438887e-10,6.787680695945194e-08,-8.184319794088924e-08
25,127.4695303848239,127.53092440472673,-4.394157492943526e-10,6.746479615835615e-08,-8.76976586201927e-08
26,127.61929675921542,127.7187830356023,-1.050414549983887e-09,6.880875358348935e-08,-9.398583533687258e-08
27,127.46236437844823,127.45392200094345,-2.389660047028196e-09,7.05897549433634e-08,-1.0126974566055387e-07
28,127.50604692909347,127.54746762405436,-3.2020350274619347e-09,7.473303841341382e-08,-9.862742860993746e-08
29,127.57016672952054,127.40235201760935,-3.451883793571198e-09,7.808813133702932e-08,-1.0154830913105696e-07
30,127.4468132509757,127.31506151214366,-3.741730490594168e-09,7.970687160379765e-08,-1.0710309618453831e-07
31,127.4606775520864,127.53362283736138,-4.464360129901782e-09,7.949875564051677e-08,-1.1151688652506188e-07
32,127.4048603638227,127.34164488854726,-4.560231306194767e-09,8.015034826873003e-08,-1.0579010004120187e-07
33,127.2145850860813,127.44409075985472,-5.122246272044241e-09,7.603159978447906e-08,-1.1123277903062443e-07
34,127.3730628346013,127.44822869438254,-5.4644376113518345e-09,8.212485839686118e-08,-1.1918743921690409e-07
35,127.3484693474029,127.38760884484778,-4.077203482910345e-09,8.46168394333417e-08,-1.216034858396646e-07
36,127.46427801889986,127.35325925241892,-3.4681481779432204e-09,9.014963775557767e-08,-1.2262741630868306e-07
37,127.38242509221688,127.52844432254244,-3.268519087153851e-09,9.312592784415336e-08,-1.1916687150141769e-07
38,127.54272507266604,127.523976593211,-3.4303147806082967e-09,1.0631562810265638e-07,-1.2913942409361197e-07
39,127.24870163043897,127.55599483476114,-4.053291227328086e-09,1.057851474043203e-07,-1.2935241462316693e-07
40,127.72441867621265,127.52821741048075,-4.341209082115614e-09,1.0740537717105826e-07,-1.2508932619906538e-07
41,127.51013273667186,127.36088022943787,-4.346517389772285e-09,9.806854890580654e-08,-1.2790996837693422e-07
42,127.35309710285468,127.62548965926624,-4.272276270794752e-09,1.0197055323437755e-07,-1.306958459307694e-07
43,127.35991069391648,127.38830972088005,-4.642258562062007e-09,1.0113992987585455e-07,-1.3137657522325263e-07
44,127.69438299706934,127.47216647761975,-3.8434828295366825e-09,1.0805034117085063e-07,-1.311984459964991e-07
45,127.26496101364522,127.60293167128347,-3.3874092910641256e-09,1.2156256684982043e-07,-1.2849114431680501e-07
46,127.43782965047438,127.48894373452661,-4.3457579628150785e-09,1.1916068400059404e-07,-1.3061339027872666e-07
47,127.59346936470202,127.55858779311868,-4.358755711795806e-09,1.2076186260006443e-07,-1.3213835516083655e-07
48,127.42451653869098,127.54295143751808,-3.784778145196133e-09,1.3481032549345526e-07,-1.277127914535002e-07
49,127.54063007186829,127.39884210769219,-4.397817880983226e-09,1.4264787321577205e-07,-1.3460696984233681e-07
