timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,182.0,64.0,-2.169653935685662e-10,5.234580544297307e-10,-5.336512864394424e-09,0.0,1.0865008302002963e-09,7.708921825762716e-08,4.527086792501235e-09
1,0.0,0.0,-4.236837403221696e-10,1.0317763222910571e-09,-1.0523370641579653e-08,1.0865008302002963e-09,2.122755935696563e-09,7.16682575980883e-08,4.3667422982443464e-09
2,0.0,0.0,-6.283349036082371e-10,1.5797520150581173e-09,-1.5658359840993032e-08,2.122755935696563e-09,3.149243008398864e-09,7.16682575980883e-08,4.3667422982443464e-09
3,104.0,143.0,-8.309395552614437e-10,2.1222479508975066e-09,-2.0741999148412277e-08,3.149243008398864e-09,4.1656171510946224e-09,7.16682575980883e-08,4.3667422982443464e-09
4,0.0,0.0,-1.0315181603981184e-09,2.659318927378502e-09,-2.5774802062757327e-08,4.1656171510946224e-09,5.171888672220898e-09,7.16682575980883e-08,4.3667422982443464e-09
5,0.0,0.0,-1.2300909794834264e-09,3.1910191940946875e-09,-3.075727694795893e-08,5.171888672220898e-09,6.168128062702723e-09,7.16682575980883e-08,4.3667422982443464e-09
6,0.0,0.0,-1.4266780703778813e-09,3.717402458143711e-09,-3.5689927084308515e-08,6.168128062702723e-09,7.154422512533793e-09,7.16682575980883e-08,4.3667422982443464e-09
7,119.0,144.0,-1.6212992903633911e-09,4.2385218895522446e-09,-4.0573250719294604e-08,7.154422512533793e-09,8.13086489861508e-09,7.16682575980883e-08,4.3667422982443464e-09
8,95.0,206.0,-1.8229334661512994e-09,4.8430416593049696e-09,-4.548543547819037e-08,8.13086489861508e-09,9.12960297497681e-09,7.708954579648381e-08,4.507833700870969e-09
9,16.0,125.0,-2.0135921321790754e-09,5.35290469870189e-09,-5.0270804029237636e-08,9.12960297497681e-09,1.0086287419130981e-08,7.16682575980883e-08,4.3667422982443464e-09
10,104.25,63.25,-2.1820262316806305e-09,5.842207524826322e-09,-5.4946879583261613e-08,1.0086287419130981e-08,1.1037489788962671e-08,9.17557394036734e-08,4.473316786185982e-09
11,0.0,0.0,-2.369093970053113e-09,6.342078905568029e-09,-5.963763369325818e-08,1.1037489788962671e-08,1.1974903509394105e-08,7.16682575980883e-08,4.3667422982443464e-09
12,0.0,0.0,-2.5542910310418713e-09,6.836951572502319e-09,-6.428148026215478e-08,1.1974903509394105e-08,1.2902980188915992e-08,7.16682575980883e-08,4.3667422982443464e-09
13,0.0,0.0,-2.7376361214207416e-09,7.3268755127672665e-09,-6.88788883653624e-08,1.2902980188915992e-08,1.3821805135597091e-08,7.16682575980883e-08,4.3667422982443464e-09
