timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,0.0,0.0,-2.0888800068928909e-10,5.582934559899706e-10,-5.240222905829174e-09,0.0,1.048018151578643e-09,7.16682575980883e-08,4.3667422982443464e-09
1,0.0,0.0,-4.1568712137168526e-10,1.1110039774200414e-09,-1.0428043582600057e-08,1.048018151578643e-09,2.0855561216415e-09,7.16682575980883e-08,4.3667422982443464e-09
2,0.0,0.0,-6.204182508472575e-10,1.6581873936358114e-09,-1.556398605260323e-08,2.0855561216415e-09,3.1127187120037274e-09,7.16682575980883e-08,4.3667422982443464e-09
3,182.0,168.0,-8.059975839788254e-10,2.2172416229745815e-09,-2.0542308809710335e-08,3.1127187120037274e-09,4.114348091596936e-09,7.708893288078389e-08,4.3101127201270916e-09
4,0.0,0.0,-1.006825608828326e-09,2.7533626627348063e-09,-2.5577108627442405e-08,4.114348091596936e-09,5.121109247586107e-09,7.16682575980883e-08,4.3667422982443464e-09
5,0.0,0.0,-1.205645353429332e-09,3.2841224920974287e-09,-3.056156044699715e-08,5.121109247586107e-09,6.117841486896615e-09,7.16682575980883e-08,4.3667422982443464e-09
6,111.0,57.0,-1.402073018096052e-09,3.8947892187957266e-09,-3.547589458655646e-08,6.117841486896615e-09,7.113565694350862e-09,7.713321444175241e-08,4.410790884034726e-09
7,0.0,0.0,-1.5969402886043806e-09,4.41413478259774e-09,-4.0361358546520065e-08,7.113565694350862e-09,8.090354552835519e-09,7.16682575980883e-08,4.3667422982443464e-09
8,0.0,0.0,-1.7898588864076258e-09,4.928286890761733e-09,-4.5197967866884036e-08,8.090354552835519e-09,9.057397082456469e-09,7.16682575980883e-08,4.3667422982443464e-09
9,32.0,103.0,-1.9795894105439687e-09,5.495614375115864e-09,-4.995311194233058e-08,9.057397082456469e-09,1.0013320496026695e-08,7.278152048073036e-08,4.362342683771592e-09
10,0.0,0.0,-2.1686815171278177e-09,5.998951687354676e-09,-5.469380372873645e-08,1.0013320496026695e-08,1.0961159051850011e-08,7.16682575980883e-08,4.3667422982443464e-09
11,0.0,0.0,-2.3558827026458286e-09,6.4972556264710996e-09,-5.938708859727826e-08,1.0961159051850011e-08,1.1899527352563929e-08,7.16682575980883e-08,4.3667422982443464e-09
