timestep,power_in_focal,power_send
0,4061.983111286361,6181.083450598342
1,,6181.083450598342
2,,6181.083450598342
3,,6181.083450598342
4,,6181.083450598342
5,,6181.083450598342
6,,6181.083450598342
7,,6181.083450598342
8,,6181.083450598342
9,,6181.083450598342
10,,6181.083450598342
11,,6181.083450598342
12,,6181.083450598342
13,,6181.083450598342
14,,6181.083450598342
15,,6181.083450598342
16,,6181.083450598342
17,,6181.083450598342
18,,6181.083450598342
19,,6181.083450598342
20,,6181.083450598342
21,,6181.083450598342
22,,6181.083450598342
23,,6181.083450598342
24,,6181.083450598342
25,,6181.083450598342
26,,6181.083450598342
27,,6181.083450598342
28,,6181.083450598342
29,,6181.083450598342
30,,6181.083450598342
31,,6181.083450598342
32,,6181.083450598342
33,,6181.083450598342
34,,6181.083450598342
35,,6181.083450598342
36,,6181.083450598342
37,,6181.083450598342
38,,6181.083450598342
39,,6181.083450598342
40,,6181.083450598342
41,,6181.083450598342
42,,6181.083450598342
43,,6181.083450598342
44,,6181.083450598342
45,,6181.083450598342
46,,6181.083450598342
47,,6181.083450598342
48,,6181.083450598342
49,,6181.083450598342
