iteration,1. PAM Modulation_ms,2. WFS Propagation (layer_ao)_ms,3. DM Application_ms,4. SH Sensing (shwfs)_ms,5. Poisson Noise_ms,6. Focal Plane Propagation_ms,7. Slope Estimation_ms,8. Reconstruction & DM Update_ms,9. Data Logging_ms,total_ms,loop_rate_hz
12,1.01500004529953,1.1620419099926949,11.49000006262213,7.602832978591323,3.0156669672578573,72.45012500789016,1.9197500078007579,4.175542038865387,0.016750069335103035,102.84770908765495,9.723113999046113
13,1.3057079631835222,1.058249967172742,37.50012500677258,17.570083029568195,2.874624915421009,179.9115421017632,1.9572499440982938,17.597957979887724,0.02079200930893421,259.7963329171762,3.849169034725378
14,1.554250018671155,1.0303750168532133,14.097584062255919,8.206667029298842,2.878875005990267,169.25704199820757,1.9599170191213489,4.4476669281721115,0.02037500962615013,203.45275208819658,4.9151460952786765
15,1.4304590877145529,0.8629580261185765,10.595625033602118,4.772708052769303,2.8498340398073196,155.50258406437933,1.8934999825432897,16.834500012919307,0.01625006552785635,194.75841836538166,5.134566240540749
16,0.7024579681456089,0.9319999953731894,23.08979199733585,5.412374972365797,2.772207953967154,172.98945900984108,1.8632500432431698,16.93279098253697,0.012333039194345474,224.70666596200317,4.450246260914642
17,0.9217079496011138,1.0111250448971987,5.7402909733355045,4.872833960689604,2.771458006463945,239.85266697127372,1.8705829279497266,15.779791050590575,0.010375049896538258,272.8308319346979,3.665274899133651
18,0.7029169937595725,1.1074169306084514,7.203874993138015,6.826958036981523,2.7831658953800797,148.00579100847244,1.8882500007748604,4.313834011554718,0.009124982170760632,172.84133285284042,5.7856531391794705
19,0.7171669276431203,0.9531669784337282,5.570166977122426,4.373916075564921,2.849666983820498,196.4602080406621,1.8604579381644726,11.093667009845376,0.012625008821487427,223.89104194007814,4.46645828852607
20,0.9258330101147294,0.9698329959064722,11.667291983030736,4.961000056937337,2.934833988547325,159.3596669845283,1.9551250152289867,12.681500054895878,0.011291936971247196,195.46637602616102,5.115969407782754
21,0.7909579435363412,0.9665000252425671,7.089666090905666,3.8744169287383556,2.7922920417040586,169.2583329277113,1.8550000386312604,13.532333076000214,0.012332922779023647,200.1718319952488,4.995707887729856
22,1.1317499447613955,1.0909169213846326,14.829625026322901,4.765333025716245,2.7357080252841115,135.18070906866342,1.838749973103404,5.4648329969495535,0.012833974324166775,167.05045895650983,5.98621522051814
23,0.8169169304892421,0.9740410605445504,7.020499906502664,4.631874966435134,2.742125070653856,151.1905409861356,1.883166958577931,31.97512507904321,0.013208016753196716,201.2474989751354,4.969005851464283
24,0.8390409639105201,0.9610409615561366,17.69650005735457,4.971207934431732,2.788541023619473,261.2017079954967,1.8857500981539488,15.503083006478846,0.011040945537388325,305.8579129865393,3.2694920011567907
25,0.8262910414487123,0.8619159925729036,14.960625092498958,5.362000083550811,2.7504999889060855,228.3453339478001,2.061833976767957,8.99383402429521,0.011665979400277138,264.174000127241,3.7853838739555896
26,0.76149997767061,0.9908340871334076,11.805834015831351,5.243584048002958,2.833208069205284,103.50099997594953,1.847459003329277,22.345000063069165,0.010958989150822163,149.3393782293424,6.696157516233174
27,0.6124170031398535,0.8524999720975757,9.748624986968935,5.014916998334229,2.7482910081744194,262.9937919555232,1.9194160122424364,28.48183293826878,0.011458061635494232,312.3832489363849,3.2011959777127625
28,0.657375087030232,0.9391669882461429,14.830583008006215,5.4189160000532866,2.8674170607700944,176.80487502366304,1.8865839811041951,22.319457959383726,0.009375042282044888,225.73375015053898,4.429997726671854
29,0.8553339866921306,0.93495799228549,12.471207999624312,8.35212494712323,2.872666926123202,212.74750004522502,1.93575001321733,6.138834054581821,0.014708028174936771,246.32308399304748,4.059708833574954
30,0.801999936811626,0.8543749572709203,19.672874943353236,4.609292023815215,2.776042092591524,349.34220800641924,2.3441669763997197,36.22862498741597,0.016749952919781208,416.64633387699723,2.400117122583925
31,0.7656660163775086,0.9742920519784093,31.526415958069265,4.750167019665241,2.767832949757576,243.97058400791138,1.903541968204081,20.143624977208674,0.009875046089291573,306.81199999526143,3.259324928671123
32,0.846708077006042,1.0278749978169799,28.815582976676524,5.823374958708882,2.752833068370819,252.8150409925729,1.9008340314030647,12.237707967869937,0.009333016350865364,306.229290086776,3.2655269511176757
33,0.7616659859195352,0.9766250150278211,35.86270799860358,8.86987498961389,2.8779589338228106,218.2580839144066,1.8649169942364097,5.054541048593819,0.009416020475327969,274.5357909006998,3.642512317680656
34,0.9258750360459089,1.0133750038221478,19.97254102025181,4.7857079189270735,2.839958993718028,210.27820801828057,1.8405839800834656,3.0516249826177955,0.00937492586672306,244.71724987961352,4.086348634973387
35,0.7776250131428242,1.010917010717094,37.41970798000693,5.11091691441834,2.8150000143796206,150.38183401338756,1.8923749448731542,14.395790989510715,0.010375049896538258,213.81454193033278,4.676950365358358
36,0.7027080282568932,1.0841659968718886,16.397833009250462,4.837790969759226,2.8154579922556877,234.89395796786994,1.8631670391187072,15.17149992287159,0.0160830095410347,277.7826639357954,3.5999366765059624
37,0.7374580018222332,0.9948329534381628,5.888166022486985,3.861667006276548,2.870250027626753,110.53983308374882,1.8458329141139984,28.15954200923443,0.0112500274553895,154.90883204620332,6.45540984843097
38,0.9010829962790012,0.9851669892668724,17.144208075478673,4.818166024051607,2.700999961234629,248.14245803281665,1.8938749562948942,14.6530841011554,0.011791940778493881,291.2508330773562,3.4334665739287344
39,0.8380829822272062,0.9140420006588101,11.392666958272457,5.019624950364232,2.725541009567678,231.79541702847928,1.8409169279038906,19.92904196958989,0.009417068213224411,274.46475089527667,3.643455113044934
40,0.7065839599817991,0.8792920270934701,19.718750030733645,4.83304203953594,2.7059171115979552,221.84579097665846,1.858290983363986,16.857833950780332,0.010207993909716606,269.4157090736553,3.711736050723794
41,1.9742080476135015,0.8476249640807509,18.500666948966682,4.605957888998091,2.7428329922258854,238.40945796109736,1.8753749318420887,26.725708972662687,0.009209034033119678,295.69104174152017,3.381908339563953
42,1.4222919708117843,1.023333054035902,12.726958026178181,4.86983300652355,2.7551669627428055,87.37566694617271,1.860833028331399,20.53579199127853,0.009458046406507492,132.57933303248137,7.54265372382741
43,0.7009999826550484,0.8907499723136425,12.871791026555002,5.763249937444925,2.7361250249668956,236.2497498979792,1.8351249163970351,15.728333033621311,0.010458054021000862,276.78658184595406,3.6128919015176515
44,0.6592089775949717,0.8475000504404306,18.92662502359599,4.600249929353595,2.8026660438627005,234.25066692288965,1.8868750194087625,14.248416991904378,0.00925001222640276,278.2314589712769,3.594129879120659
45,0.7659998955205083,0.8501659613102674,18.39233294595033,4.652666975744069,2.722625038586557,159.53033394180238,1.8524579936638474,18.369582947343588,0.008624978363513947,207.14479067828506,4.827541145135974
46,0.8280409965664148,0.868291943334043,12.603999930433929,4.478125018067658,2.775624976493418,169.81404193211347,1.856458024121821,18.550583044998348,0.012874952517449856,211.78804081864655,4.721701924880154
47,0.7504168897867203,0.9640830103307962,5.116041982546449,4.87895798869431,2.789457910694182,185.64183299895376,1.838749973103404,8.701833081431687,0.008833012543618679,210.69020684808493,4.746305084417309
48,1.3220830587670207,0.8460000390186906,17.331082955934107,4.801583010703325,2.7860829140990973,231.58954200334847,1.9623750122264028,19.087207969278097,0.010042102076113224,279.7359990654513,3.574799108233562
49,3.2720830058678985,0.9593330323696136,17.435082932934165,5.019957898184657,2.714583999477327,168.79550006706268,1.8675409955903888,26.937416987493634,0.013874960131943226,227.0153738791123,4.404988009897994
