iteration,1. PAM Modulation_ms,2. WFS Propagation (layer_ao)_ms,3. DM Application_ms,4. SH Sensing (shwfs)_ms,5. Poisson Noise_ms,6. Focal Plane Propagation_ms,7. Slope Estimation_ms,8. Reconstruction & DM Update_ms,9. Data Logging_ms,total_ms,loop_rate_hz
0,0.900499988347292,0.9640830103307962,14.497749973088503,14.931833022274077,2.835082937963307,156.40854102093726,2.116332994773984,10.911540943197906,0.017707934603095055,203.58337182551622,4.911992521948516
1,3.6245830124244094,1.0417080484330654,16.316500026732683,4.602624918334186,2.710832981392741,135.49316592980176,1.8550839740782976,10.509082931093872,0.009999959729611874,176.16358178202063,5.67654216543672
2,0.7964590331539512,1.1155829997733235,10.269791935570538,10.032708989456296,2.956458949483931,167.3595829633996,1.8872920190915465,11.157333035953343,0.013999990187585354,205.5892099160701,4.864068500522186
3,0.9406669996678829,0.9021249134093523,11.695832945406437,6.149332970380783,2.8740420239046216,212.97104191035032,2.0110419718548656,15.886250068433583,0.012917094863951206,253.4432508982718,3.945656459407493
4,3.6234159488230944,0.8786659454926848,35.92891700100154,3.8341250037774444,2.7385419234633446,175.27470900677145,2.5933750439435244,3.4322079736739397,0.01237494871020317,228.31633279565722,4.379888147971431
5,3.484208951704204,1.0289170313626528,12.117333011701703,5.2562919445335865,2.8364580357447267,123.7757500493899,1.9460830371826887,14.361709007062018,0.01420790795236826,164.82095897663385,6.067189550461036
6,1.0968330316245556,1.0201249970123172,14.442084007896483,4.881167085841298,2.7199590113013983,175.83354096859694,1.8711671000346541,53.805208997800946,0.014082994312047958,255.68416819442064,3.9110751637919416
7,0.8023330010473728,1.0866249212995172,15.59545798227191,4.691124893724918,2.6994170621037483,170.9267080295831,1.8607090460136533,13.791042030788958,0.009458046406507492,211.46287501323968,4.728962471248866
8,0.8150420617312193,0.8512919303029776,37.3388750012964,5.024292040616274,2.732874942012131,198.96933296695352,1.990084070712328,63.0826250417158,0.025165965780615807,310.82958402112126,3.2171969831933653
9,3.166833077557385,1.0455419542267919,7.563792052678764,6.9779590703547,3.84291703812778,172.07429197151214,1.928625046275556,14.767291955649853,0.018749968148767948,211.38600213453174,4.73068221122595
10,1.5382500132545829,1.160415937192738,36.388541921041906,5.169708048924804,2.817042055539787,184.9732919363305,1.9001670880243182,20.66625002771616,0.016750069335103035,254.6304170973599,3.9272605818245285
11,1.338458969257772,1.1125829769298434,23.367666057311,6.604667054489255,2.802415983751416,164.85404106788337,1.889666891656816,19.252375001087785,0.015625031664967537,221.23749903403223,4.520029399926336
