timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,127.43458840342893,127.75218917998274,-2.0221485932952576e-10,4.91128934908192e-09,-1.7654242064074735e-08,0.0,2.48362845024449e-09,2.2226338840713228e-07,1.5522677814028066e-08
1,127.53016513357032,127.8144265689996,-4.0572557856403365e-10,9.646733211118177e-09,-3.5278055174286896e-08,2.48362845024449e-09,4.951697239402172e-09,2.2195154898698672e-07,1.57410954753681e-08
2,127.65398774265213,127.75953741210394,-6.250771103299521e-10,1.4236365574340449e-08,-5.222485904086338e-08,4.951697239402172e-09,7.33871515152452e-09,2.198206136229574e-07,1.5545781286218718e-08
3,127.78817636353808,127.94252663497154,-8.415472243852066e-10,1.893023014102824e-08,-6.874966948048326e-08,7.33871515152452e-09,9.663467938390138e-09,2.1859014411726935e-07,1.545341998340365e-08
4,127.69983213091226,127.82813280879583,-1.0570086389545415e-09,2.3533109938673734e-08,-8.47719125119773e-08,9.663467938390138e-09,1.1915461938318314e-08,2.1710870938944562e-07,1.5304093703444192e-08
5,127.56976505433471,128.00512291400383,-1.2820243949396486e-09,2.7960287097539433e-08,-1.0029220249314706e-07,1.1915461938318314e-08,1.4095358660989686e-08,2.1568102871654065e-07,1.5152580621565792e-08
6,127.72423721122217,127.73521019154003,-1.489978440215832e-09,3.24902039910639e-08,-1.1500157917615006e-07,1.4095358660989686e-08,1.6159865997241698e-08,2.1146418876594449e-07,1.4698411060279608e-08
7,127.80714300371412,127.93326390741387,-1.6764361381209654e-09,3.672830352620861e-08,-1.2942228397979258e-07,1.6159865997241698e-08,1.817316795333383e-08,2.129721748046249e-07,1.4632644579043303e-08
8,127.59771102821577,127.98096628371756,-1.879128964941247e-09,4.050674748528672e-08,-1.4331059796534574e-07,1.817316795333383e-08,2.0096760720376135e-08,2.0958187636782885e-07,1.433103642167395e-08
9,127.73366819990406,127.65627605456034,-2.091365757128706e-09,4.436766699943718e-08,-1.5714916395744365e-07,2.0096760720376135e-08,2.2008859725872372e-08,2.1118316702796237e-07,1.4501524402127507e-08
10,127.68551707839596,127.72601099942716,-2.2716261047504866e-09,4.816110414745761e-08,-1.701095409484139e-07,2.2008859725872372e-08,2.3816210191442493e-08,2.0823720854544327e-07,1.4079275824129307e-08
11,127.63815205170724,127.93568425321759,-2.4580318784197092e-09,5.193085819742552e-08,-1.8277792562607394e-07,2.3816210191442493e-08,2.5587430572849257e-08,2.0648150380754197e-07,1.4078794484545838e-08
12,127.76169956266912,127.90713708591436,-2.6424277276980357e-09,5.5543975646883316e-08,-1.9501775691421742e-07,2.5587430572849257e-08,2.7292170742458258e-08,2.0592646344117047e-07,1.3887414985064103e-08
13,127.61528702578849,127.84053268541727,-2.823590691493094e-09,5.898739220485952e-08,-2.072162260009521e-07,2.7292170742458258e-08,2.898587974924967e-08,2.078688677106058e-07,1.4035759602501748e-08
14,127.64109984415371,128.01877332567773,-2.970498628144122e-09,6.224753124464795e-08,-2.1891800868337663e-07,2.898587974924967e-08,3.061296072861739e-08,2.0745473836202342e-07,1.383782345641644e-08
15,127.71944541296634,127.88600098447402,-3.1563718510338266e-09,6.523499259034485e-08,-2.297600272863108e-07,3.061296072861739e-08,3.212461113802254e-08,2.0340753367392434e-07,1.3331977618635948e-08
16,127.56124153968169,127.9037147117781,-3.3031796318288032e-09,6.825161047776745e-08,-2.4014598309115687e-07,3.212461113802254e-08,3.357207396464166e-08,2.0188020979150527e-07,1.313930058137678e-08
