timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,0.0,0.0,-1.392586671261927e-10,3.72195637326646e-10,-3.493481937219448e-09,0.0,6.986787677190953e-10,7.16682575980883e-08,4.366742298244345e-09
1,0.0,0.0,-2.7573216090986155e-10,7.369473619067591e-10,-6.917094235694506e-09,6.986787677190953e-10,1.3833839600838086e-09,7.16682575980883e-08,4.366742298244345e-09
2,0.0,0.0,-4.0947618481785703e-10,1.09440405199527e-09,-1.0272234288200065e-08,1.3833839600838086e-09,2.0543950486012276e-09,7.16682575980883e-08,4.366742298244345e-09
3,47.0,111.0,-5.387797956656571e-10,1.4449552938461304e-09,-1.3534347573726903e-08,2.0543950486012276e-09,2.702028543742938e-09,7.283058321677558e-08,4.306277700210119e-09
4,0.0,0.0,-6.672628668785367e-10,1.7882518252958536e-09,-1.675714255947181e-08,2.702028543742938e-09,3.346646927289548e-09,7.16682575980883e-08,4.366742298244345e-09
5,0.0,0.0,-7.931762766671586e-10,2.1246824261165827e-09,-1.9915481645501824e-08,3.346646927289548e-09,3.978379832661548e-09,7.16682575980883e-08,4.366742298244345e-09
6,0.0,0.0,-9.165714182600083e-10,2.454384414920897e-09,-2.3010653949811235e-08,3.978379832661548e-09,4.597481968668198e-09,7.16682575980883e-08,4.366742298244345e-09
7,140.0,96.0,-1.0374986570210009e-09,2.777492363949125e-09,-2.6043922808034458e-08,4.597481968668198e-09,5.204204463643223e-09,7.16682575980883e-08,4.366742298244345e-09
8,224.0,119.0,-1.1459825893357626e-09,3.0877583825057285e-09,-2.9038493013547643e-08,5.204204463643223e-09,5.79871691505421e-09,7.33792841747779e-08,4.36823874171598e-09
9,0.0,0.0,-1.2623216046752398e-09,3.39819885218226e-09,-3.1951205090496135e-08,5.79871691505421e-09,6.381411125551238e-09,7.16682575980883e-08,4.366742298244345e-09
10,110.5,92.0,-1.3796029000747184e-09,3.82315919656664e-09,-3.481701232335351e-08,6.381411125551238e-09,6.9412349698882785e-09,8.50459207674939e-08,4.313761143163808e-09
11,0.0,0.0,-1.4912695091994162e-09,4.118891649961953e-09,-3.761415401410588e-08,6.9412349698882785e-09,7.501057446675913e-09,7.16682575980883e-08,4.366742298244345e-09
12,0.0,0.0,-1.6007027861416205e-09,4.40870945428936e-09,-4.035535287104321e-08,7.501057446675913e-09,8.049688902988247e-09,7.16682575980883e-08,4.366742298244345e-09
13,0.0,0.0,-1.7079473975449805e-09,4.692730902530219e-09,-4.3041727750841786e-08,8.049688902988247e-09,8.58735194475379e-09,7.16682575980883e-08,4.366742298244345e-09
14,0.0,0.0,-1.8130471167202738e-09,4.97107192180626e-09,-4.56743751330444e-08,8.58735194475379e-09,9.11426505693374e-09,7.16682575980883e-08,4.366742298244345e-09
15,0.0,0.0,-1.9160448415120613e-09,5.243846120696781e-09,-4.825436956760296e-08,9.11426505693374e-09,9.630642581003933e-09,7.16682575980883e-08,4.366742298244345e-09
16,127.0,113.0,-2.0169826118080125e-09,5.511164835609492e-09,-5.078276411347034e-08,9.630642581003933e-09,1.0136694730288476e-08,7.16682575980883e-08,4.366742298244345e-09
17,37.0,70.0,-2.115515169701636e-09,5.806026436249826e-09,-5.3507999706206e-08,1.0136694730288476e-08,1.0666443785322049e-08,8.874001743800483e-08,4.595537777627746e-09
18,77.0,184.0,-2.2044675910537836e-09,6.136928841096291e-09,-5.594954815854268e-08,1.0666443785322049e-08,1.1144168449395756e-08,8.504630183616337e-08,4.336094773519766e-09
19,177.66666666666666,94.33333333333333,-2.2412590461305474e-09,6.341010540402563e-09,-5.8222333084392983e-08,1.1144168449395756e-08,1.159728411325029e-08,9.683774300062514e-08,4.282029494130351e-09
20,175.0,192.0,-2.3340082184765337e-09,6.569739607685901e-09,-6.054920298419342e-08,1.159728411325029e-08,1.2062591608822109e-08,7.278479055717185e-08,4.359907849053893e-09
21,0.0,0.0,-2.426586721233196e-09,6.8105404528588285e-09,-6.2831700861729e-08,1.2062591608822109e-08,1.2519941170958609e-08,7.16682575980883e-08,4.366742298244345e-09
22,0.0,0.0,-2.5173136539347242e-09,7.046525281128298e-09,-6.506854878171386e-08,1.2519941170958609e-08,1.2968151995243941e-08,7.16682575980883e-08,4.366742298244345e-09
23,0.0,0.0,-2.6062260479822223e-09,7.277790412832378e-09,-6.726065974329902e-08,1.2968151995243941e-08,1.3407405734536196e-08,7.16682575980883e-08,4.366742298244345e-09
24,0.0,0.0,-2.693360194148771e-09,7.504430241902376e-09,-6.940892848565248e-08,1.3407405734536196e-08,1.3837880595811066e-08,7.16682575980883e-08,4.366742298244345e-09
25,0.0,0.0,-2.7787516573919873e-09,7.726537274390975e-09,-7.151423185315888e-08,1.3837880595811066e-08,1.4259751372181307e-08,7.16682575980883e-08,4.366742298244345e-09
26,0.0,0.0,-2.8624352913703407e-09,7.9442021662298e-09,-7.357742915331515e-08,1.4259751372181307e-08,1.467318948261166e-08,7.16682575980883e-08,4.366742298244345e-09
27,0.0,0.0,-2.9444452526691268e-09,8.15751376023185e-09,-7.55993625074683e-08,1.467318948261166e-08,1.5078363017066573e-08,7.16682575980883e-08,4.366742298244345e-09
28,0.0,0.0,-3.024815014741937e-09,8.366559122353858e-09,-7.758085719453837e-08,1.5078363017066573e-08,1.547543678546026e-08,7.16682575980883e-08,4.366742298244345e-09
29,0.0,0.0,-3.1035773815732906e-09,8.571423577233426e-09,-7.952272198786705e-08,1.547543678546026e-08,1.5864572369220893e-08,7.16682575980883e-08,4.366742298244345e-09
30,0.0,0.0,-3.180764501068017e-09,8.772190743015402e-09,-8.142574948532915e-08,1.5864572369220893e-08,1.6245928174594235e-08,7.16682575980883e-08,4.366742298244345e-09
31,101.33333333333333,116.66666666666667,-3.2543740798891567e-09,8.900606297975393e-09,-8.319192641833278e-08,1.6245928174594235e-08,1.6607876125493042e-08,7.811980575216079e-08,4.302649789482332e-09
32,255.0,53.0,-3.3285452654175657e-09,9.09478980934253e-09,-8.502156982718557e-08,1.6607876125493042e-08,1.6974369766294864e-08,7.16682575980883e-08,4.366742298244345e-09
33,0.0,0.0,-3.4012330272354068e-09,9.285089650482325e-09,-8.68146203678613e-08,1.6974369766294864e-08,1.7333535737336217e-08,7.16682575980883e-08,4.366742298244345e-09
34,0.0,0.0,-3.4724670338168917e-09,9.471583494799324e-09,-8.857180989772352e-08,1.7333535737336217e-08,1.7685520375846878e-08,7.16682575980883e-08,4.366742298244345e-09
35,0.0,0.0,-3.5422763602667457e-09,9.654347462229982e-09,-9.029385563698849e-08,1.7685520375846878e-08,1.8030467118027172e-08,7.16682575980883e-08,4.366742298244345e-09
36,167.0,70.5,-3.602633062589817e-09,9.883248179300956e-09,-9.21714888151459e-08,1.8030467118027172e-08,1.8398745661063273e-08,8.268405157833717e-08,4.5656468318772976e-09
37,0.0,0.0,-3.6698390684642126e-09,1.0057778853041582e-08,-9.382154097606242e-08,1.8398745661063273e-08,1.8729423552991522e-08,7.16682575980883e-08,4.366742298244345e-09
38,0.0,0.0,-3.735700954221122e-09,1.0228818913307396e-08,-9.543859209376062e-08,1.8729423552991522e-08,1.9053489772065908e-08,7.16682575980883e-08,4.366742298244345e-09
39,119.0,199.0,-3.7974185684073075e-09,1.0419326059657078e-08,-9.701224776990815e-08,1.9053489772065908e-08,1.9371502518986483e-08,7.337733969463356e-08,4.371345955732956e-09
40,0.0,0.0,-3.860728864165354e-09,1.0583135175790582e-08,-9.856548475172944e-08,1.9371502518986483e-08,1.9682728152707826e-08,7.16682575980883e-08,4.366742298244345e-09
41,119.0,111.0,-3.9227729540082395e-09,1.0743668109601415e-08,-1.000876569939143e-07,1.9682728152707826e-08,1.9987730871383854e-08,7.16682575980883e-08,4.366742298244345e-09
42,0.0,0.0,-3.983576162054267e-09,1.0900990384736031e-08,-1.0157938579125545e-07,1.9987730871383854e-08,2.0286635000834054e-08,7.16682575980883e-08,4.366742298244345e-09
43,9.0,202.0,-4.0431633059393745e-09,1.1055166214367956e-08,-1.0304128001264979e-07,2.0286635000834054e-08,2.0579562393502036e-08,7.16682575980883e-08,4.366742298244345e-09
44,0.0,0.0,-4.1015587069467795e-09,1.1206258527407242e-08,-1.0447393634961623e-07,2.0579562393502036e-08,2.0866632476388905e-08,7.16682575980883e-08,4.366742298244345e-09
45,99.0,47.5,-4.169759568017374e-09,1.131914959722314e-08,-1.0598646886254766e-07,2.0866632476388905e-08,2.1187910586328652e-08,8.730634220449293e-08,4.635961364871882e-09
