timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,0.0,0.0,-1.392586671261927e-10,3.72195637326646e-10,-3.493481937219448e-09,0.0,6.986787677190953e-10,7.16682575980883e-08,4.366742298244345e-09
1,47.0,103.0,-2.7485221781020554e-10,7.445319611666075e-10,-6.887866386968708e-09,6.986787677190953e-10,1.372434785147993e-09,7.27830838402547e-08,4.299215627908024e-09
2,120.0,135.0,-4.0861384058019414e-10,1.1018369592699214e-09,-1.0243590996448782e-08,1.372434785147993e-09,2.0436160874310936e-09,7.16682575980883e-08,4.366742298244345e-09
3,0.0,0.0,-5.397002308947829e-10,1.4519958574111688e-09,-1.3532201113739254e-08,2.0436160874310936e-09,2.7013987378504715e-09,7.16682575980883e-08,4.366742298244345e-09
4,0.0,0.0,-6.681648934030799e-10,1.7951515775895913e-09,-1.6755039028683916e-08,2.7013987378504715e-09,3.3460355731340166e-09,7.16682575980883e-08,4.366742298244345e-09
5,0.0,0.0,-7.94060262661211e-10,2.1314441833644457e-09,-1.9913420185329686e-08,3.3460355731340166e-09,3.9777845258329226e-09,7.16682575980883e-08,4.366742298244345e-09
6,0.0,0.0,-9.174377245341795e-10,2.461010937023803e-09,-2.300863371884254e-08,3.9777845258329226e-09,4.596901239070565e-09,7.16682575980883e-08,4.366742298244345e-09
7,0.0,0.0,-1.0383476371696887e-09,2.783986355609973e-09,-2.6041942981685137e-08,4.596901239070565e-09,5.203637309892373e-09,7.16682575980883e-08,4.366742298244345e-09
8,0.0,0.0,-1.1568393515524876e-09,3.1005022658244197e-09,-2.901458605927088e-08,5.203637309892373e-09,5.798239773999694e-09,7.16682575980883e-08,4.366742298244345e-09
9,0.0,0.0,-1.2729612316476303e-09,3.4106878578345776e-09,-3.192777627530491e-08,5.798239773999694e-09,6.380950960066829e-09,7.16682575980883e-08,4.366742298244345e-09
10,0.0,0.0,-1.3867606741408707e-09,3.7146697380045323e-09,-3.478270268701826e-08,6.380950960066829e-09,6.9520084768334175e-09,7.16682575980883e-08,4.366742298244345e-09
11,0.0,0.0,-1.4982841277842457e-09,4.012571980571088e-09,-3.7580530570497336e-08,6.9520084768334175e-09,7.511645254275023e-09,7.16682575980883e-08,4.366742298244345e-09
12,8.0,176.0,-1.6075771123547533e-09,4.304516178286312e-09,-4.032240189630683e-08,7.511645254275023e-09,8.060089608668095e-09,7.16682575980883e-08,4.366742298244345e-09
13,0.0,0.0,-1.714684237233851e-09,4.590621492047232e-09,-4.300943579560014e-08,8.060089608668095e-09,8.597565318655208e-09,7.16682575980883e-08,4.366742298244345e-09
14,0.0,0.0,-1.8196492196153667e-09,4.871004699532933e-09,-4.564272901690758e-08,8.597565318655208e-09,9.124291706320699e-09,7.16682575980883e-08,4.366742298244345e-09
15,0.0,0.0,-1.9225149023492522e-09,5.145780242868921e-09,-4.822335637378887e-08,9.124291706320699e-09,9.64048372030308e-09,7.16682575980883e-08,4.366742298244345e-09
16,175.0,32.0,-2.0193983905710515e-09,5.398747674599294e-09,-5.069585207035756e-08,9.64048372030308e-09,1.0138111577109643e-08,7.281961305379056e-08,4.3163546293499846e-09
17,0.0,0.0,-2.118269089885823e-09,5.662968358433954e-09,-5.317541696616985e-08,1.0138111577109643e-08,1.0634026664820898e-08,7.16682575980883e-08,4.366742298244345e-09
18,0.0,0.0,-2.2151623752142993e-09,5.921904628591921e-09,-5.5605390564065894e-08,1.0634026664820898e-08,1.1120023630973777e-08,7.16682575980883e-08,4.366742298244345e-09
19,0.0,0.0,-2.310117794836206e-09,6.175662173346729e-09,-5.798676469000402e-08,1.1120023630973777e-08,1.1596300809102064e-08,7.16682575980883e-08,4.366742298244345e-09
20,72.0,217.0,-2.4114352595107364e-09,6.373297466115354e-09,-6.040591903129917e-08,1.1596300809102064e-08,1.207436121946427e-08,7.707787524472818e-08,4.4452854718816505e-09
21,194.0,238.0,-2.5024652214467142e-09,6.618027154119693e-09,-6.269128258789263e-08,1.207436121946427e-08,1.2531547599206698e-08,7.16682575980883e-08,4.366742298244345e-09
22,153.0,103.0,-2.5916745841439724e-09,6.857862248363945e-09,-6.493093887335422e-08,1.2531547599206698e-08,1.2979590801695025e-08,7.16682575980883e-08,4.366742298244345e-09
23,0.0,0.0,-2.6790997595872854e-09,7.0929006407233125e-09,-6.712580203310657e-08,1.2979590801695025e-08,1.3418673615729807e-08,7.16682575980883e-08,4.366742298244345e-09
24,0.0,0.0,-2.7647764315217332e-09,7.323238265235493e-09,-6.927676792966389e-08,1.3418673615729807e-08,1.384897518679551e-08,7.16682575980883e-08,4.366742298244345e-09
25,0.0,0.0,-2.8487395700174905e-09,7.548969137257428e-09,-7.138471450829005e-08,1.384897518679551e-08,1.4270671087472457e-08,7.16682575980883e-08,4.366742298244345e-09
26,0.0,0.0,-2.9310234457433335e-09,7.770185391838924e-09,-7.345050215534369e-08,1.4270671087472457e-08,1.4683933386994613e-08,7.16682575980883e-08,4.366742298244345e-09
27,0.0,0.0,-3.0116616439546585e-09,7.986977321328791e-09,-7.547497404945626e-08,1.4683933386994613e-08,1.5088930719830242e-08,7.16682575980883e-08,4.366742298244345e-09
28,0.0,0.0,-3.090687078201758e-09,8.19943341222886e-09,-7.745895650568658e-08,1.5088930719830242e-08,1.5485828353203844e-08,7.16682575980883e-08,4.366742298244345e-09
29,0.0,0.0,-3.168132003763916e-09,8.407640381310927e-09,-7.940325931279229e-08,1.5485828353203844e-08,1.5874788253506645e-08,7.16682575980883e-08,4.366742298244345e-09
30,0.0,0.0,-3.2440280308148297e-09,8.611683211011353e-09,-8.130867606375589e-08,1.5874788253506645e-08,1.625596915156318e-08,7.16682575980883e-08,4.366742298244345e-09
31,0.0,0.0,-3.3184061373247268e-09,8.81164518411777e-09,-8.317598447970021e-08,1.625596915156318e-08,1.662952660673603e-08,7.16682575980883e-08,4.366742298244345e-09
32,0.0,0.0,-3.391296681704424e-09,9.00760791776206e-09,-8.500594672732565e-08,1.662952660673603e-08,1.6995613069861035e-08,7.16682575980883e-08,4.366742298244345e-09
33,79.0,96.0,-3.463676648805384e-09,9.18855827653184e-09,-8.681536508136857e-08,1.6995613069861035e-08,1.7357672000974833e-08,7.278867027528033e-08,4.3897351576002685e-09
34,0.0,0.0,-3.5336617829554692e-09,9.37698274832785e-09,-8.857253971696064e-08,1.7357672000974833e-08,1.7709195401912203e-08,7.16682575980883e-08,4.366742298244345e-09
35,0.0,0.0,-3.602247214422553e-09,9.561638730687938e-09,-9.029457085984087e-08,1.7709195401912203e-08,1.805368848247092e-08,7.16682575980883e-08,4.366742298244345e-09
36,0.0,0.0,-3.669460937260294e-09,9.742601593400825e-09,-9.198216137986349e-08,1.805368848247092e-08,1.8391291835242992e-08,7.16682575980883e-08,4.366742298244345e-09
37,0.0,0.0,-3.7353303856412806e-09,9.919945198859453e-09,-9.363600008948566e-08,1.8391291835242992e-08,1.8722143242530937e-08,7.16682575980883e-08,4.366742298244345e-09
38,22.0,58.5,-3.798879585679777e-09,1.0123697244459588e-08,-9.551066397643185e-08,1.8722143242530937e-08,1.908855487754319e-08,1.0546440664710496e-07,4.643979098208419e-09
39,102.0,253.0,-3.862160661092373e-09,1.0293418936897041e-08,-9.709393263412265e-08,1.908855487754319e-08,1.9405458350519096e-08,7.16682575980883e-08,4.366742298244345e-09
40,0.0,0.0,-3.924176114996719e-09,1.0459746195485745e-08,-9.864553591865964e-08,1.9405458350519096e-08,1.971602404853255e-08,7.16682575980883e-08,4.366742298244345e-09
41,0.0,0.0,-3.9849512598229765e-09,1.0622746908902676e-08,-1.0016610713750589e-07,1.971602404853255e-08,2.0020378702256502e-08,7.16682575980883e-08,4.366742298244345e-09
42,205.0,183.0,-4.041917251511067e-09,1.0784831497127148e-08,-1.0155834125022647e-07,2.0020378702256502e-08,2.0318063778057096e-08,1.0014185848084334e-07,4.381552932613425e-09
43,0.0,0.0,-4.100337573607038e-09,1.094133050451125e-08,-1.0302065636244139e-07,2.0318063778057096e-08,2.061037369924064e-08,7.16682575980883e-08,4.366742298244345e-09
44,0.0,0.0,-4.157589489261089e-09,1.1094699531747671e-08,-1.04453725172412e-07,2.061037369924064e-08,2.089683792320112e-08,7.16682575980883e-08,4.366742298244345e-09
45,0.0,0.0,-4.21369636660206e-09,1.1245001178439363e-08,-1.0585813260618321e-07,2.089683792320112e-08,2.1177573324499343e-08,7.16682575980883e-08,4.366742298244345e-09
46,64.0,239.0,-4.2686811063962114e-09,1.1392296792197221e-08,-1.07234451891279e-07,2.1177573324499343e-08,2.145269444388583e-08,7.16682575980883e-08,4.366742298244345e-09
47,0.0,0.0,-4.32256615139448e-09,1.1536646493679922e-08,-1.0858324479067286e-07,2.145269444388583e-08,2.172231353457305e-08,7.16682575980883e-08,4.366742298244345e-09
48,191.0,59.0,-4.383620475253308e-09,1.1627291829194449e-08,-1.0979189502644655e-07,2.172231353457305e-08,2.1986512345606393e-08,9.575499181921512e-08,4.397098476412045e-09
49,0.0,0.0,-4.435206732874433e-09,1.1766941629937205e-08,-1.1108953906313706e-07,2.1986512345606393e-08,2.2245450763570324e-08,7.16682575980883e-08,4.366742298244345e-09
