timestep,cog_x,cog_y,dm_mean,dm_max,dm_min,dm_rms_before,dm_rms_after,slopes_residual_rms,modal_cmd_rms
0,0.0,0.0,-1.392586671261927e-10,3.72195637326646e-10,-3.493481937219448e-09,0.0,6.986787677190953e-10,7.16682575980883e-08,4.366742298244345e-09
1,0.0,0.0,-2.7573216090986155e-10,7.369473619067591e-10,-6.917094235694506e-09,6.986787677190953e-10,1.3833839600838086e-09,7.16682575980883e-08,4.366742298244345e-09
2,113.0,93.0,-4.0947618481785703e-10,1.09440405199527e-09,-1.0272234288200065e-08,1.3833839600838086e-09,2.0543950486012276e-09,7.16682575980883e-08,4.366742298244345e-09
3,0.0,0.0,-5.405453282476925e-10,1.4447116082820106e-09,-1.3560271539655511e-08,2.0543950486012276e-09,2.7119859153482984e-09,7.16682575980883e-08,4.366742298244345e-09
4,0.0,0.0,-6.689930888089314e-10,1.7880130134430163e-09,-1.678254804608185e-08,2.7119859153482984e-09,3.3564249647604278e-09,7.16682575980883e-08,4.366742298244345e-09
5,0.0,0.0,-7.948718941589455e-10,2.124448390500802e-09,-1.994037902237966e-08,3.3564249647604278e-09,3.987975233184314e-09,7.16682575980883e-08,4.366742298244345e-09
6,0.0,0.0,-9.182331234019593e-10,2.454155060017432e-09,-2.3035053379151513e-08,3.987975233184314e-09,4.6068944962397236e-09,7.16682575980883e-08,4.366742298244345e-09
7,0.0,0.0,-1.0391271280601127e-09,2.7772675961437294e-09,-2.606783424878793e-08,4.6068944962397236e-09,5.213435374034024e-09,7.16682575980883e-08,4.366742298244345e-09
8,225.0,153.0,-1.1545892899531007e-09,3.1261002244718537e-09,-2.914547839950989e-08,5.213435374034024e-09,5.816906255314643e-09,8.11664979388936e-08,4.434794483793704e-09
9,204.0,76.5,-1.278180354133992e-09,3.25434318672305e-09,-3.206345274666026e-08,5.816906255314643e-09,6.394802321255644e-09,8.966135362902886e-08,4.360833016706874e-09
10,0.0,0.0,-1.3918754141775049e-09,3.5614519603152352e-09,-3.4915665628946496e-08,6.394802321255644e-09,6.9655139227843275e-09,7.16682575980883e-08,4.366742298244345e-09
11,0.0,0.0,-1.503296573020147e-09,3.862418558435577e-09,-3.771083425358701e-08,6.9655139227843275e-09,7.524824366477369e-09,7.16682575980883e-08,4.366742298244345e-09
12,138.0,143.0,-1.612489308685937e-09,4.157365824593511e-09,-4.0450099505734716e-08,7.524824366477369e-09,8.072958547591255e-09,7.16682575980883e-08,4.366742298244345e-09
13,0.0,0.0,-1.7194981896384105e-09,4.446414145428287e-09,-4.313457945283947e-08,8.072958547591255e-09,8.610137772892527e-09,7.16682575980883e-08,4.366742298244345e-09
14,0.0,0.0,-1.8243668929718353e-09,4.729681499846367e-09,-4.576536980100212e-08,8.610137772892527e-09,9.136579526220751e-09,7.16682575980883e-08,4.366742298244345e-09
15,0.0,0.0,-1.927138222238591e-09,5.007283507176086e-09,-4.834354434220152e-08,9.136579526220751e-09,9.652497354311108e-09,7.16682575980883e-08,4.366742298244345e-09
16,110.0,111.0,-2.027854124920012e-09,5.279333474359211e-09,-5.087015539257694e-08,9.652497354311108e-09,1.0158100822672938e-08,7.16682575980883e-08,4.366742298244345e-09
17,75.5,131.0,-2.121424365294511e-09,5.557241163878794e-09,-5.341451040165718e-08,1.0158100822672938e-08,1.0681646833466152e-08,8.628190704611057e-08,4.583879947461101e-09
18,0.0,0.0,-2.2182545451148132e-09,5.818291977927864e-09,-5.583970213084348e-08,1.0681646833466152e-08,1.1166654901096816e-08,7.16682575980883e-08,4.366742298244345e-09
19,191.0,112.0,-2.3179859782315884e-09,6.07371664760626e-09,-5.815170445046657e-08,1.1166654901096816e-08,1.1630257781120598e-08,7.273870136868265e-08,4.296056711178462e-09
20,96.0,142.0,-2.410884925793149e-09,6.3244379519807815e-09,-6.048215229867669e-08,1.1630257781120598e-08,1.2096299872846495e-08,7.16682575980883e-08,4.366742298244345e-09
21,0.0,0.0,-2.501925894403479e-09,6.570144830267812e-09,-6.27659911899226e-08,1.2096299872846495e-08,1.2553024596306931e-08,7.16682575980883e-08,4.366742298244345e-09
22,0.0,0.0,-2.5911460436416017e-09,6.810937570989101e-09,-6.50041533033436e-08,1.2553024596306931e-08,1.3000617809673355e-08,7.16682575980883e-08,4.366742298244345e-09
23,0.0,0.0,-2.6785817898949625e-09,7.046914456895965e-09,-6.719755217449617e-08,1.3000617809673355e-08,1.3439261738552577e-08,7.16682575980883e-08,4.366742298244345e-09
24,197.0,160.0,-2.7701686892083405e-09,7.345753246487381e-09,-6.941911701930356e-08,1.3439261738552577e-08,1.3899772485292767e-08,8.504710250199243e-08,4.577722856916693e-09
25,0.0,0.0,-2.8540239825503666e-09,7.571033818884278e-09,-7.152421661613693e-08,1.3899772485292767e-08,1.4320434512469418e-08,7.16682575980883e-08,4.366742298244345e-09
26,184.5,171.5,-2.936202170025552e-09,7.791808779833239e-09,-7.358721422103364e-08,1.4320434512469418e-08,1.4732685298259816e-08,7.16682575980883e-08,4.366742298244345e-09
27,204.0,180.0,-3.0224746209709625e-09,8.028792902346804e-09,-7.569476077089429e-08,1.4732685298259816e-08,1.5145917759921e-08,7.39235926052824e-08,4.4275030400304044e-09
28,157.0,188.0,-3.1031520356825543e-09,8.21994640353481e-09,-7.75252029031567e-08,1.5145917759921e-08,1.5505052017801617e-08,9.964376275367448e-08,4.231950035879144e-09
29,69.0,199.0,-3.1702747479927217e-09,8.5265342938385e-09,-7.945237550112599e-08,1.5505052017801617e-08,1.588119132976169e-08,8.504649398871203e-08,4.312618568184417e-09
30,0.0,0.0,-3.246127920159059e-09,8.728199245288375e-09,-8.135680992832291e-08,1.588119132976169e-08,1.6262201811945883e-08,7.16682575980883e-08,4.366742298244345e-09
31,0.0,0.0,-3.3204640288820715e-09,8.925830897709253e-09,-8.32231556669759e-08,1.6262201811945883e-08,1.6635595781488582e-08,7.16682575980883e-08,4.366742298244345e-09
32,0.0,0.0,-3.393313415430623e-09,9.119509917081714e-09,-8.505217449085583e-08,1.6635595781488582e-08,1.700152518827058e-08,7.16682575980883e-08,4.366742298244345e-09
33,0.0,0.0,-3.4647058142482022e-09,9.309315356066724e-09,-8.684461293825815e-08,1.700152518827058e-08,1.7360138990755594e-08,7.16682575980883e-08,4.366742298244345e-09
34,7.0,232.0,-3.534670365089431e-09,9.495324686272035e-09,-8.860120261671243e-08,1.7360138990755594e-08,1.7711583208778126e-08,7.16682575980883e-08,4.366742298244345e-09
35,152.0,47.0,-3.60088109324047e-09,9.685198429133079e-09,-9.02934326528719e-08,1.7711583208778126e-08,1.804491058721013e-08,7.278308384025557e-08,4.299215627908124e-09
36,71.0,94.0,-3.6660203368163774e-09,9.906204026379645e-09,-9.211822680995665e-08,1.804491058721013e-08,1.8408869662849905e-08,7.708804122469574e-08,4.539914304401236e-09
37,185.0,212.0,-3.72913365026439e-09,1.021623802313101e-08,-9.358506855040864e-08,1.8408869662849905e-08,1.8715681322237463e-08,9.908244198091377e-08,4.268988503122488e-09
38,119.0,98.0,-3.793809644385295e-09,1.0384108899995036e-08,-9.52068491166199e-08,1.8715681322237463e-08,1.904000563615055e-08,7.16682575980883e-08,4.366742298244345e-09
39,0.0,0.0,-3.857192118623782e-09,1.054862235932178e-08,-9.679619407150695e-08,1.904000563615055e-08,1.9357846381375987e-08,7.16682575980883e-08,4.366742298244345e-09
40,0.0,0.0,-3.919306943377499e-09,1.070984554946199e-08,-9.835375212729625e-08,1.9357846381375987e-08,1.9669332977895583e-08,7.16682575980883e-08,4.366742298244345e-09
41,144.0,134.0,-3.9801794716361415e-09,1.0867844275799395e-08,-9.988015902196977e-08,1.9669332977895583e-08,1.9974592283293826e-08,7.16682575980883e-08,4.366742298244345e-09
42,119.0,113.0,-4.039834549329611e-09,1.1022683027610052e-08,-1.0137603777874982e-07,1.9974592283293826e-08,2.0273748640835858e-08,7.16682575980883e-08,4.366742298244345e-09
43,0.0,0.0,-4.098296525469212e-09,1.1174425004384495e-08,-1.0284199896039426e-07,2.0273748640835858e-08,2.0566923927029455e-08,7.16682575980883e-08,4.366742298244345e-09
44,141.0,163.0,-4.169211139294851e-09,1.1414937232401943e-08,-1.0438101180438895e-07,2.0566923927029455e-08,2.0872203887555545e-08,8.954681101357818e-08,4.5095805443712334e-09
45,125.0,239.0,-4.225085583635148e-09,1.1558834125080549e-08,-1.0578687350552061e-07,2.0872203887555545e-08,2.1153406367188996e-08,7.16682575980883e-08,4.366742298244345e-09
