timestep,power_in_focal,power_send
0,211580902.93699205,390000000.0
1,207900335.08483368,390000000.0
2,205038517.50850692,390000000.0
3,204412718.494565,390000000.0
4,198138916.39524743,390000000.0
5,196045747.10170072,390000000.0
6,191164371.33745748,390000000.0
7,186096872.82114753,390000000.0
8,183851179.9762413,390000000.0
9,182252034.19633117,390000000.0
10,180982636.8949033,390000000.0
11,180571964.16374493,390000000.0
12,183127427.02103102,390000000.0
13,181937624.02922907,390000000.0
14,181394787.10486642,390000000.0
15,177795320.03416336,390000000.0
16,174848618.50784576,390000000.0
17,173421161.74118638,390000000.0
18,171635986.40259618,390000000.0
19,170580463.47557396,390000000.0
20,173057958.5340066,390000000.0
21,173851871.99199757,390000000.0
22,175638522.52007008,390000000.0
23,174474335.12742275,390000000.0
24,175156628.10888356,390000000.0
25,174098401.07497787,390000000.0
26,174018844.41669795,390000000.0
27,172026129.17080405,390000000.0
28,173466269.08863887,390000000.0
29,175797915.36518934,390000000.0
30,173041714.8937385,390000000.0
31,170980015.8816258,390000000.0
32,171520684.97064638,390000000.0
33,169511763.76206788,390000000.0
34,168123862.08989924,390000000.0
35,164424561.21255314,390000000.0
36,163005459.84435868,390000000.0
37,160447690.5105875,390000000.0
38,158061217.0446057,390000000.0
39,157484444.08350885,390000000.0
40,155906011.1445952,390000000.0
41,154406038.96196258,390000000.0
42,153945782.80136216,390000000.0
43,154006244.8955744,390000000.0
44,153624864.1597622,390000000.0
45,150826475.85249656,390000000.0
46,148542803.1939616,390000000.0
47,146231317.23168278,390000000.0
48,144487358.1769625,390000000.0
49,142888945.7061049,390000000.0
